cycle,t,dt,lowstate_age,joint_id,q,dq,tau_est,q_cmd,dq_cmd,kp_cmd,kd_cmd,tau_cmd,flags,debug_0,debug_1,debug_2,debug_3,debug_4,debug_5,debug_6,debug_7,debug_8,debug_9,debug_10,debug_11,debug_12,debug_13,debug_14,debug_15,debug_16,debug_17,debug_18,debug_19,debug_20,debug_21,debug_22,debug_23,debug_24,debug_25,debug_26,debug_27,debug_28,debug_29,debug_30,debug_31
6648,14276.8,0.00200931,0.00199694,2,0.94625,-3.37388,2.0625,0.94625,0,0,0.8,-0.224864,4,0.902873,-2.67212,0.94625,-3.37388,-0.0433771,0.701761,1.01231,6.9423,-0.224864,-2.75259e-05,-0.0123649,0.945917,-3.30898,-7.99879e-06,0.0019997,0.945889,0.897519,-2.68151,-3.32135,0.917659,-2.66871,-0.0282299,0.652637,-0.447101,-0.224864,7.95461,0.902873,-2.67212,0,0,0,0
6649,14276.8,0.00201057,1.3262e-05,2,0.933467,-3.40293,0.84375,0.933467,0,0,0.8,-0.104864,4,0.897491,-2.68156,0.933467,-3.40293,-0.035976,0.72137,-0.0356575,7.08547,-0.104864,3.13221e-05,-0.0127495,0.939245,-3.32224,3.25093e-05,-0.00812732,0.939276,0.892119,-2.68981,-3.33499,0.89697,-2.68168,-0.0423062,0.653314,0.184377,-0.104864,7.04981,0.897491,-2.68156,0,0,0,0
6650,14276.8,0.0020095,0.00202255,2,0.933467,-3.40293,0.84375,0.933467,0,0,0.8,0.0151358,4,0.892094,-2.68984,0.933467,-3.40293,-0.0413731,0.713082,12,7.30749,0.0151358,-0.000710505,-0.0148667,0.932607,-3.33462,-0.000507829,0.0899085,0.931896,0.886707,-2.69692,-3.34949,1.06737,-2.6494,0.135478,0.700094,0.828302,0.0151358,19.3075,0.892094,-2.68984,0,0,0,0
6651,14276.8,0.0020095,1.2154e-05,2,0.92022,-3.42806,2.4375,0.92022,0,0,0.8,0.135136,4,0.886681,-2.69695,0.92022,-3.42806,-0.0335391,0.731113,4.03705,7.48151,0.135136,-0.00015895,-0.014113,0.925201,-3.34783,-9.09345e-05,0.0227336,0.925042,0.881281,-2.70282,-3.36195,0.945649,-2.68334,0.0206075,0.678605,1.45875,0.135136,11.5186,0.886681,-2.69695,0,0,0,0
6652,14276.8,0.00201063,0.00202255,2,0.92022,-3.42806,2.4375,0.92022,0,0,0.8,0.255136,4,0.881252,-2.70285,0.92022,-3.42806,-0.0389678,0.725207,12,7.70712,0.255136,-0.000682163,-0.0153211,0.918324,-3.35903,-0.00048116,0.0874273,0.917641,0.875842,-2.70754,-3.37435,1.05653,-2.66241,0.138892,0.711944,2.09561,0.255136,19.7071,0.881252,-2.70285,0,0,0,0
6653,14276.8,0.00200907,5.1452e-05,2,0.900997,-3.44646,0.65625,0.900997,0,0,0.8,0.375136,4,0.875817,-2.70756,0.900997,-3.44646,-0.0251802,0.738899,1.469,7.87529,0.375136,-1.87416e-05,-0.0143746,0.910901,-3.37016,4.43844e-06,-0.00110961,0.910882,0.870398,-2.7111,-3.38453,0.897274,-2.70261,-0.0136079,0.68192,2.71685,0.375136,9.34429,0.875817,-2.70756,0,0,0,0
6654,14276.8,0.00200982,7.4833e-05,2,0.894654,-3.44279,3,0.894654,0,0,0.8,0.495136,4,0.870372,-2.71112,0.894654,-3.44279,-0.024282,0.731675,12,8.13067,0.495136,-0.00124499,-0.0149286,0.904124,-3.3791,-0.00104561,0.0858959,0.902879,0.864947,-2.71356,-3.39403,1.04565,-2.67067,0.142773,0.72336,3.34971,0.495136,20.1307,0.870372,-2.71112,0,0,0,0
6655,14276.8,0.00200926,7.3011e-05,2,0.888326,-3.44972,0.9375,0.888326,0,0,0.8,0.615136,4,0.864922,-2.71357,0.888326,-3.44972,-0.0234043,0.736151,12,8.39015,0.615136,-0.00165068,-0.0135599,0.896105,-3.38733,-0.00145202,0.0864065,0.894454,0.859493,-2.71501,-3.40089,1.0402,-2.67312,0.145749,0.727765,3.97715,0.615136,20.3901,0.864922,-2.71357,0,0,0,0
6656,14276.8,0.00200957,9.556e-05,2,0.882126,-3.43905,1.78125,0.882126,0,0,0.8,0.735136,4,0.859467,-2.71502,0.882126,-3.43905,-0.0226592,0.724034,12,8.63238,0.735136,-0.0015913,-0.0128845,0.887668,-3.39293,-0.00139329,0.086328,0.886077,0.854036,-2.71556,-3.40582,1.03475,-2.67457,0.148671,0.73125,4.59693,0.735136,20.6324,0.859467,-2.71502,0,0,0,0
6657,14276.8,0.00201,0.000112408,2,0.875367,-3.44661,1.40625,0.875367,0,0,0.8,0.855136,4,0.854009,-2.71556,0.875367,-3.44661,-0.0213584,0.731047,12,8.8158,0.855136,-0.00128945,-0.0105964,0.879283,-3.39662,-0.00557389,0.088272,0.877994,0.85306,-2.71563,-3.40722,1.02929,-2.67512,0.151296,0.732105,5.19949,0.855136,20.8158,0.854009,-2.71556,0,0,0,0
6658,14276.8,0.00201302,2.7098e-05,2,0.869135,-3.43299,2.53125,0.869135,0,0,0.8,0.975136,4,0.848542,-2.71634,0.869135,-3.43299,-0.0205935,0.71665,12,8.95107,0.975136,-0.000973077,-0.0102222,0.8712,-3.39682,-0.000773371,0.0907717,0.870227,0.843107,-2.71839,-3.40704,1.02382,-2.67589,0.153595,0.731158,5.79264,0.975136,20.9511,0.848542,-2.71634,0,0,0,0
6659,14276.8,0.00201933,0.000143785,2,0.862856,-3.43298,2.53125,0.862856,0,0,0.8,1.09514,4,0.843054,-2.71842,0.862856,-3.43298,-0.0198012,0.714569,12,8.99663,1.09514,-0.000623022,-0.00835376,0.863436,-3.39546,-0.000421769,0.0939851,0.862813,0.837615,-2.72167,-3.40381,1.01834,-2.67797,0.155522,0.725846,6.36966,1.09514,20.9966,0.843054,-2.71842,0,0,0,0
6660,14276.8,0.00201311,2.5318e-05,2,0.856752,-3.41377,2.90625,0.856752,0,0,0.8,1.21514,4,0.837579,-2.72169,0.856752,-3.41377,-0.0191722,0.692077,6.47625,8.97862,1.21514,-0.000306224,-0.00782343,0.856031,-3.39107,-0.000196557,0.0491392,0.855725,0.832132,-2.72583,-3.3989,0.932176,-2.69986,0.0764515,0.699035,6.93652,1.21514,15.4549,0.837579,-2.72169,0,0,0,0
6661,14276.8,0.00202358,0.000185319,2,0.8502,-3.40959,2.25,0.8502,0,0,0.8,1.33514,4,0.832068,-2.72588,0.8502,-3.40959,-0.0181326,0.683712,0.650416,8.87768,1.33514,-2.47697e-05,-0.00577072,0.848955,-3.38502,-1.20308e-05,0.00300769,0.84893,0.826611,-2.73062,-3.39079,0.841568,-2.72369,-0.00736196,0.667108,7.48717,1.33514,9.5281,0.832068,-2.72588,0,0,0,0
6662,14276.8,0.00200986,0.000144814,2,0.844016,-3.39381,2.90625,0.844016,0,0,0.8,1.45514,4,0.826585,-2.73064,0.844016,-3.39381,-0.0174319,0.663172,-2.84229,8.73306,1.45514,0.000146386,-0.00523487,0.842178,-3.37582,0.000101155,-0.0252888,0.842325,0.821118,-2.73573,-3.38105,0.785068,-2.74022,-0.0572569,0.640831,8.0293,1.45514,5.89077,0.826585,-2.73064,0,0,0,0
6663,14276.8,0.00200984,0.000195338,2,0.83788,-3.37849,2.625,0.83788,0,0,0.8,1.57514,4,0.821091,-2.73575,0.83788,-3.37849,-0.0167892,0.64274,-5.69893,8.5406,1.57514,0.000284638,-0.00421242,0.835595,-3.365,0.000191905,-0.0479761,0.83588,0.815615,-2.74096,-3.36921,0.737849,-2.75496,-0.098031,0.614245,8.56123,1.57514,2.84167,0.821091,-2.73575,0,0,0,0
6664,14276.8,0.00200962,0.00018514,2,0.831393,-3.37426,2.0625,0.831393,0,0,0.8,1.45514,4,0.815588,-2.74098,0.831393,-3.37426,-0.0158047,0.633275,-7.92595,8.30689,1.45514,0.00039244,-0.00326684,0.829175,-3.35209,0.000262587,-0.0656467,0.829568,0.810101,-2.7461,-3.35535,0.699816,-2.7677,-0.129752,0.587654,8.07525,1.45514,0.380947,0.815588,-2.74098,0,0,0,0
6665,14276.8,0.00200946,0.000228504,2,0.825752,-3.35176,4.125,0.825752,0,0,0.8,1.33514,4,0.810075,-2.74613,0.825752,-3.35176,-0.0156773,0.605634,-8.49818,8.09554,1.33514,0.000424372,-0.00399641,0.822889,-3.3392,0.000285033,-0.0712584,0.823314,0.804578,-2.751,-3.3432,0.685944,-2.77477,-0.137369,0.568424,7.59624,1.33514,-0.40264,0.810075,-2.74613,0,0,0,0
6666,14276.8,0.00200982,0.000153485,2,0.819249,-3.34692,3.65625,0.819249,0,0,0.8,1.21514,4,0.804551,-2.75102,0.819249,-3.34692,-0.014698,0.595903,-10.3915,7.88024,1.21514,0.000517021,-0.00306867,0.816658,-3.32801,0.000345842,-0.0864606,0.817175,0.799044,-2.75549,-3.33107,0.652765,-2.78605,-0.16441,0.545025,7.11645,1.21514,-2.51127,0.804551,-2.75102,0,0,0,0
6667,14276.8,0.00200937,0.000250104,2,0.813257,-3.32908,2.90625,0.813257,0,0,0.8,1.09514,4,0.799019,-2.75551,0.813257,-3.32908,-0.0142383,0.573564,-10.3415,7.69003,1.09514,0.000517794,-0.00351559,0.810541,-3.31684,0.000347309,-0.0868273,0.811059,0.793504,-2.75947,-3.32036,0.647962,-2.79037,-0.163096,0.529984,6.64279,1.09514,-2.65151,0.799019,-2.75551,0,0,0,0
6668,14276.8,0.0020093,0.000215741,2,0.807552,-3.31027,3.84375,0.807552,0,0,0.8,0.975136,4,0.793478,-2.75949,0.807552,-3.31027,-0.0140745,0.550786,-10.6697,7.50895,0.975136,0.000533652,-0.00284789,0.804445,-3.30707,0.000357404,-0.0893511,0.804978,0.787955,-2.76284,-3.30992,0.637629,-2.79545,-0.16735,0.514467,6.17034,0.975136,-3.16074,0.793478,-2.75949,0,0,0,0
6669,14276.8,0.00201189,0.000294184,2,0.795392,-3.27916,2.8125,0.795392,0,0,0.8,0.855136,4,0.787922,-2.76286,0.795392,-3.27916,-0.00747034,0.516303,-11.8222,7.32463,0.855136,0.000588578,-0.00146824,0.798383,-3.29758,0.000392635,-0.0981587,0.798972,0.782394,-2.76553,-3.29905,0.615239,-2.80271,-0.183733,0.496341,5.69562,0.855136,-4.49755,0.787922,-2.76286,0,0,0,0
6670,14276.8,0.0020107,0.000182594,2,0.789608,-3.26582,3.65625,0.789608,0,0,0.8,0.975136,4,0.782364,-2.76555,0.789608,-3.26582,-0.00724387,0.500273,2.6836,7.16321,0.975136,-0.000153137,0.00175191,0.792396,-3.28766,-0.000105661,0.0264153,0.792243,0.776831,-2.76752,-3.2859,0.821563,-2.7565,0.0293195,0.529403,6.22935,0.975136,9.84681,0.782364,-2.76555,0,0,0,0
6671,14276.8,0.00201102,0.00022119,2,0.783552,-3.25395,1.40625,0.783552,0,0,0.8,1.09514,4,0.776801,-2.76753,0.783552,-3.25395,-0.00675145,0.486427,7.62085,6.98613,1.09514,-0.00040598,0.00338641,0.785696,-3.27345,-0.000275925,0.0689812,0.78529,0.771264,-2.76878,-3.27006,0.888116,-2.74184,0.102826,0.52822,6.75516,1.09514,14.607,0.776801,-2.76753,0,0,0,0
6672,14276.8,0.00200993,0.000243762,2,0.777832,-3.22911,2.4375,0.777832,0,0,0.8,1.21514,4,0.771237,-2.76879,0.777832,-3.22911,-0.00659494,0.460325,7.93064,6.79802,1.21514,-0.000420302,0.00370628,0.778777,-3.25655,-0.000285436,0.0713591,0.778357,0.765698,-2.76934,-3.25284,0.887077,-2.74205,0.10872,0.510789,7.27558,1.21514,14.7287,0.771237,-2.76879,0,0,0,0
6673,14276.8,0.00201018,0.000340848,2,0.771871,-3.22332,2.53125,0.771871,0,0,0.8,1.33514,4,0.76567,-2.76934,0.771871,-3.22332,-0.00620122,0.453975,5.02459,6.57621,1.33514,-0.000275842,0.00481955,0.771881,-3.23829,-0.000190185,0.0475462,0.771605,0.760131,-2.76924,-3.23347,0.839063,-2.7524,0.0674583,0.481067,7.78522,1.33514,11.6008,0.76567,-2.76934,0,0,0,0
6674,14276.8,0.00201083,0.000307053,2,0.765656,-3.20581,2.625,0.765656,0,0,0.8,1.45514,4,0.760102,-2.76924,0.765656,-3.20581,-0.0055538,0.436571,1.75927,6.35217,1.45514,-0.00010458,0.00367912,0.765169,-3.2179,-7.41105e-05,0.0185276,0.765064,0.754564,-2.76856,-3.21422,0.785799,-2.76331,0.0207347,0.450912,8.29318,1.45514,8.11144,0.760102,-2.76924,0,0,0,0
6675,14276.8,0.0020107,0.000356689,2,0.760271,-3.18454,2.71875,0.760271,0,0,0.8,1.57514,4,0.754534,-2.76855,0.760271,-3.18454,-0.00573639,0.415989,-0.649561,6.12272,1.57514,2.16225e-05,0.00289095,0.758669,-3.19764,1.13852e-05,-0.0028463,0.758691,0.748998,-2.76739,-3.19474,0.745046,-2.77074,-0.0136443,0.424003,8.79854,1.57514,5.47316,0.754534,-2.76855,0,0,0,0
6676,14276.8,0.00200975,0.000275867,2,0.754215,-3.18348,2.15625,0.754215,0,0,0.8,1.55426,4,0.748971,-2.76738,0.754215,-3.18348,-0.00524338,0.416095,-4.31918,5.87343,1.55426,0.000208315,0.00272081,0.752336,-3.17715,0.000136296,-0.034074,0.752545,0.743438,-2.76586,-3.17443,0.685882,-2.78194,-0.0666625,0.392488,8.70595,1.55426,1.55426,0.748971,-2.76738,0,0,0,0
6677,14276.8,0.00200963,0.000336582,2,0.748414,-3.16743,2.25,0.748414,0,0,0.8,1.43426,4,0.743411,-2.76585,0.748414,-3.16743,-0.00500287,0.401583,-6.19116,5.66046,1.43426,0.000312907,0.000229337,0.746231,-3.15702,0.000209463,-0.0523658,0.746544,0.737881,-2.76412,-3.15679,0.652979,-2.78672,-0.0935648,0.370068,8.20669,1.43426,-0.530699,0.743411,-2.76585,0,0,0,0
6678,14276.8,0.00200935,0.000287026,2,0.742742,-3.15035,2.71875,0.742742,0,0,0.8,1.31426,4,0.737856,-2.76411,0.742742,-3.15035,-0.00488615,0.386241,-7.6243,5.48028,1.31426,0.000390298,-0.00121616,0.740263,-3.14037,0.000262978,-0.0657446,0.740653,0.732329,-2.76236,-3.14159,0.626489,-2.78981,-0.114164,0.351775,7.71667,1.31426,-2.14402,0.737856,-2.76411,0,0,0,0
6679,14276.8,0.00201967,0.00036088,2,0.736973,-3.14579,3.84375,0.736973,0,0,0.8,1.19426,4,0.732274,-2.76235,0.736973,-3.14579,-0.0046998,0.383447,-8.92684,5.31477,1.19426,0.000456227,-0.00170388,0.734401,-3.12616,0.000307434,-0.0768584,0.734857,0.72675,-2.76078,-3.12786,0.601882,-2.79244,-0.132975,0.335423,7.23197,1.19426,-3.61207,0.732274,-2.76235,0,0,0,0
6680,14276.9,0.00201938,0.000400333,2,0.731061,-3.1402,2.625,0.731061,0,0,0.8,1.07426,4,0.726697,-2.76077,0.731061,-3.1402,-0.00436371,0.379432,-9.5964,5.17818,1.07426,0.000492658,-0.00309368,0.72863,-3.1134,0.000333264,-0.0833161,0.729123,0.721177,-2.75962,-3.11649,0.586525,-2.79311,-0.142598,0.323375,6.75676,1.07426,-4.41822,0.726697,-2.76077,0,0,0,0
6681,14276.9,0.0020191,0.000461857,2,0.7255,-3.12227,3.28125,0.7255,0,0,0.8,0.954256,4,0.721124,-2.75961,0.7255,-3.12227,-0.00437599,0.362659,-9.48762,5.06982,0.954255,0.000488609,-0.00451049,0.722917,-3.10298,0.000331966,-0.0829914,0.723406,0.715606,-2.75916,-3.10749,0.582541,-2.79159,-0.140864,0.315892,6.29167,0.954255,-4.4178,0.721124,-2.75961,0,0,0,0
6682,14276.9,0.00201827,0.000326021,2,0.719333,-3.1229,2.4375,0.719333,0,0,0.8,1.07426,4,0.715555,-2.75915,0.719333,-3.1229,-0.00377714,0.36375,12,4.95697,1.07426,0.000506165,-0.00410353,0.717216,-3.0949,-0.0047166,0.0985794,0.717722,0.715465,-2.75915,-3.09901,0.890836,-2.7187,0.173114,0.380302,6.8371,1.07426,16.957,0.715555,-2.75915,0,0,0,0
6683,14276.9,0.00202489,0.000481883,2,0.713868,-3.11668,3.1875,0.713868,0,0,0.8,0.954256,4,0.709966,-2.75917,0.713868,-3.11668,-0.00390159,0.35751,-8.84515,4.83543,0.954255,0.000454412,-0.00503894,0.711551,-3.08533,0.000309724,-0.0774311,0.712006,0.704448,-2.75911,-3.09037,0.580767,-2.78899,-0.131238,0.301385,6.37431,0.954255,-4.00972,0.709966,-2.75917,0,0,0,0
6684,14276.9,0.00200985,0.00044567,2,0.702954,-3.08596,2.625,0.702954,0,0,0.8,0.834256,4,0.704424,-2.75911,0.702954,-3.08596,0.00146943,0.326856,-8.88506,4.74224,0.834255,0.000459968,-0.00580822,0.70585,-3.07762,0.000314661,-0.0786652,0.70631,0.698906,-2.75876,-3.08343,0.574642,-2.78905,-0.131669,0.294376,5.91874,0.834255,-4.14282,0.704424,-2.75911,0,0,0,0
6685,14276.9,0.00200958,0.000551264,2,0.696914,-3.08469,2.625,0.696914,0,0,0.8,0.954256,4,0.698879,-2.75876,0.696914,-3.08469,0.00196515,0.325934,3.81762,4.66947,0.954255,-0.000189546,-0.0032204,0.700167,-3.07159,-0.000121485,0.0303711,0.699978,0.693362,-2.75796,-3.07481,0.754642,-2.74589,0.0546645,0.328926,6.47368,0.954255,8.48709,0.698879,-2.75876,0,0,0,0
6686,14276.9,0.00200949,0.000481172,2,0.691321,-3.06987,1.96875,0.691321,0,0,0.8,1.07426,4,0.693336,-2.75796,0.691321,-3.06987,0.00201475,0.311909,9.54343,4.59871,1.07426,-0.000477723,-0.0028447,0.693854,-3.06187,-0.000313701,0.0784252,0.693376,0.687822,-2.75658,-3.06471,0.832735,-2.72579,0.139358,0.338923,7.02656,1.07426,14.1421,0.693336,-2.75796,0,0,0,0
6687,14276.9,0.00200919,0.000527303,2,0.685889,-3.04986,2.4375,0.685889,0,0,0.8,1.19426,4,0.687796,-2.75657,0.685889,-3.04986,0.00190768,0.293293,9.89005,4.50841,1.19426,-0.000495703,-0.00206678,0.687275,-3.05066,-0.00032625,0.0815625,0.686779,0.682285,-2.7545,-3.05272,0.832258,-2.72323,0.145478,0.32949,7.57196,1.19426,14.3985,0.687796,-2.75657,0,0,0,0
6688,14276.9,0.00200958,0.000482604,2,0.680424,-3.0413,2.625,0.680424,0,0,0.8,1.31426,4,0.682259,-2.75449,0.680424,-3.0413,0.00183493,0.286816,7.13268,4.38095,1.31426,-0.000359172,-0.000675932,0.680704,-3.03758,-0.000236555,0.0591388,0.680345,0.676752,-2.75163,-3.03826,0.786444,-2.73044,0.106099,0.307813,8.10516,1.31426,11.5136,0.682259,-2.75449,0,0,0,0
6689,14276.9,0.00201938,0.00053946,2,0.6744,-3.03382,1.78125,0.6744,0,0,0.8,1.43426,4,0.676698,-2.7516,0.6744,-3.03382,0.00229872,0.282221,3.44641,4.23437,1.43426,-0.000169721,-0.000718749,0.674301,-3.02205,-0.000109631,0.0274077,0.674131,0.671199,-2.7479,-3.02276,0.727039,-2.73998,0.0529082,0.282783,8.63143,1.43426,7.68078,0.676698,-2.7516,0,0,0,0
6690,14276.9,0.0020204,0.000496038,2,0.669366,-3.01082,3,0.669366,0,0,0.8,1.55426,4,0.671143,-2.74786,0.669366,-3.01082,0.00177621,0.262965,1.25018,4.09058,1.55426,-5.12765e-05,-0.00174123,0.66812,-3.0055,-2.87199e-05,0.00717997,0.668069,0.665651,-2.74329,-3.00724,0.689404,-2.74364,0.0213348,0.2636,9.15586,1.55426,5.34075,0.671143,-2.74786,0,0,0,0
6691,14276.9,0.00201964,0.000620104,2,0.663902,-2.99497,2.71875,0.663902,0,0,0.8,1.48854,4,0.665597,-2.74324,0.663902,-2.99497,0.00169536,0.251732,-2.43568,3.92423,1.48854,0.000136559,-0.00131803,0.662091,-2.98893,9.6524e-05,-0.024131,0.662227,0.660116,-2.73779,-2.99025,0.630019,-2.75145,-0.032208,0.238804,8.89107,1.48854,1.48854,0.665597,-2.74324,0,0,0,0
6692,14276.9,0.00201802,0.000539311,2,0.658261,-2.9831,2.15625,0.658261,0,0,0.8,1.36854,4,0.660067,-2.73773,0.658261,-2.9831,0.00180597,0.245366,-5.1656,3.7677,1.36854,0.00027754,-0.00124873,0.656282,-2.97247,0.000190985,-0.0477463,0.65656,0.654598,-2.73143,-2.97372,0.584614,-2.75514,-0.0719457,0.218572,8.39802,1.36854,-1.3979,0.660067,-2.73773,0,0,0,0
6693,14276.9,0.00201012,0.000561545,2,0.653052,-2.97045,1.875,0.653052,0,0,0.8,1.24854,4,0.654571,-2.7314,0.653052,-2.97045,0.00151918,0.23905,-6.51922,3.64209,1.24854,0.000351385,-0.00179719,0.650646,-2.95692,0.000241474,-0.0603685,0.650998,0.649115,-2.72429,-2.95872,0.559346,-2.75337,-0.0916511,0.205346,7.91027,1.24854,-2.87713,0.654571,-2.7314,0,0,0,0
6694,14276.9,0.00200975,0.000558606,2,0.647779,-2.94885,2.15625,0.647779,0,0,0.8,1.12854,4,0.649089,-2.72425,0.647779,-2.94885,0.0013099,0.224599,-8.02161,3.5455,1.12854,0.00043247,-0.00236473,0.645112,-2.9429,0.000296762,-0.0741904,0.645544,0.643648,-2.71642,-2.94526,0.531919,-2.75129,-0.113625,0.193968,7.42776,1.12854,-4.47612,0.649089,-2.72425,0,0,0,0
6695,14276.9,0.00201036,0.000642581,2,0.642953,-2.9232,3,0.642953,0,0,0.8,1.00854,4,0.64362,-2.71638,0.642953,-2.9232,0.000666631,0.206816,-9.27943,3.4585,1.00854,0.000495548,-0.00163137,0.639683,-2.93041,0.000338239,-0.0845597,0.640179,0.638195,-2.70793,-2.93204,0.508078,-2.74766,-0.132101,0.184378,6.94529,1.00854,-5.82092,0.64362,-2.71638,0,0,0,0
6696,14276.9,0.00201023,0.000640014,2,0.63768,-2.90116,2.8125,0.63768,0,0,0.8,0.888543,4,0.638168,-2.70788,0.63768,-2.90116,0.000487661,0.193276,-11.3559,3.35963,0.888543,0.000594538,0.0002895,0.634343,-2.91815,0.000401985,-0.100496,0.634937,0.632761,-2.69893,-2.91786,0.472296,-2.74616,-0.162642,0.171698,6.45731,0.888543,-7.99624,0.638168,-2.70788,0,0,0,0
6697,14276.9,0.00200924,0.000666329,2,0.631912,-2.8859,2.4375,0.631912,0,0,0.8,0.768543,4,0.632736,-2.69889,0.631912,-2.8859,0.000824232,0.187012,-12,3.25025,0.768543,0.000640115,0.00223235,0.629127,-2.90494,0.000436533,-0.104223,0.629767,0.627347,-2.6896,-2.90271,0.457455,-2.73934,-0.172312,0.163371,5.96452,0.768543,-8.74975,0.632736,-2.69889,0,0,0,0
6698,14276.9,0.00200954,0.000639027,2,0.62699,-2.86516,2.0625,0.62699,0,0,0.8,0.648543,4,0.627322,-2.68956,0.62699,-2.86516,0.000331634,0.175604,-11.429,3.14869,0.648543,0.000588079,0.00321722,0.623986,-2.89078,0.000394064,-0.098516,0.624574,0.621952,-2.68012,-2.88756,0.460381,-2.72808,-0.164193,0.159481,5.47236,0.648543,-8.28034,0.627322,-2.68956,0,0,0,0
6699,14276.9,0.00200999,0.000670592,2,0.621893,-2.8419,1.3125,0.621893,0,0,0.8,0.528543,4,0.621925,-2.68007,0.621893,-2.8419,3.24576e-05,0.161832,-11.6956,3.04516,0.528543,0.000596053,0.00440881,0.618821,-2.87662,0.00039773,-0.0994325,0.619417,0.616575,-2.67068,-2.87221,0.451091,-2.71949,-0.168326,0.152717,4.97909,0.528543,-8.65042,0.621925,-2.68007,0,0,0,0
6700,14276.9,0.002014,0.000633269,2,0.612162,-2.79015,2.71875,0.612162,0,0,0.8,0.408543,4,0.616537,-2.67062,0.612162,-2.79015,0.00437543,0.119535,-12,2.93004,0.408543,0.000607529,0.00599293,0.613692,-2.86225,0.000404497,-0.100037,0.6143,0.611205,-2.66152,-2.85626,0.441256,-2.71107,-0.173044,0.145192,4.48298,0.408543,-9.06996,0.616537,-2.67062,0,0,0,0
6701,14276.9,0.00201026,0.000688267,2,0.607176,-2.76599,2.53125,0.607176,0,0,0.8,0.528543,4,0.611178,-2.66148,0.607176,-2.76599,0.00400176,0.104511,-1.242,2.7832,0.528543,3.64845e-05,0.0112598,0.608605,-2.84729,1.49286e-05,-0.00373214,0.608642,0.605864,-2.65293,-2.83603,0.593036,-2.66566,-0.0156054,0.17037,4.98559,0.528543,1.54119,0.611178,-2.66148,0,0,0,0
6702,14276.9,0.00200923,0.000704054,2,0.602478,-2.74274,2.71875,0.602478,0,0,0.8,0.648543,4,0.605839,-2.6529,0.602478,-2.74274,0.00336082,0.0898439,2.41235,2.57762,0.648543,-0.000164949,0.0143856,0.60299,-2.82606,-0.000124123,0.0310309,0.602825,0.600541,-2.6452,-2.81168,0.641076,-2.64477,0.0382511,0.16691,5.47352,0.648543,4.98997,0.605839,-2.6529,0,0,0,0
6703,14276.9,0.00200921,0.000727014,2,0.597301,-2.72807,1.78125,0.597301,0,0,0.8,0.768543,4,0.600517,-2.64517,0.597301,-2.72807,0.00321568,0.082901,1.39733,2.31856,0.768543,-0.000125764,0.0158096,0.597223,-2.80073,-0.000100708,0.0251769,0.597097,0.595233,-2.63863,-2.78492,0.620927,-2.64046,0.0238299,0.144463,5.95037,0.768543,3.71589,0.600517,-2.64517,0,0,0,0
6704,14276.9,0.00200893,0.000728017,2,0.592348,-2.70792,1.59375,0.592348,0,0,0.8,0.888543,4,0.59521,-2.6386,0.592348,-2.70792,0.00286209,0.0693143,-0.451597,2.03131,0.888543,-3.7411e-05,0.0150113,0.591551,-2.77302,-4.17815e-05,0.0104454,0.591514,0.589938,-2.63356,-2.75801,0.588613,-2.64012,-0.00290055,0.117883,6.42476,0.888543,1.57971,0.59521,-2.6386,0,0,0,0
6705,14276.9,0.00200895,0.000744186,2,0.587714,-2.68657,0.9375,0.587714,0,0,0.8,0.768543,4,0.589914,-2.63355,0.587714,-2.68657,0.00220055,0.0530249,-2.98879,1.715,0.768543,8.55087e-05,0.013767,0.586024,-2.74516,4.05345e-05,-0.0101336,0.586109,0.584651,-2.63038,-2.73139,0.546258,-2.64362,-0.0398513,0.0877698,5.88961,0.768543,-1.27379,0.589914,-2.63355,0,0,0,0
6706,14276.9,0.00200972,0.000757646,2,0.582952,-2.66324,1.03125,0.582952,0,0,0.8,0.888543,4,0.584625,-2.63037,0.582952,-2.66324,0.001673,0.0328652,7.14505,1.39259,0.888543,0.000243332,0.012486,0.58067,-2.71961,-0.000303863,0.0759658,0.580913,0.580041,-2.62929,-2.70713,0.688991,-2.60629,0.108078,0.100839,6.3699,0.888543,8.53764,0.584625,-2.63037,0,0,0,0
6707,14276.9,0.00200979,0.000575784,2,0.57843,-2.64087,1.59375,0.57843,0,0,0.8,0.768543,4,0.57934,-2.62919,0.57843,-2.64087,0.000910262,0.0116882,-8.85803,1.02562,0.768543,0.000376518,0.0117292,0.575524,-2.69439,0.000236228,-0.0590571,0.575901,0.574083,-2.62817,-2.68266,0.449953,-2.65904,-0.125948,0.0236125,5.83843,0.768543,-7.83242,0.57934,-2.62919,0,0,0,0
6708,14276.9,0.00200753,0.000624122,2,0.573748,-2.61838,1.59375,0.573748,0,0,0.8,0.648543,4,0.574062,-2.62816,0.573748,-2.61838,0.000313996,-0.00978026,-11.1981,0.670878,0.648543,0.000504382,0.0110874,0.570559,-2.67098,0.000323429,-0.0808571,0.571063,0.568808,-2.6255,-2.65989,0.410494,-2.66591,-0.160569,-0.00601575,5.31171,0.648543,-10.5272,0.574062,-2.62816,0,0,0,0
