cycle,t,dt,lowstate_age,joint_id,q,dq,tau_est,q_cmd,dq_cmd,kp_cmd,kd_cmd,tau_cmd,flags,debug_0,debug_1,debug_2,debug_3,debug_4,debug_5,debug_6,debug_7,debug_8,debug_9,debug_10,debug_11,debug_12,debug_13,debug_14,debug_15,debug_16,debug_17,debug_18,debug_19,debug_20,debug_21,debug_22,debug_23,debug_24,debug_25,debug_26,debug_27,debug_28,debug_29,debug_30,debug_31
3029,14269.5,0.00201715,0.000608412,2,0.351049,-1.49074,0,0.351049,0,0,0.8,-0.999728,4,0.352693,-1.89495,0.351049,-1.49074,0.00164351,-0.404214,-4.39664,-4.5688,-0.999728,0.000264795,0.0240955,0.349358,-1.60115,3.81319e-05,-0.00953297,0.349622,0.349067,-1.8925,-1.57706,0.288472,-1.90977,-0.0611501,-0.332713,-2.60022,-0.999728,-8.96545,0.352693,-1.89495,0,0,0,0
3030,14269.5,0.00201731,0.000637883,2,0.348445,-1.482,0,0.348445,0,0,0.8,-1.11973,4,0.348874,-1.89239,0.348445,-1.482,0.000428742,-0.41038,-8.44514,-4.85766,-1.11973,0.000310774,0.0228379,0.346458,-1.58226,0.000178867,-0.0447166,0.346769,0.34509,-1.88992,-1.55942,0.225518,-1.92085,-0.121251,-0.361432,-3.13025,-1.11973,-13.3028,0.348874,-1.89239,0,0,0,0
3031,14269.5,0.00201702,0.000535442,2,0.346032,-1.45989,0,0.346032,0,0,0.8,-1.23973,4,0.345058,-1.88987,0.346032,-1.45989,-0.000973523,-0.42998,-8.96219,-5.11057,-1.23973,0.00036491,0.0210959,0.343637,-1.56568,0.000220145,-0.0550363,0.344002,0.341285,-1.88306,-1.54458,0.21415,-1.92008,-0.129852,-0.375492,-3.64994,-1.23973,-14.0728,0.345058,-1.88987,0,0,0,0
3032,14269.5,0.00201693,0.000599419,2,0.343044,-1.45088,-0.9375,0.343044,0,0,0.8,-1.35973,4,0.341253,-1.88297,0.343044,-1.45088,-0.00179087,-0.432091,-9.98206,-5.28866,-1.35973,0.000436181,0.0211352,0.340898,-1.55188,0.000270295,-0.0675738,0.341335,0.337497,-1.87209,-1.53075,0.195448,-1.91662,-0.145887,-0.385872,-4.16705,-1.35973,-15.2707,0.341253,-1.88297,0,0,0,0
3033,14269.5,0.00201734,0.000594534,2,0.340759,-1.42996,0.46875,0.340759,0,0,0.8,-1.47973,4,0.337465,-1.87197,0.340759,-1.42996,-0.00329427,-0.442011,-9.4745,-5.38104,-1.47973,0.000431756,0.020551,0.338256,-1.53908,0.000270626,-0.0676565,0.338688,0.333735,-1.85729,-1.51853,0.199073,-1.9039,-0.139615,-0.38537,-4.67768,-1.47973,-14.8555,0.337465,-1.87197,0,0,0,0
3034,14269.5,0.00201677,0.000589966,2,0.337931,-1.42487,-0.09375,0.337931,0,0,0.8,-1.59973,4,0.333704,-1.85714,0.337931,-1.42487,-0.00422666,-0.432268,-10.0419,-5.41515,-1.59973,0.000474723,0.0213476,0.335632,-1.52789,0.000300511,-0.0751276,0.336107,0.330007,-1.83895,-1.50654,0.187025,-1.89099,-0.149082,-0.384445,-5.18844,-1.59973,-15.457,0.333704,-1.85714,0,0,0,0
3035,14269.5,0.00201808,0.000692745,2,0.335182,-1.4183,-1.125,0.335182,0,0,0.8,-1.71973,4,0.329974,-1.83876,0.335182,-1.4183,-0.00520797,-0.420459,-9.49709,-5.3726,-1.71973,0.000465301,0.0208827,0.333073,-1.51692,0.000296943,-0.0742357,0.333539,0.326318,-1.81738,-1.49603,0.191253,-1.87077,-0.142286,-0.374741,-5.69312,-1.71973,-14.8697,0.329974,-1.83876,0,0,0,0
3036,14269.5,0.00202351,0.0006731,2,0.333009,-1.40015,0.1875,0.333009,0,0,0.8,-1.83973,4,0.326275,-1.8171,0.333009,-1.40015,-0.00673402,-0.416954,-8.60762,-5.25223,-1.83973,0.00043811,0.0201577,0.330524,-1.50742,0.000281661,-0.0704151,0.330962,0.322665,-1.79285,-1.48726,0.200546,-1.84612,-0.130416,-0.358854,-6.19034,-1.83973,-13.8599,0.326275,-1.8171,0,0,0,0
3037,14269.5,0.00200825,0.000689427,2,0.330181,-1.39749,-1.5,0.330181,0,0,0.8,-1.95973,4,0.322651,-1.79275,0.330181,-1.39749,-0.00753019,-0.395255,-9.14319,-5.08723,-1.95973,0.000474965,0.0209682,0.327963,-1.49964,0.000306785,-0.0766962,0.328437,0.319091,-1.76599,-1.47868,0.189098,-1.82357,-0.139339,-0.344892,-6.68764,-1.95973,-14.2304,0.322651,-1.79275,0,0,0,0
3038,14269.5,0.00201186,0.000703629,2,0.328056,-1.37991,-0.375,0.328056,0,0,0.8,-2.07973,4,0.319071,-1.76582,0.328056,-1.37991,-0.00898507,-0.385909,-8.50087,-4.86044,-2.07973,0.000455396,0.0206319,0.325453,-1.49205,0.000295585,-0.0738961,0.325909,0.315567,-1.7369,-1.47142,0.1949,-1.79447,-0.131008,-0.323051,-7.17923,-2.07973,-13.3613,0.319071,-1.76582,0,0,0,0
3039,14269.5,0.00200852,0.000692204,2,0.322926,-1.37133,-0.5625,0.322926,0,0,0.8,-2.19973,4,0.315553,-1.73677,0.322926,-1.37133,-0.00737348,-0.365438,-9.20367,-4.60342,-2.19973,0.000496049,0.021755,0.322937,-1.48578,0.000322334,-0.0805836,0.323433,0.31211,-1.70607,-1.46402,0.181117,-1.76779,-0.142316,-0.30377,-7.67228,-2.19973,-13.8071,0.315553,-1.73677,0,0,0,0
3040,14269.5,0.00200877,0.000778828,2,0.32037,-1.37108,-1.5,0.32037,0,0,0.8,-2.31973,4,0.312095,-1.70593,0.32037,-1.37108,-0.00827481,-0.334845,-2.92785,-4.29208,-2.31973,0.000184657,0.022464,0.320475,-1.47937,0.000114679,-0.0286698,0.320659,0.308715,-1.67384,-1.4569,0.269329,-1.7158,-0.0513306,-0.258896,-8.15904,-2.31973,-7.21993,0.312095,-1.70593,0,0,0,0
3041,14269.5,0.00200845,0.000685446,2,0.317813,-1.37118,-0.75,0.317813,0,0,0.8,-2.43973,4,0.308701,-1.6737,0.317813,-1.37118,-0.00911223,-0.302523,-0.221255,-3.92598,-2.43973,5.61435e-05,0.0219593,0.317713,-1.47322,3.02889e-05,-0.00757222,0.317769,0.305386,-1.64062,-1.45126,0.305469,-1.67444,-0.0122999,-0.223183,-8.63755,-2.43973,-4.14723,0.308701,-1.6737,0,0,0,0
3042,14269.5,0.00200849,0.000745455,2,0.315512,-1.35982,-1.40625,0.315512,0,0,0.8,-2.55973,4,0.305373,-1.64048,0.315512,-1.35982,-0.0101395,-0.280656,0.380103,-3.511,-2.55973,3.35961e-05,0.0209904,0.314832,-1.46854,1.688e-05,-0.00422,0.314865,0.302125,-1.60683,-1.44755,0.310925,-1.6392,-0.00394077,-0.19165,-9.1077,-2.55973,-3.13089,0.305373,-1.64048,0,0,0,0
3043,14269.5,0.0020089,0.000748846,2,0.312764,-1.36878,-1.875,0.312764,0,0,0.8,-2.67973,4,0.302111,-1.60668,0.312764,-1.36878,-0.0106527,-0.237896,-0.892423,-3.08053,-2.67973,9.76348e-05,0.0214609,0.311934,-1.46576,5.89832e-05,-0.0147458,0.312032,0.298931,-1.5729,-1.4443,0.289076,-1.60969,-0.0229559,-0.165388,-9.57702,-2.67973,-3.97295,0.302111,-1.60668,0,0,0,0
3044,14269.5,0.00200856,0.000782012,2,0.310463,-1.3575,-1.40625,0.310463,0,0,0.8,-2.79973,4,0.298918,-1.57276,0.310463,-1.3575,-0.0115447,-0.215258,-1.64652,-2.61337,-2.79973,0.00014034,0.0201699,0.309105,-1.46345,8.89094e-05,-0.0222274,0.309245,0.295806,-1.5393,-1.44328,0.274868,-1.57831,-0.0343771,-0.135025,-10.0377,-2.79973,-4.25989,0.298918,-1.57276,0,0,0,0
3045,14269.5,0.00200838,0.000760689,2,0.307682,-1.36756,-1.96875,0.307682,0,0,0.8,-2.91973,4,0.295793,-1.53917,0.307682,-1.36756,-0.0118891,-0.171606,-3.38051,-2.1478,-2.91973,0.000222396,0.0208079,0.306318,-1.46336,0.000142183,-0.0355458,0.306541,0.292748,-1.5065,-1.44255,0.246415,-1.55056,-0.0601255,-0.10801,-10.4986,-2.91973,-5.5283,0.295793,-1.53917,0,0,0,0
3046,14269.5,0.0020085,0.000768234,2,0.305126,-1.36402,-1.6875,0.305126,0,0,0.8,-3.03973,4,0.292735,-1.50637,0.305126,-1.36402,-0.0123906,-0.142347,-4.02849,-1.66253,-3.03973,0.00025392,0.0197779,0.303614,-1.46355,0.000163669,-0.0409173,0.303867,0.289754,-1.47498,-1.44377,0.233892,-1.51995,-0.0699755,-0.0761747,-10.9518,-3.03973,-5.69102,0.292735,-1.50637,0,0,0,0
3047,14269.5,0.00200886,0.000824209,2,0.302761,-1.36246,-1.125,0.302761,0,0,0.8,-3.15973,4,0.289741,-1.47484,0.302761,-1.36246,-0.0130198,-0.112384,-4.79142,-1.18153,-3.15973,0.000284249,0.0198579,0.300936,-1.46568,0.000182542,-0.0456356,0.30122,0.286821,-1.44523,-1.44582,0.219754,-1.49099,-0.0814663,-0.045176,-11.402,-3.15973,-5.97295,0.289741,-1.47484,0,0,0,0
3048,14269.5,0.00200856,0.000788161,2,0.299869,-1.37392,-2.53125,0.299869,0,0,0.8,-3.27973,4,0.286809,-1.44511,0.299869,-1.37392,-0.0130597,-0.0711895,-6.03854,-0.720078,-3.27973,0.000334691,0.0203488,0.298283,-1.46862,0.000213931,-0.0534828,0.298618,0.283947,-1.41778,-1.44827,0.198606,-1.46546,-0.100012,-0.0171884,-11.8511,-3.27973,-6.75862,0.286809,-1.44511,0,0,0,0
3049,14269.5,0.0020084,0.000822229,2,0.297712,-1.36465,-1.78125,0.297712,0,0,0.8,-3.39973,4,0.283935,-1.41768,0.297712,-1.36465,-0.0137768,-0.0530261,-6.01336,-0.261621,-3.39973,0.000323707,0.0194689,0.295674,-1.47197,0.00020584,-0.0514601,0.295998,0.281124,-1.39317,-1.45251,0.196099,-1.43795,-0.0998983,0.0145609,-12.2924,-3.39973,-6.27498,0.283935,-1.41768,0,0,0,0
3050,14269.5,0.00200849,0.000826164,2,0.294723,-1.37966,-2.4375,0.294723,0,0,0.8,-3.51973,4,0.281113,-1.39308,0.294723,-1.37966,-0.0136108,-0.0134226,-7.47091,0.149494,-3.51973,0.000376102,0.0207165,0.293043,-1.47709,0.000236798,-0.0591995,0.293419,0.278348,-1.37194,-1.45637,0.171987,-1.41826,-0.121432,0.0381131,-12.736,-3.51973,-7.32141,0.281113,-1.39308,0,0,0,0
3051,14269.5,0.00201026,0.000763495,2,0.292375,-1.37667,-1.40625,0.292375,0,0,0.8,-3.63973,4,0.278334,-1.37185,0.292375,-1.37667,-0.0140406,0.00482194,-7.292,0.539974,-3.63973,0.00035105,0.0199481,0.290456,-1.48185,0.000218432,-0.0546081,0.290807,0.275608,-1.35466,-1.4619,0.171822,-1.39643,-0.118985,0.0654677,-13.1719,-3.63973,-6.75202,0.278334,-1.37185,0,0,0,0
3052,14269.6,0.00201068,0.000709847,2,0.286814,-1.39632,-2.53125,0.286814,0,0,0.8,-3.75973,4,0.275594,-1.35458,0.286814,-1.39632,-0.0112199,0.0417369,-8.1916,0.875944,-3.75973,0.000371492,0.0206272,0.28783,-1.48824,0.000228076,-0.0570191,0.288202,0.272898,-1.34191,-1.46761,0.155941,-1.3822,-0.132261,0.0854182,-13.6072,-3.75973,-7.31566,0.275594,-1.35458,0,0,0,0
3053,14269.6,0.00201029,0.000900787,2,0.284433,-1.39666,-2.71875,0.284433,0,0,0.8,-3.63973,4,0.272885,-1.34186,0.284433,-1.39666,-0.0115485,0.0547941,-1.45923,1.20399,-3.63973,1.22499e-05,0.0192253,0.285212,-1.49483,-1.30266e-05,0.00325666,0.285224,0.270209,-1.33431,-1.4756,0.25157,-1.34678,-0.0336546,0.12882,-13.018,-3.63973,-0.255244,0.272885,-1.34186,0,0,0,0
3054,14269.6,0.00201026,0.000930897,2,0.281461,-1.41535,-3.46875,0.281461,0,0,0.8,-3.51973,4,0.270196,-1.33429,0.281461,-1.41535,-0.0112654,0.0810637,10.029,1.4424,-3.51973,-9.28011e-05,0.0194807,0.282221,-1.50164,-0.00042083,0.105208,0.282128,0.268031,-1.33186,-1.48216,0.416687,-1.30048,0.134558,0.181674,-12.4328,-3.51973,11.4714,0.270196,-1.33429,0,0,0,0
3055,14269.6,0.00200901,0.00096197,2,0.278505,-1.42788,-2.90625,0.278505,0,0,0.8,-3.39973,4,0.267519,-1.33132,0.278505,-1.42788,-0.0109863,0.0965595,1.0279,1.61888,-3.39973,-0.000129829,0.018091,0.279114,-1.50702,-0.000107543,0.0268858,0.278984,0.264859,-1.32753,-1.48893,0.282533,-1.32786,0.00354839,0.161076,-11.8457,-3.39973,2.64678,0.267519,-1.33132,0,0,0,0
3056,14269.6,0.00200879,0.000824228,2,0.276012,-1.43331,-2.90625,0.276012,0,0,0.8,-3.27973,4,0.264847,-1.32749,0.276012,-1.43331,-0.0111649,0.105812,1.55568,1.81265,-3.27973,-0.000124873,0.0166769,0.275959,-1.51262,-9.89023e-05,0.0247256,0.275834,0.2622,-1.31846,-1.49595,0.287571,-1.32225,0.0117362,0.173698,-11.2575,-3.27973,3.36833,0.264847,-1.32749,0,0,0,0
3057,14269.6,0.00200875,0.000972226,2,0.272912,-1.45586,-2.625,0.272912,0,0,0.8,-3.15973,4,0.262189,-1.3184,0.272912,-1.45586,-0.0107233,0.137454,0.397411,2.07145,-3.15973,-4.02203e-05,0.0161687,0.272797,-1.51846,-3.86003e-05,0.00965008,0.272757,0.259565,-1.30452,-1.50229,0.267994,-1.31706,-0.00476346,0.185233,-10.6733,-3.15973,2.46886,0.262189,-1.3184,0,0,0,0
3058,14269.6,0.00200951,0.000898261,2,0.269972,-1.47286,-2.71875,0.269972,0,0,0.8,-3.03973,4,0.259553,-1.30443,0.269972,-1.47286,-0.0104192,0.168432,0.240897,2.41962,-3.03973,-7.40556e-07,0.0138893,0.26971,-1.52364,-6.31969e-06,0.00157992,0.269709,0.256962,-1.2861,-1.50975,0.263072,-1.30362,-0.00663759,0.206131,-10.085,-3.03973,2.66052,0.259553,-1.30443,0,0,0,0
3059,14269.6,0.00200953,0.000952869,2,0.267352,-1.48265,-2.15625,0.267352,0,0,0.8,-2.91973,4,0.256949,-1.28599,0.267352,-1.48265,-0.0104021,0.196657,0.176464,2.85296,-2.91973,3.24874e-05,0.0115555,0.266649,-1.52992,2.15897e-05,-0.00539741,0.266682,0.254399,-1.26362,-1.51837,0.259527,-1.2854,-0.00715485,0.232966,-9.49202,-2.91973,3.02943,0.256949,-1.28599,0,0,0,0
3060,14269.6,0.00200958,0.000853808,2,0.264124,-1.50598,-3,0.264124,0,0,0.8,-2.79973,4,0.254387,-1.2635,0.264124,-1.50598,-0.00973668,0.242478,-0.685534,3.34832,-2.79973,9.99523e-05,0.010242,0.263607,-1.53735,7.0681e-05,-0.0176702,0.263707,0.251886,-1.23751,-1.52711,0.244374,-1.26581,-0.0193334,0.261297,-8.89942,-2.79973,2.66279,0.254387,-1.2635,0,0,0,0
3061,14269.6,0.00200877,0.0010246,2,0.261311,-1.52197,-2.34375,0.261311,0,0,0.8,-2.67973,4,0.251875,-1.23739,0.261311,-1.52197,-0.00943674,0.28458,-0.197885,3.92148,-2.67973,0.000102061,0.00776224,0.260617,-1.54491,7.74664e-05,-0.0193666,0.260719,0.249429,-1.20821,-1.53714,0.248984,-1.23805,-0.0117351,0.299092,-8.30111,-2.67973,3.72359,0.251875,-1.23739,0,0,0,0
3062,14269.6,0.00200856,0.000815221,2,0.258451,-1.53007,-1.96875,0.258451,0,0,0.8,-2.55973,4,0.249418,-1.20808,0.258451,-1.53007,-0.00903284,0.321987,-0.204046,4.55762,-2.55973,0.000125047,0.00577846,0.257612,-1.55375,9.72133e-05,-0.0243033,0.257737,0.247034,-1.17617,-1.54797,0.246438,-1.20877,-0.011299,0.3392,-7.69955,-2.55973,4.35357,0.249418,-1.20808,0,0,0,0
3063,14269.6,0.00200885,0.0010245,2,0.255271,-1.55452,-2.8125,0.255271,0,0,0.8,-2.43973,4,0.247023,-1.17602,0.255271,-1.55452,-0.00824809,0.378501,-0.43261,5.23033,-2.43973,0.000151815,0.00512687,0.25461,-1.56337,0.000117403,-0.0293508,0.254762,0.244705,-1.14182,-1.55824,0.240704,-1.17748,-0.0140577,0.380764,-7.10039,-2.43973,4.79772,0.247023,-1.17602,0,0,0,0
3064,14269.6,0.00200863,0.000906423,2,0.249359,-1.5759,-1.40625,0.249359,0,0,0.8,-2.31973,4,0.244695,-1.14166,0.249359,-1.5759,-0.00466374,0.434233,0.183802,5.95725,-2.31973,0.000139587,0.00302862,0.251617,-1.57244,0.000113215,-0.0283038,0.251757,0.242448,-1.10564,-1.56941,0.24738,-1.14104,-0.0043765,0.428368,-6.49689,-2.31973,6.14105,0.244695,-1.14166,0,0,0,0
3065,14269.6,0.00200855,0.00107598,2,0.246115,-1.59145,-1.3125,0.246115,0,0,0.8,-2.19973,4,0.242438,-1.10548,0.246115,-1.59145,-0.00367694,0.485975,7.85909,6.75837,-2.19973,-0.000229894,0.000703794,0.248592,-1.58241,-0.000129155,0.0322886,0.248362,0.240265,-1.06809,-1.5817,0.357234,-1.07899,0.108872,0.502718,-5.88185,-2.19973,14.6175,0.242438,-1.10548,0,0,0,0
3066,14269.6,0.00200835,0.00100396,2,0.242888,-1.60922,-2.15625,0.242888,0,0,0.8,-2.07973,4,0.240256,-1.06793,0.242888,-1.60922,-0.00263177,0.541283,11.3902,7.60198,-2.07973,-0.000395764,-0.000866632,0.245175,-1.59347,-0.000237112,0.0592779,0.244779,0.238158,-1.02968,-1.59433,0.406629,-1.02954,0.16185,0.564794,-5.26205,-2.07973,18.9922,0.240256,-1.06793,0,0,0,0
3067,14269.6,0.00200919,0.00109445,2,0.240075,-1.61508,-0.375,0.240075,0,0,0.8,-1.95973,4,0.238149,-1.0295,0.240075,-1.61508,-0.00192654,0.585583,12,8.47068,-1.95973,-0.000434329,-0.0022937,0.24157,-1.60486,-0.000266392,0.0623436,0.241135,0.236128,-0.990857,-1.60715,0.41343,-0.989048,0.172295,0.618103,-4.64033,-1.95973,20.4707,0.238149,-1.0295,0,0,0,0
3068,14269.6,0.00201759,0.000980804,2,0.236944,-1.62452,-2.0625,0.236944,0,0,0.8,-1.83973,4,0.236111,-0.990511,0.236944,-1.62452,-0.000832596,0.634004,10.6657,9.32716,-1.83973,-0.000349644,-0.00213807,0.237902,-1.61643,-0.000204607,0.0511517,0.237553,0.234168,-0.951992,-1.61857,0.391902,-0.95456,0.154349,0.66401,-4.02551,-1.83973,19.9929,0.236111,-0.990511,0,0,0,0
3069,14269.6,0.00201674,0.00110321,2,0.23362,-1.64305,-2.15625,0.23362,0,0,0.8,-1.71973,4,0.234153,-0.951672,0.23362,-1.64305,0.000532799,0.691373,8.65203,10.1582,-1.71973,-0.000250971,-0.00181224,0.234299,-1.62662,-0.000139741,0.0349354,0.234049,0.232287,-0.91379,-1.62843,0.360531,-0.922508,0.126482,0.705925,-3.41854,-1.71973,18.8102,0.234153,-0.951672,0,0,0,0
3070,14269.6,0.00201663,0.000998229,2,0.23044,-1.65419,-1.6875,0.23044,0,0,0.8,-1.59973,4,0.232272,-0.913482,0.23044,-1.65419,0.0018323,0.740704,7.21566,10.9766,-1.59973,-0.000179063,-0.00273262,0.230778,-1.63527,-9.14097e-05,0.0228524,0.230599,0.230482,-0.876763,-1.638,0.33767,-0.88916,0.107071,0.748843,-2.81372,-1.59973,18.1922,0.232272,-0.913482,0,0,0,0
3071,14269.6,0.00201764,0.00113666,2,0.227788,-1.65129,-1.125,0.227788,0,0,0.8,-1.47973,4,0.230467,-0.876449,0.227788,-1.65129,0.00267947,0.774844,5.74853,11.7708,-1.47973,-0.000109386,-0.00338924,0.227312,-1.64363,-4.52759e-05,0.011319,0.227202,0.228749,-0.841429,-1.64702,0.314434,-0.857072,0.0872321,0.789948,-2.21209,-1.47973,17.5193,0.230467,-0.876449,0,0,0,0
3072,14269.6,0.00201752,0.000979558,2,0.224496,-1.66156,-1.40625,0.224496,0,0,0.8,-1.35973,4,0.228735,-0.841136,0.224496,-1.66156,0.00423898,0.820426,2.92777,12.5012,-1.35973,1.8471e-05,-0.00222876,0.223899,-1.65144,3.68567e-05,-0.00921417,0.223918,0.227086,-0.808362,-1.65367,0.2715,-0.831267,0.0475823,0.822406,-1.62232,-1.35973,15.4289,0.228735,-0.841136,0,0,0,0
3073,14269.6,0.00201753,0.00117043,2,0.221268,-1.67376,-1.875,0.221268,0,0,0.8,-1.23973,4,0.227072,-0.808091,0.221268,-1.67376,0.00580357,0.865666,1.41764,13.179,-1.23973,8.14933e-05,-0.00210047,0.220604,-1.65692,7.677e-05,-0.0191925,0.220685,0.225486,-0.778121,-1.65902,0.247779,-0.803313,0.0270933,0.855705,-1.03892,-1.23973,14.5966,0.227072,-0.808091,0,0,0,0
3074,14269.6,0.00201755,0.00102382,2,0.218568,-1.66215,-0.09375,0.218568,0,0,0.8,-1.11973,4,0.225472,-0.777877,0.218568,-1.66215,0.00690473,0.884277,0.535352,13.8114,-1.11973,0.00011358,-0.00289262,0.217363,-1.6611,9.69076e-05,-0.0242269,0.217477,0.223944,-0.751276,-1.66399,0.233292,-0.776072,0.0158153,0.887916,-0.457464,-1.11973,14.3467,0.225472,-0.777877,0,0,0,0
3075,14269.6,0.00201723,0.00122655,2,0.21542,-1.66155,-0.75,0.21542,0,0,0.8,-0.999728,4,0.223931,-0.75107,0.21542,-1.66155,0.00851123,0.910479,-1.5446,14.3492,-0.999728,0.000193143,-0.00121703,0.214147,-1.6649,0.000145021,-0.0362553,0.21434,0.222452,-0.728415,-1.66612,0.20137,-0.756277,-0.0129707,0.909843,0.110838,-0.999728,12.8046,0.223931,-0.75107,0,0,0,0
3076,14269.6,0.0020174,0.00104357,2,0.21224,-1.66622,-1.03125,0.21224,0,0,0.8,-0.879728,4,0.22244,-0.728243,0.21224,-1.66622,0.0101996,0.937981,-2.83044,14.7934,-0.879728,0.000231524,-3.72057e-05,0.211008,-1.6659,0.000165948,-0.041487,0.21124,0.221002,-0.710121,-1.66594,0.181096,-0.737784,-0.0301438,0.928152,0.668805,-0.879728,11.9629,0.22244,-0.728243,0,0,0,0
3077,14269.6,0.0020092,0.00121476,2,0.206536,-1.6461,-1.96875,0.206536,0,0,0.8,-0.759728,4,0.220996,-0.710056,0.206536,-1.6461,0.0144603,0.936039,-3.50476,15.1538,-0.759728,0.000240773,-5.46564e-05,0.207911,-1.6646,0.000168667,-0.0421667,0.208152,0.21959,-0.697042,-1.66465,0.169803,-0.72187,-0.0383489,0.942782,1.22198,-0.759728,11.6491,0.220996,-0.710056,0,0,0,0
3078,14269.6,0.00200913,0.00106505,2,0.20326,-1.64622,-1.03125,0.20326,0,0,0.8,-0.639728,4,0.219583,-0.696999,0.20326,-1.64622,0.0163234,0.949224,2.14596,15.4082,-0.639728,-8.16113e-05,0.00229231,0.204827,-1.66221,-5.32587e-05,0.0133147,0.204746,0.218198,-0.689693,-1.65992,0.250929,-0.689765,0.0461833,0.970151,1.76628,-0.639728,17.5542,0.219583,-0.696999,0,0,0,0
3079,14269.6,0.00200825,0.00102341,2,0.200527,-1.63507,-0.09375,0.200527,0,0,0.8,-0.519728,4,0.218192,-0.68968,0.200527,-1.63507,0.0176645,0.945392,12,15.5618,-0.519728,-0.000226511,0.00285778,0.201433,-1.65638,-0.000490942,0.101828,0.201206,0.217279,-0.687528,-1.65353,0.393473,-0.649231,0.192267,1.0043,2.30603,-0.519728,27.5618,0.218192,-0.68968,0,0,0,0
3080,14269.6,0.0020103,0.00110584,2,0.197619,-1.62349,-0.1875,0.197619,0,0,0.8,-0.399728,4,0.216809,-0.686456,0.197619,-1.62349,0.0191898,0.937032,4.08885,15.6223,-0.399728,-0.000198101,0.00373566,0.197908,-1.64891,-0.000132937,0.0332342,0.19771,0.21544,-0.681291,-1.64518,0.276534,-0.672673,0.0788235,0.972505,2.83683,-0.399728,19.7111,0.216809,-0.686456,0,0,0,0
3081,14269.6,0.0020114,0.00110781,2,0.194312,-1.62497,-0.1875,0.194312,0,0,0.8,-0.279728,4,0.215433,-0.681239,0.194312,-1.62497,0.0211209,0.943727,2.85938,15.6776,-0.279728,-0.000110428,0.0045791,0.194431,-1.6395,-7.18004e-05,0.0179501,0.194321,0.21408,-0.670274,-1.63493,0.257199,-0.671601,0.0628779,0.963325,3.35778,-0.279728,18.5369,0.215433,-0.681239,0,0,0,0
3082,14269.6,0.00201174,0.000928679,2,0.191579,-1.61589,0,0.191579,0,0,0.8,-0.159728,4,0.214072,-0.670189,0.191579,-1.61589,0.022493,0.945701,2.40293,15.8165,-0.159728,-5.63669e-05,0.00353452,0.191064,-1.62821,-3.08867e-05,0.00772168,0.191008,0.212747,-0.65392,-1.62468,0.249171,-0.662089,0.0581632,0.962586,3.87744,-0.159728,18.2194,0.214072,-0.670189,0,0,0,0
3083,14269.6,0.00200902,0.000997193,2,0.188831,-1.60339,0.09375,0.188831,0,0,0.8,-0.039728,4,0.212741,-0.653832,0.188831,-1.60339,0.0239106,0.949554,0.96903,16.0234,-0.039728,4.32124e-05,0.00286544,0.187774,-1.61692,3.95333e-05,-0.00988332,0.187817,0.211454,-0.632768,-1.61406,0.226896,-0.650566,0.0390784,0.963489,4.39341,-0.039728,16.9924,0.212741,-0.653832,0,0,0,0
3084,14269.6,0.00200869,0.00109703,2,0.185779,-1.60308,0,0.185779,0,0,0.8,0.080272,4,0.211449,-0.632664,0.185779,-1.60308,0.0256698,0.970419,-0.664001,16.2826,0.080272,0.000148283,0.00276631,0.184607,-1.60527,0.000112517,-0.0281293,0.184755,0.210208,-0.607308,-1.6025,0.20175,-0.634902,0.0169945,0.967599,4.90323,0.080272,15.6186,0.211449,-0.632664,0,0,0,0
3085,14269.6,0.00200887,0.00119806,2,0.183126,-1.58706,0.65625,0.183126,0,0,0.8,0.200272,4,0.210203,-0.607185,0.183126,-1.58706,0.0270763,0.979872,-1.21863,16.611,0.200272,0.000202102,0.0013105,0.18157,-1.5927,0.000152805,-0.0382012,0.181772,0.209017,-0.578044,-1.59138,0.192402,-0.611293,0.0106305,0.980092,5.41352,0.200272,15.3924,0.210203,-0.607185,0,0,0,0
3086,14269.6,0.00200891,0.00109701,2,0.180426,-1.57877,0.5625,0.180426,0,0,0.8,0.320272,4,0.209012,-0.577905,0.180426,-1.57877,0.0285858,1.00087,-2.21259,16.9803,0.320272,0.000270358,0.00119624,0.178611,-1.58056,0.000200588,-0.0501471,0.178881,0.207888,-0.545489,-1.57936,0.176693,-0.585363,-0.00218817,0.993999,5.91839,0.320272,14.7678,0.209012,-0.577905,0,0,0,0
3087,14269.6,0.0020085,0.00121926,2,0.177374,-1.57485,0,0.177374,0,0,0.8,0.440272,4,0.207883,-0.545343,0.177374,-1.57485,0.0305093,1.02951,-3.01638,17.3902,0.440272,0.000328276,0.000671917,0.175746,-1.56752,0.000241682,-0.0604206,0.176074,0.206827,-0.510166,-1.56685,0.163824,-0.555511,-0.0122507,1.01134,6.41975,0.440272,14.3738,0.207883,-0.545343,0,0,0,0
3088,14269.6,0.00200856,0.000950653,2,0.175073,-1.55082,0.84375,0.175073,0,0,0.8,0.560272,4,0.206823,-0.510009,0.175073,-1.55082,0.03175,1.04081,-2.62174,17.8495,0.560272,0.000326583,-0.000663685,0.172966,-1.55401,0.000243774,-0.0609434,0.173293,0.20584,-0.472589,-1.55468,0.168528,-0.518847,-0.00476504,1.03583,6.92209,0.560272,15.2277,0.206823,-0.510009,0,0,0,0
