time_s,cycle,joint_id,q_ref_raw,q_ref,q,q_error,dq_ref_raw,dq_ref,dq,dq_error,tau_cmd,u_raw,tau_est,lowstate_age,dt,flags
0.844,422,2,0.999166,0.291724,0.293225,-0.00150100000000003,-2.49083,-0.0863191,-0.0880126,0.0016935000000000006,0.439689,0.439689,0.48901,0.0,0.002,0
0.846,423,2,0.994178,0.291549,0.293043,-0.0014939999999999953,-2.49673,-0.0891457,-0.0911126,0.0019669000000000075,0.460062,0.460062,0.5101,0.0,0.002,0
0.848,424,2,0.989181,0.291368,0.292855,-0.0014869999999999606,-2.50029,-0.0917173,-0.0939882,0.0022708999999999924,0.482146,0.482146,0.532952,0.0,0.002,0
0.85,425,2,0.984179,0.291182,0.292662,-0.0014799999999999813,-2.50149,-0.0940251,-0.0966283,0.0026032,0.475321,0.475321,0.557336,0.0,0.002,0
0.852,426,2,0.979175,0.290992,0.292463,-0.001471,-2.5031,-0.0963906,-0.0992791,0.0028884999999999883,0.436464,0.436464,0.552624,0.0,0.002,0
0.854,427,2,0.974164,0.290796,0.292259,-0.001462999999999992,-2.50762,-0.0991081,-0.102209,0.0031008999999999898,0.401053,0.401053,0.515888,0.0,0.002,0
0.856,428,2,0.969142,0.290595,0.292048,-0.001452999999999982,-2.51462,-0.102131,-0.105386,0.003254999999999994,0.369181,0.369181,0.482821,0.0,0.002,0
0.858,429,2,0.964104,0.290388,0.29183,-0.0014419999999999988,-2.52367,-0.105415,-0.108775,0.003360000000000002,0.340844,0.340844,0.45349,0.0,0.002,0
0.86,430,2,0.959047,0.290173,0.291606,-0.001432999999999962,-2.53437,-0.108917,-0.112344,0.0034269999999999995,0.315966,0.315966,0.427865,0.0,0.002,0
0.862,431,2,0.953966,0.289952,0.291374,-0.0014220000000000343,-2.54636,-0.112596,-0.116059,0.003462999999999994,0.294424,0.294424,0.405841,0.0,0.002,0
0.864,432,2,0.948861,0.289723,0.291134,-0.0014109999999999956,-2.5593,-0.116414,-0.119892,0.003477999999999995,0.276069,0.276069,0.387272,0.0,0.002,0
0.866,433,2,0.943728,0.289486,0.290886,-0.0013999999999999568,-2.57287,-0.120335,-0.123813,0.003478000000000009,0.26074,0.26074,0.371983,0.0,0.002,0
0.868,434,2,0.938569,0.289242,0.290631,-0.0013889999999999736,-2.58677,-0.124324,-0.127794,0.003469999999999987,0.24827,0.24827,0.35979,0.0,0.002,0
0.87,435,2,0.933381,0.288989,0.290367,-0.0013779999999999903,-2.60074,-0.12835,-0.131812,0.0034620000000000206,0.238492,0.238492,0.350505,0.0,0.002,0
0.872,436,2,0.928166,0.288728,0.290095,-0.001367000000000007,-2.61455,-0.132384,-0.135841,0.003456999999999988,0.231238,0.231238,0.343941,0.0,0.002,0
0.874,437,2,0.922923,0.288459,0.289816,-0.001356999999999997,-2.62796,-0.1364,-0.139862,0.003461999999999993,0.226339,0.226339,0.339912,0.0,0.002,0
0.876,438,2,0.917655,0.288183,0.289528,-0.001344999999999985,-2.64081,-0.140372,-0.143853,0.003481000000000012,0.223618,0.223618,0.338229,0.0,0.002,0
0.878,439,2,0.912361,0.287898,0.289232,-0.0013340000000000019,-2.65291,-0.144279,-0.147796,0.00351700000000002,0.222887,0.222887,0.3387,0.0,0.002,0
0.88,440,2,0.907043,0.287606,0.288929,-0.0013230000000000186,-2.66413,-0.148104,-0.151676,0.003571999999999992,0.223945,0.223945,0.341123,0.0,0.002,0
0.882,441,2,0.901705,0.287306,0.288618,-0.0013119999999999798,-2.67436,-0.151829,-0.155478,0.0036490000000000133,0.226575,0.226575,0.345286,0.0,0.002,0
0.884,442,2,0.896347,0.286998,0.2883,-0.0013020000000000254,-2.68351,-0.155442,-0.159189,0.0037470000000000003,0.230541,0.230541,0.350957,0.0,0.002,0
0.886,443,2,0.890972,0.286684,0.287974,-0.0012900000000000134,-2.69152,-0.158932,-0.1628,0.0038680000000000103,0.235585,0.235585,0.357892,0.0,0.002,0
0.888,444,2,0.885581,0.286363,0.287641,-0.0012780000000000014,-2.69834,-0.162293,-0.166303,0.0040100000000000136,0.24143,0.24143,0.365826,0.0,0.002,0
0.89,445,2,0.880179,0.286035,0.287302,-0.0012670000000000181,-2.70397,-0.165521,-0.169692,0.004171000000000008,0.247775,0.247775,0.374473,0.0,0.002,0
0.892,446,2,0.874766,0.285701,0.286956,-0.0012550000000000061,-2.70843,-0.168616,-0.172965,0.0043490000000000195,0.254297,0.254297,0.383529,0.0,0.002,0
0.894,447,2,0.869346,0.28536,0.286604,-0.0012440000000000229,-2.71174,-0.171578,-0.176122,0.0045439999999999925,0.260654,0.260654,0.392669,0.0,0.002,0
0.896,448,2,0.86392,0.285014,0.286246,-0.0012320000000000109,-2.71399,-0.174416,-0.179165,0.004749000000000003,0.266479,0.266479,0.401551,0.0,0.002,0
0.898,449,2,0.858491,0.284663,0.285881,-0.0012179999999999969,-2.71524,-0.177137,-0.182101,0.004964000000000024,0.271387,0.271386,0.409811,0.0,0.002,0
0.9,450,2,0.85306,0.284306,0.285511,-0.0012050000000000116,-2.71563,-0.179755,-0.184939,0.005183999999999994,0.260727,0.260727,0.417068,0.0,0.002,0
0.902,451,2,0.847628,0.283944,0.285136,-0.0011920000000000264,-2.71648,-0.18244,-0.187811,0.005371000000000015,0.235409,0.23541,0.408679,0.0,0.002,0
0.904,452,2,0.842193,0.283576,0.284754,-0.0011780000000000124,-2.71878,-0.185324,-0.190839,0.00551500000000002,0.213383,0.213383,0.385658,0.0,0.002,0
0.906,453,2,0.836752,0.283202,0.284366,-0.0011639999999999984,-2.72221,-0.188367,-0.193993,0.005625999999999992,0.194575,0.194575,0.366054,0.0,0.002,0
0.908,454,2,0.831303,0.282822,0.283972,-0.0011499999999999844,-2.72648,-0.191531,-0.197244,0.005712999999999996,0.178849,0.178849,0.349769,0.0,0.002,0
0.91,455,2,0.825846,0.282436,0.283571,-0.0011349999999999971,-2.73129,-0.194782,-0.200564,0.005781999999999982,0.166019,0.166019,0.336644,0.0,0.002,0
0.912,456,2,0.820378,0.282043,0.283163,-0.0011200000000000099,-2.73642,-0.19809,-0.203928,0.00583800000000001,0.155869,0.155869,0.32647,0.0,0.002,0
0.914,457,2,0.8149,0.281644,0.282748,-0.0011039999999999939,-2.74164,-0.201424,-0.207313,0.005889000000000005,0.148162,0.148162,0.319012,0.0,0.002,0
0.916,458,2,0.809412,0.281238,0.282327,-0.0010890000000000066,-2.74675,-0.204759,-0.210696,0.005936999999999998,0.142644,0.142644,0.314012,0.0,0.002,0
0.918,459,2,0.803913,0.280825,0.281899,-0.0010740000000000194,-2.75158,-0.208074,-0.21406,0.005985999999999991,0.139054,0.139054,0.311201,0.0,0.002,0
0.92,460,2,0.798406,0.280405,0.281464,-0.0010589999999999766,-2.75601,-0.211347,-0.217389,0.006041999999999992,0.13712,0.13712,0.310303,0.0,0.002,0
0.922,461,2,0.79289,0.279979,0.281022,-0.0010430000000000161,-2.7599,-0.214564,-0.220669,0.006104999999999999,0.13656,0.13656,0.311032,0.0,0.002,0
0.924,462,2,0.787366,0.279547,0.280575,-0.0010280000000000289,-2.76319,-0.21771,-0.223888,0.006178000000000017,0.137079,0.137079,0.313095,0.0,0.002,0
0.926,463,2,0.781837,0.279109,0.280121,-0.0010120000000000129,-2.7658,-0.220777,-0.227039,0.00626199999999999,0.13837,0.13837,0.31619,0.0,0.002,0
0.928,464,2,0.776304,0.278664,0.27966,-0.0009959999999999969,-2.7677,-0.223759,-0.230116,0.006356999999999974,0.140107,0.140107,0.320002,0.0,0.002,0
0.93,465,2,0.770767,0.278214,0.279194,-0.0009799999999999809,-2.76889,-0.226653,-0.233115,0.0064619999999999955,0.141945,0.141945,0.3242,0.0,0.002,0
0.932,466,2,0.765229,0.277758,0.278722,-0.0009640000000000204,-2.76938,-0.22946,-0.236038,0.0065780000000000005,0.143519,0.143519,0.328438,0.0,0.002,0
0.934,467,2,0.75969,0.277296,0.278244,-0.0009480000000000044,-2.76923,-0.232186,-0.238887,0.006700999999999985,0.14444,0.14444,0.332349,0.0,0.002,0
0.936,468,2,0.754152,0.276829,0.277761,-0.0009319999999999884,-2.7685,-0.234839,-0.241669,0.006830000000000003,0.144299,0.144299,0.33555,0.0,0.002,0
0.938,469,2,0.748616,0.276357,0.277272,-0.0009149999999999991,-2.7673,-0.237431,-0.244392,0.006960999999999995,0.14266,0.14266,0.337634,0.0,0.002,0
0.94,470,2,0.743083,0.275879,0.276778,-0.0008990000000000387,-2.76576,-0.23998,-0.247072,0.007092000000000015,0.139067,0.139067,0.338174,0.0,0.002,0
0.942,471,2,0.737553,0.275397,0.276279,-0.0008819999999999939,-2.76402,-0.242507,-0.249724,0.007217000000000001,0.133037,0.133037,0.336724,0.0,0.002,0
0.944,472,2,0.732027,0.274909,0.275774,-0.0008650000000000047,-2.76227,-0.245036,-0.25237,0.007333999999999979,0.124066,0.124066,0.332816,0.0,0.002,0
0.946,473,2,0.726504,0.274416,0.275264,-0.0008480000000000154,-2.76071,-0.247597,-0.255033,0.007435999999999998,0.111627,0.111627,0.325962,0.0,0.002,0
0.948,474,2,0.720984,0.273919,0.274748,-0.0008289999999999687,-2.75958,-0.250223,-0.257743,0.007520000000000027,0.0951698,0.0951698,0.315654,0.0,0.002,0
0.95,475,2,0.715465,0.273416,0.274227,-0.0008110000000000062,-2.75915,-0.252952,-0.260532,0.007579999999999976,0.0808835,0.0808835,0.301364,0.0,0.002,0
0.952,476,2,0.709947,0.272907,0.2737,-0.0007929999999999882,-2.75917,-0.255754,-0.263381,0.007626999999999995,0.0744758,0.0744758,0.289309,0.0,0.002,0
0.954,477,2,0.704429,0.272393,0.273168,-0.0007750000000000257,-2.75911,-0.25855,-0.266223,0.007672999999999985,0.07084,0.07084,0.285181,0.0,0.002,0
0.956,478,2,0.698911,0.271873,0.27263,-0.0007570000000000077,-2.75876,-0.261313,-0.269033,0.007720000000000005,0.0697085,0.0697085,0.283818,0.0,0.002,0
0.958,479,2,0.693394,0.271347,0.272086,-0.0007389999999999897,-2.75797,-0.264017,-0.271792,0.007774999999999976,0.0707974,0.0707974,0.284935,0.0,0.002,0
0.96,480,2,0.687879,0.270817,0.271537,-0.0007199999999999984,-2.7566,-0.266643,-0.274482,0.007838999999999985,0.0738101,0.0738101,0.288231,0.0,0.002,0
0.962,481,2,0.682368,0.270281,0.270983,-0.0007019999999999804,-2.75454,-0.269172,-0.277086,0.007913999999999977,0.0784374,0.0784374,0.293396,0.0,0.002,0
0.964,482,2,0.676862,0.26974,0.270424,-0.0006840000000000179,-2.75171,-0.271591,-0.279593,0.008001999999999954,0.0843577,0.0843577,0.300106,0.0,0.002,0
0.966,483,2,0.671362,0.269195,0.26986,-0.0006649999999999712,-2.74804,-0.27389,-0.281993,0.008102999999999971,0.0912345,0.0912345,0.308032,0.0,0.002,0
0.968,484,2,0.66587,0.268645,0.269291,-0.0006459999999999799,-2.7435,-0.276061,-0.284279,0.008218000000000003,0.0987148,0.0987148,0.316829,0.0,0.002,0
0.97,485,2,0.660388,0.26809,0.268719,-0.0006289999999999907,-2.7381,-0.278103,-0.286448,0.008344999999999991,0.106427,0.106427,0.326138,0.0,0.002,0
0.972,486,2,0.654918,0.267532,0.268142,-0.0006099999999999994,-2.73184,-0.280016,-0.288499,0.008483000000000018,0.113978,0.113978,0.335585,0.0,0.002,0
0.974,487,2,0.649461,0.26697,0.267561,-0.0005910000000000082,-2.72479,-0.281806,-0.290436,0.008630000000000027,0.120954,0.120954,0.344778,0.0,0.002,0
0.976,488,2,0.644019,0.266405,0.266976,-0.0005709999999999882,-2.717,-0.283481,-0.292265,0.008784000000000014,0.126918,0.126918,0.353303,0.0,0.002,0
0.978,489,2,0.638594,0.265837,0.266388,-0.0005510000000000237,-2.70858,-0.285055,-0.293996,0.008940999999999977,0.131407,0.131407,0.36073,0.0,0.002,0
0.98,490,2,0.633185,0.265265,0.265797,-0.0005320000000000324,-2.69966,-0.286546,-0.295642,0.009095999999999993,0.133937,0.133937,0.366604,0.0,0.002,0
0.982,491,2,0.627795,0.26469,0.265202,-0.0005120000000000124,-2.69039,-0.287975,-0.297222,0.009247000000000005,0.133998,0.133998,0.370451,0.0,0.002,0
0.984,492,2,0.622424,0.264113,0.264605,-0.0004919999999999924,-2.68095,-0.289369,-0.298757,0.009388000000000007,0.131056,0.131056,0.371775,0.0,0.002,0
0.986,493,2,0.617072,0.263533,0.264004,-0.0004709999999999992,-2.67153,-0.290758,-0.300272,0.009513999999999967,0.124555,0.124555,0.370061,0.0,0.002,0
0.988,494,2,0.611738,0.26295,0.263401,-0.0004509999999999792,-2.66239,-0.292179,-0.301798,0.009618999999999989,0.113913,0.113913,0.364772,0.0,0.002,0
0.99,495,2,0.606422,0.262364,0.262794,-0.00043000000000004146,-2.65376,-0.293671,-0.30337,0.009698999999999958,0.0985264,0.0985264,0.355352,0.0,0.002,0
0.992,496,2,0.601122,0.261775,0.262184,-0.0004089999999999927,-2.64594,-0.295278,-0.305026,0.009748000000000034,0.0777674,0.0777674,0.341222,0.0,0.002,0
0.994,497,2,0.595837,0.261183,0.26157,-0.0003870000000000262,-2.63923,-0.297052,-0.30681,0.009758000000000044,0.0509854,0.0509854,0.321788,0.0,0.002,0
0.996,498,2,0.590564,0.260587,0.260953,-0.00036599999999997745,-2.63397,-0.299046,-0.308771,0.00972500000000004,0.0175068,0.0175068,0.296434,0.0,0.002,0
0.998,499,2,0.5853,0.259987,0.260331,-0.00034399999999995545,-2.63053,-0.301321,-0.310962,0.00964100000000001,-0.0233648,-0.0233648,0.264524,0.0,0.002,0
