t,q,dq,q_next,dq_next,qacc,r_star_q,r_star_dq,r_star_next_q,r_star_next_dq,x_hat_q,x_hat_dq,x_hat_next_q,x_hat_next_dq,eta_q,eta_dq,eta_filter_next_q,eta_filter_next_dq,x_bar_q,x_bar_dq,x_bar_next_q,x_bar_next_dq,x_tilde_q,x_tilde_dq,r_d_q,r_d_dq,e_q_t,e_dq_t,u_star,u_t,d_in_t,u_plant_raw_t,u_plant_t,observer_qacc,observer_tau_applied
0.374,1.33602838892385,0.65395046021737,1.33728540066833,0.628505872237932,-12.7222939897188,1.336128226391,0.652212383091688,1.33738187906131,0.626826335154473,1.33602838892385,0.65395046021737,1.33728540066833,0.628505872237932,0,0,0,0,1.33602838892385,0.65395046021737,1.33728540066833,0.628505872237932,0,0,1.34197048909508,0.65261684743274,0.00594210017123298,-0.00133361278462985,1.52626866119994,1.52094101439724,0,1.52094101439724,1.52094101439724,-12.7222939897188,1.52094101439724
0.376,1.33728540066833,0.628505872237932,1.33849212609884,0.603362715257533,-12.5715784901996,1.33738187906131,0.626826335154473,1.33858535854731,0.601739743001618,1.33728540066833,0.628505872237932,1.33849212609884,0.603362715257533,0,0,0,0,1.33728540066833,0.628505872237932,1.33849212609884,0.603362715257533,0,0,1.34326814070845,0.627233845576198,0.00598274004012156,-0.00127202666173454,1.53776321584651,1.53261593052038,0,1.53261593052038,1.53261593052038,-12.5715784901996,1.53261593052038
0.378,1.33849212609884,0.603362715257533,1.33964923951232,0.578556706738628,-12.4030042594527,1.33858535854731,0.601739743001618,1.33973933532911,0.576988390896727,1.33849212609884,0.603362715257533,1.33964923951232,0.578556706738628,0,0,0,0,1.33849212609884,0.603362715257533,1.33964923951232,0.578556706738628,0,0,1.34453285108525,0.602151492485013,0.00604072498640407,-0.00121122277252028,1.5537595505631,1.54878648655969,0,1.54878648655969,1.54878648655969,-12.4030042594527,1.54878648655969
0.38,1.33964923951232,0.578556706738628,1.34075748038394,0.554120435809897,-12.2181354643653,1.33973933532911,0.576988390896727,1.34084454519412,0.552604932507948,1.33964923951232,0.578556706738628,1.34075748038394,0.554120435809897,0,0,0,0,1.33964923951232,0.578556706738628,1.34075748038394,0.554120435809897,0,0,1.34576400706714,0.577405483555514,0.00611476755482365,-0.00115122318311367,1.57392231974709,1.5691175469581,0,1.5691175469581,1.5691175469581,-12.2181354643653,1.5691175469581
0.382,1.34075748038394,0.554120435809897,1.3418176473826,0.530083499332641,-12.0184682386283,1.34084454519412,0.552604932507948,1.34190178324822,0.528619027050625,1.34075748038394,0.554120435809897,1.3418176473826,0.530083499332641,0,0,0,0,1.34075748038394,0.554120435809897,1.3418176473826,0.530083499332641,0,0,1.34696111091192,0.553028387057641,0.00620363052797912,-0.00109204875225621,1.59792926852086,1.59328705973396,0,1.59328705973396,1.59328705973396,-12.0184682386283,1.59328705973396
0.384,1.3418176473826,0.530083499332641,1.3428305926537,0.506472635548042,-11.8054318922994,1.34190178324822,0.528619027050625,1.34291189819424,0.505057473008122,1.3418176473826,0.530083499332641,1.3428305926537,0.506472635548042,0,0,0,0,1.3418176473826,0.530083499332641,1.3428305926537,0.506472635548042,0,0,1.34812377369986,0.529049780235738,0.00630612631726057,-0.00103371909690264,1.62547107475822,1.6209858987435,0,1.6209858987435,1.6209858987435,-11.8054318922994,1.6209858987435
0.386,1.3428305926537,0.506472635548042,1.34379721636404,0.4833118551691,-11.580390189471,1.34291189819424,0.505057473008122,1.34387578687283,0.481944339295101,1.3428305926537,0.506472635548042,1.34379721636404,0.4833118551691,0,0,0,0,1.3428305926537,0.506472635548042,1.34379721636404,0.4833118551691,0,0,1.34925170893862,0.505496382982732,0.00642111628491926,-0.000976252565309421,1.6562511730812,1.65191768790344,0,1.65191768790344,1.65191768790344,-11.580390189471,1.65191768790344
0.388,1.34379721636404,0.4833118551691,1.34471846150363,0.460622569796617,-11.3446426862412,1.34387578687283,0.481944339295101,1.34479438906032,0.459301093742293,1.34379721636404,0.4833118551691,1.34471846150363,0.460622569796617,0,0,0,0,1.34379721636404,0.4833118551691,1.34471846150363,0.460622569796617,0,0,1.35034472636769,0.482392188952438,0.00654751000365539,-0.000919666216662063,1.68998556249616,1.68579860905048,0,1.68579860905048,1.68579860905048,-11.3446426862412,1.68579860905048
0.39,1.34471846150363,0.460622569796617,1.34559530893873,0.438423717551857,-11.0994261223803,1.34479438906032,0.459301093742293,1.34566868251791,0.4371467287958,1.34471846150363,0.460622569796617,1.34559530893873,0.438423717551857,0,0,0,0,1.34471846150363,0.460622569796617,1.34559530893873,0.438423717551857,0,0,1.35140272596277,0.459758593989386,0.00668426445914316,-0.000863975807231077,1.72640259908688,1.72235719484706,0,1.72235719484706,1.72235719484706,-11.0994261223803,1.72235719484706
0.392,1.34559530893873,0.438423717551857,1.3464287727104,0.416731885832351,-10.8459158597528,1.34566868251791,0.4371467287958,1.34649967828658,0.415497884337305,1.34559530893873,0.438423717551857,1.3464287727104,0.416731885832351,0,0,0,0,1.34559530893873,0.438423717551857,1.3464287727104,0.416731885832351,0,0,1.35242569213996,0.437614521769634,0.0068303832012222,-0.000809195782222272,1.76524277526194,1.76133410823777,0,1.76133410823777,1.76133410823777,-10.8459158597528,1.76133410823777
0.394,1.3464287727104,0.416731885832351,1.34721989557262,0.395561431109881,-10.585227361235,1.34649967828658,0.415497884337305,1.34728841622167,0.394368967544183,1.3464287727104,0.416731885832351,1.34721989557262,0.395561431109881,0,0,0,0,1.3464287727104,0.416731885832351,1.34721989557262,0.395561431109881,0,0,1.35341368815936,0.415976546559267,0.00698491544896207,-0.000755339273084243,1.80625848691807,1.80248190981462,0,1.80248190981462,1.80248190981462,-10.585227361235,1.80248190981462
0.396,1.34721989557262,0.395561431109881,1.34796974476402,0.37492459570117,-10.3184177043558,1.34728841622167,0.394368967544183,1.34803596076111,0.373772269720503,1.34721989557262,0.395561431109881,1.34796974476402,0.37492459570117,0,0,0,0,1.34721989557262,0.395561431109881,1.34796974476402,0.37492459570117,0,0,1.35436685072703,0.394859013009938,0.00714695515441233,-0.000702418099942648,1.84921378977754,1.84556481434824,0,1.84556481434824,1.84556481434824,-10.3184177043558,1.84556481434824
0.398,1.34796974476402,0.37492459570117,1.34867940800693,0.354831621454079,-10.0464871235454,1.34803596076111,0.373772269720503,1.34874339692119,0.353718080041246,1.34796974476402,0.37492459570117,1.34867940800693,0.354831621454079,0,0,0,0,1.34796974476402,0.37492459570117,1.34867940800693,0.354831621454079,0,0,1.3552853847942,0.374274152922795,0.00731564003018281,-0.000650442778375004,1.89388414624549,1.89035843783678,0,1.89035843783678,1.89035843783678,-10.0464871235454,1.89035843783678
