cycle,t,joint_id,motor_q,motor_dq,motor_tau,motor_kp,motor_kd,tau_applied,tau_dist,tau_total,disturbance_scale,q_ref_shaped,dq_ref_shaped,q_actual,dq_actual,q_error_shaped,dq_error_shaped,kp_cmd,kd_cmd,tau_cmd,debug_9,debug_10,debug_11,debug_12,debug_13,debug_14,debug_15,debug_16,debug_17,debug_18,debug_19,debug_20,debug_21,debug_22,debug_23,debug_24,debug_25,debug_26,debug_27,debug_28,debug_29,debug_30,debug_31,debug_32,flags,joint_flags
0,0,1,-0.523079991341,0,0,120,5,1.03912353389e-06,0,1.03912353389e-06,0,-0.52308,0,-0.52308,0,0,0,120,5,0,-0.52308,-0.0352844293999,0,-0.0352844293999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,2,0.778850018978,0,0,120,5,2.2773742625e-06,0,2.2773742625e-06,0,0.77885,0,0.77885,0,0,0,120,5,0,0.77885,0.0441055208617,0,0.0441055208617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
5,0.01,1,-0.523079991341,-1.93776031665e-06,0,120,5,-7.8470755051e-06,0,-7.8470755051e-06,0,-0.523080008337,-1.9377602257e-06,-0.523080000559,-1.47092865856e-07,-7.77730035928e-09,-1.79066735984e-06,120,5,0,-0.523330660586,-0.00818598762078,-0.000250660026972,-0.00818584052791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
5,0.01,2,0.778850018978,2.42219948632e-06,0,120,5,1.22692065387e-05,0,1.22692065387e-05,0,0.778850010421,2.42219940957e-06,0.778850001659,3.84028615311e-07,8.76246075698e-09,2.03817079426e-06,120,5,0,0.77916332562,0.0102324808399,0.000313323961684,0.0102320968113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
10,0.02,1,-0.523079991341,1.48061201344e-06,0,120,5,1.06748238537e-05,0,1.06748238537e-05,0,-0.523080019334,1.480612022e-06,-0.523080003813,-3.55015061341e-07,-1.5521195218e-08,1.83562708334e-06,120,5,0,-0.523225654125,0.0256870646031,-0.000145650311522,0.0256874196182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
10,0.02,2,0.778850018978,-1.85076430625e-06,0,120,5,-1.23421649826e-05,0,-1.23421649826e-05,0,0.778850024168,-1.85076436079e-06,0.778850009423,8.46979615178e-07,1.47442897891e-08,-2.69774397597e-06,120,5,0,0.77903206759,-0.0321088191873,0.00018205816662,-0.0321096661669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
15,0.03,1,-0.523079931736,1.05386970972e-05,0,120,5,5.64711348076e-05,0,5.64711348076e-05,0,-0.523079956595,1.05386969181e-05,-0.523080001308,9.14187921062e-07,4.4712495928e-08,9.62450899702e-06,120,5,0,-0.522934345875,0.0256870646031,0.00014565543213,0.0256861504152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
15,0.03,2,0.778849959373,-1.3173366824e-05,0,120,5,-6.26352182637e-05,0,-6.26352182637e-05,0,0.778849945744,-1.31733664021e-05,0.77885000555,-1.75456476048e-06,-5.98063487622e-08,-1.14188016416e-05,120,5,0,0.77866793241,-0.0321088191873,-0.000182073140324,-0.0321070646225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
20,0.04,1,-0.523079872131,2.26810607273e-06,0,120,5,9.57133393172e-06,0,9.57133393172e-06,0,-0.523079867503,2.26810612205e-06,-0.523079978943,2.91731865916e-06,1.11440317418e-07,-6.49212537115e-07,120,5,0,-0.522829339414,-0.00818598762078,0.000250639529445,-0.00818890493944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
20,0.04,2,0.778849840164,-2.83513168142e-06,0,120,5,-3.29545270348e-07,0,-3.29545270348e-07,0,0.778849834378,-2.83513163125e-06,0.77884996178,-5.68799457416e-06,-1.27401284189e-07,2.8528629429e-06,120,5,0,0.77853667438,0.0102324808399,-0.000313287399884,0.0102381688345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
25,0.05,1,-0.523079991341,-2.90769839921e-05,0,120,5,-0.000149895879373,0,-0.000149895879373,0,-0.52308,-2.9076983487e-05,-0.52307996046,1.61055247784e-07,-3.95400558961e-08,-2.92380387347e-05,120,5,0,-0.52308,-0.0352844293999,-3.95400558961e-08,-0.0352845904552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
25,0.05,2,0.778850018978,3.63462168025e-05,0,120,5,0.000191102437396,0,0.000191102437396,0,0.77885,3.63462162656e-05,0.778849928802,2.89957679745e-07,7.11980626678e-08,3.60562585859e-05,120,5,0,0.77885,0.0441055208617,7.11980626678e-08,0.044105230904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
30,0.06,1,-0.523079931736,9.76479204837e-05,0,120,5,0.000497932523516,0,0.000497932523516,0,-0.523079932704,9.76479209118e-05,-0.523079981723,-7.38896379708e-07,4.9019078463e-08,9.83868172915e-05,120,5,0,-0.523023162084,0.0805911103044,5.68196390912e-05,0.0805918492008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
30,0.06,2,0.778849899769,-0.000122059922433,0,120,5,-0.000629187500847,0,-0.000629187500847,0,0.77884991588,-0.000122059926018,0.778849977919,1.90196304932e-06,-6.20397447859e-08,-0.000123961889068,120,5,0,0.778778952446,-0.100738903646,-7.10254730385e-05,-0.100740805609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
35,0.07,1,-0.523076713085,0.000616156554315,0,120,5,0.00314168504557,0,0.00314168504557,0,-0.523076724394,0.000616156530019,-0.523079708898,5.97190526904e-05,2.98450389913e-06,0.000556437477329,120,5,0,-0.521042837803,0.325454795928,0.00203687109536,0.325395076876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
35,0.07,2,0.778845906258,-0.000770195678342,0,120,5,-0.00366792780604,0,-0.00366792780604,0,0.778845905492,-0.000770195701706,0.778849424526,-0.000121048564349,-3.51903415985e-06,-0.000649147137358,120,5,0,0.776303546939,-0.406818510359,-0.00254587758764,-0.406697461795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
40,0.08,1,-0.523066222668,0.001549338107,0,120,5,0.00784757700007,0,0.00784757700007,0,-0.523066209243,0.0015493380925,-0.523078034313,0.000263302184487,1.1825069435e-05,0.00128603590801,120,5,0,-0.516498579701,0.576350569268,0.0065794546112,0.576087267084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
40,0.08,2,0.778832733631,-0.00193667272106,0,120,5,-0.00865655504565,0,-0.00865655504565,0,0.778832761553,-0.00193667267138,0.778846066949,-0.000525361329558,-1.33053955703e-05,-0.00141131134182,120,5,0,0.77062322416,-0.720438226622,-0.00822284278892,-0.719912865293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
45,0.09,1,-0.523044764996,0.00276409555227,0,120,5,0.0138784239228,0,0.0138784239228,0,-0.523044785917,0.00276409559121,-0.52307313897,0.000669386147279,2.83530526765e-05,0.00209470944393,120,5,0,-0.509771578627,0.75190682816,0.0133015603425,0.751237442013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
45,0.09,2,0.778805971146,-0.00345511967316,0,120,5,-0.0143673554871,0,-0.0143673554871,0,0.778805982395,-0.00345511956363,0.778836412718,-0.00131224632389,-3.0430323789e-05,-0.00214287323974,120,5,0,0.762214472668,-0.939883549863,-0.01662194005,-0.93857130354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
50,0.1,1,-0.523010790348,0.0040158466436,0,120,5,0.0199013441455,0,0.0199013441455,0,-0.523010802077,0.00401584667321,-0.523062900215,0.00128621461073,5.20981372725e-05,0.00272963206248,120,5,0,-0.501848819169,0.812336426478,0.021214081046,0.811050211867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
50,0.1,2,0.778763473034,-0.00501980865374,0,120,5,-0.0191124266634,0,-0.0191124266634,0,0.778763502594,-0.00501980843781,0.77881659277,-0.00247219699332,-5.3090176117e-05,-0.00254761144449,120,5,0,0.7523110232,-1.01542054759,-0.0265055695706,-1.0129483506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
55,0.11,1,-0.522963106632,0.00568165676668,0,120,5,0.0277999184213,0,0.0277999184213,0,-0.522963126006,0.00568165699732,-0.523045364157,0.00209585367259,8.22381504928e-05,0.00358580332473,120,5,0,-0.493376901023,0.910682128233,0.0296684631336,0.908586274561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
55,0.11,2,0.778703927994,-0.0071020713076,0,120,5,-0.025320962602,0,-0.025320962602,0,0.778703907504,-0.00710207136558,0.77878334286,-0.00394383557261,-7.94353554797e-05,-0.00315823579297,120,5,0,0.741721125375,-1.13835267428,-0.0370622174851,-1.13440883871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
60,0.12,1,-0.522894084454,0.00826734583825,0,120,5,0.0400968178844,0,0.0400968178844,0,-0.522894077865,0.00826734597221,-0.523017969147,0.0032212149107,0.000123891282348,0.0050461310615,120,5,0,-0.483285022465,1.11538777773,0.0397329466821,1.11216656282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
60,0.12,2,0.778617620468,-0.0103341825306,0,120,5,-0.0356740801562,0,-0.0356740801562,0,0.778617597326,-0.0103341826052,0.778732390509,-0.00595384748183,-0.00011479318273,-0.00438033512334,120,5,0,0.729106277043,-1.39423473503,-0.0496261134664,-1.38828088754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
65,0.13,1,-0.522795498371,0.0115360282362,0,120,5,0.0554634844269,0,0.0554634844269,0,-0.52279548608,0.0115360283402,-0.522976717177,0.00479258268706,0.00018123109634,0.00674344565312,120,5,0,-0.471072120648,1.32051457942,0.0519045965284,1.31572199674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
65,0.13,2,0.778494358063,-0.0144200352952,0,120,5,-0.0479606548901,0,-0.0479606548901,0,0.778494357594,-0.0144200355852,0.778656862841,-0.00872801900272,-0.000162505247083,-0.00569201658247,120,5,0,0.713840149649,-1.65064323592,-0.064816713192,-1.64191521692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
70,0.14,1,-0.522662341595,0.0151097653434,0,120,5,0.0718238722679,0,0.0718238722679,0,-0.522662338324,0.0151097655719,-0.522916815196,0.00685235733278,0.000254476871997,0.00825740823911,120,5,0,-0.457099464761,1.45953492197,0.0658173504354,1.45268256463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
70,0.14,2,0.778327941895,-0.018887206912,0,120,5,-0.0594304442879,0,-0.0594304442879,0,0.778327922898,-0.0188872071459,0.778548747818,-0.0123004602072,-0.000220824920006,-0.00658674693863,120,5,0,0.696374329679,-1.82441866316,-0.0821744181389,-1.81211820295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
75,0.15,1,-0.522493600845,0.0185975879431,0,120,5,0.0870586303561,0,0.0870586303561,0,-0.522493594945,0.0185975880442,-0.522833631084,0.00934658759955,0.000340036138656,0.00925100044464,120,5,0,-0.442196544184,1.50533237816,0.0806370868999,1.49598579056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
75,0.15,2,0.778117001057,-0.0232469849288,0,120,5,-0.0677597774374,0,-0.0677597774374,0,0.778116993672,-0.0232469852611,0.778400897573,-0.0165085458241,-0.000283903900935,-0.006738439437,120,5,0,0.677745678853,-1.88166548305,-0.10065521872,-1.86515693722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
80,0.16,1,-0.522288620472,0.0226096268743,0,120,5,0.104222967621,0,0.104222967621,0,-0.52228862794,0.0226096277423,-0.52272336694,0.0121989485751,0.000434738999295,0.0104106791672,120,5,0,-0.426922140652,1.56742854134,0.0958012262879,1.55522959277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
80,0.16,2,0.777860760689,-0.0282620340586,0,120,5,-0.0772310182046,0,-0.0772310182046,0,0.777860784913,-0.0282620349057,0.778208321486,-0.0211572895609,-0.000347536573119,-0.00710474534484,120,5,0,0.658652674337,-1.95928568623,-0.11955564715,-1.93812839667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
85,0.17,1,-0.522037744522,0.0277143325657,0,120,5,0.126149393403,0,0.126149393403,0,-0.522037744638,0.0277143334168,-0.522581778953,0.0155412802363,0.000544034315835,0.0121730531805,120,5,0,-0.410639655474,1.69301127462,0.111942123479,1.67746999439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
85,0.17,2,0.777547180653,-0.0346429161727,0,120,5,-0.0909757663219,0,-0.0909757663219,0,0.777547180782,-0.034642917011,0.777965434916,-0.0264858652221,-0.00041825413325,-0.00815705178888,120,5,0,0.638299567777,-2.11626410112,-0.139665867138,-2.0897782359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
90,0.18,1,-0.521732211113,0.033464230597,0,120,5,0.150401611567,0,0.150401611567,0,-0.521732188882,0.0334642296307,-0.522403186891,0.0194873269588,0.000670998009285,0.0139769026719,120,5,0,-0.393082785669,1.81332406001,0.129320401222,1.79383673305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
90,0.18,2,0.777165234089,-0.0418302863836,0,120,5,-0.105603959302,0,-0.105603959302,0,0.777165236085,-0.0418302872852,0.777664100379,-0.0326822854771,-0.000498864293309,-0.00914800180811,120,5,0,0.616353480452,-2.26665508104,-0.161310619926,-2.23397279556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
95,0.19,1,-0.521367847919,0.0394005402923,0,120,5,0.174487372336,0,0.174487372336,0,-0.521367854884,0.039400539365,-0.522181501697,0.0240307564821,0.000813646812918,0.0153697828829,120,5,0,-0.37452411266,1.88934653467,0.147657389037,1.86531577819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
95,0.19,2,0.776709794998,-0.0492506735027,0,120,5,-0.118160528813,0,-0.118160528813,0,0.776709818585,-0.0492506744607,0.777295835274,-0.0396835343611,-0.000586016688594,-0.00956714009958,120,5,0,0.593155139138,-2.36168317304,-0.184140696136,-2.32199963868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
100,0.2,1,-0.520944595337,0.0452148467302,0,120,5,0.196710753179,0,0.196710753179,0,-0.520944623067,0.0452148480023,-0.521911285671,0.0290732641062,0.000966662603768,0.0161415838961,120,5,0,-0.355477740721,1.91179449095,0.166433544949,1.88272122684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
100,0.2,2,0.776180803776,-0.0565185584128,0,120,5,-0.127131747437,0,-0.127131747437,0,0.776180778812,-0.0565185602722,0.776853946138,-0.0472476256234,-0.000673167326555,-0.00927093464885,120,5,0,0.56934717417,-2.38974311791,-0.207506771968,-2.34249549229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
105,0.21,1,-0.520462572575,0.0513061396778,0,120,5,0.219054052134,0,0.219054052134,0,-0.520462581001,0.05130613963,-0.521588239755,0.0345113415775,0.00112565875369,0.0167947980525,120,5,0,-0.336308271814,1.92582136579,0.185279967941,1.89131002422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
105,0.21,2,0.775578200817,-0.0641326755285,0,120,5,-0.135693418752,0,-0.135693418752,0,0.775578226227,-0.0641326748142,0.776334363044,-0.0551418852165,-0.000756136817018,-0.00899078959773,120,5,0,0.545385337997,-2.40727671054,-0.230949025047,-2.35213482532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
110,0.22,1,-0.519916772842,0.0579145178199,0,120,5,0.242710785721,0,0.242710785721,0,-0.519916781046,0.0579145177655,-0.521208325318,0.040369620099,0.00129154427263,0.0175448976665,120,5,0,-0.316934484232,1.94837702509,0.204273841087,1.908007405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
110,0.22,2,0.774895966053,-0.0723931491375,0,120,5,-0.145433519137,0,-0.145433519137,0,0.77489597628,-0.0723931474708,0.775733653094,-0.0634109342982,-0.000837676814521,-0.00898221317267,120,5,0,0.521168103496,-2.43547128268,-0.254565549598,-2.37206034839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
115,0.23,1,-0.519303500652,0.0647659152746,0,120,5,0.266205962591,0,0.266205962591,0,-0.519303495998,0.064765912834,-0.520767247513,0.0466546474217,0.00146375151566,0.0181112654122,120,5,0,-0.297375524537,1.96097474934,0.223391722977,1.91432010192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
115,0.23,2,0.774129390717,-0.080957390368,0,120,5,-0.154690188188,0,-0.154690188188,0,0.774129369967,-0.0809573912845,0.775047907072,-0.0720637452679,-0.000918537105216,-0.00889364601663,120,5,0,0.496719403875,-2.45121843595,-0.278328503198,-2.37915469068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
120,0.24,1,-0.518621146679,0.0717270001769,0,120,5,0.288798708243,0,0.288798708243,0,-0.518621125508,0.0717269985694,-0.520260974732,0.0533231318107,0.00163984922431,0.0184038667588,120,5,0,-0.277763401631,1.95952879014,0.242497573101,1.90620565833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
120,0.24,2,0.773276388645,-0.0896587520838,0,120,5,-0.162911652623,0,-0.162911652623,0,0.773276406853,-0.0896587484342,0.774273766519,-0.0810134905214,-0.000997359665918,-0.00864525791277,120,5,0,0.472204250258,-2.44941098548,-0.302069516261,-2.36839749496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
125,0.25,1,-0.517868220806,0.0789216682315,0,120,5,0.311089097199,0,0.311089097199,0,-0.517868220613,0.0789216658831,-0.519685966859,0.0603297540654,0.00181774624605,0.0185919118177,120,5,0,-0.258198977045,1.95435437017,0.261486989815,1.89402461611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
125,0.25,2,0.772335290909,-0.0986520797014,0,120,5,-0.171185276986,0,-0.171185276986,0,0.772335275732,-0.0986520825691,0.773408801816,-0.0901792860703,-0.00107352608385,-0.00847279649874,120,5,0,0.44774871955,-2.44294296002,-0.325660082266,-2.35276367394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
130,0.26,1,-0.517044007778,0.0857215672731,0,120,5,0.329830752351,0,0.329830752351,0,-0.517043980353,0.0857215693535,-0.519039002067,0.067635279735,0.00199502171358,0.0180862896185,120,5,0,-0.238783272479,1.91764199863,0.280255729588,1.8500067189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
130,0.26,2,0.771304965019,-0.107151962817,0,120,5,-0.175789247249,0,-0.175789247249,0,0.771304975405,-0.107151961889,0.77245106492,-0.099500510978,-0.00114608951455,-0.00765145091095,120,5,0,0.423479088874,-2.3970524947,-0.348971976046,-2.29755198372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
135,0.27,1,-0.516157209873,0.091510117054,0,120,5,0.341905070478,0,0.341905070478,0,-0.516157181486,0.0915101181756,-0.518318414275,0.0749980086125,0.00216123278929,0.0165121095631,120,5,0,-0.220005903431,1.83287720679,0.298312510845,1.75787919818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
135,0.27,2,0.77019649744,-0.114387646317,0,120,5,-0.173965164946,0,-0.173965164946,0,0.770196476819,-0.11438764787,0.771401533357,-0.108515475332,-0.00120505653783,-0.00587217253845,120,5,0,0.400007377608,-2.29109650303,-0.371394155749,-2.1825810277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
