metric,preview_mpc_3ref,preview_mpc_velocity_4ref,change_percent
q_rmse,0.018823080324344425,0.018822742132917673,-0.0017966848195105634
dq_rmse,0.09101632485255443,0.09102795383049081,0.012776804551517529
ref_dq_rms,0.7480150854441205,0.7479849950851458,-0.004022694135485949
ref_ddq_rms,3.8619414128964573,3.85123512529055,-0.2772255314426819
ref_jerk_rms,885.1724019398275,872.8613654548326,-1.3908066336021818
policy_node_q_error_rms,2.8560579155677915e-13,2.8560579155677915e-13,nan
policy_node_dq_error_rms,0.09481232011386478,0.08906703303772667,-6.059641900164781
tau_applied_rms,2.3088109003415616,2.3087973544425084,-0.0005867045694829542
tau_rate_rms,28.96224430827091,29.02235236037965,0.20753934491040127
