joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,2000,,0.077078,0.125045,3.5572,0.2865,,0,
2,RightKnee,2000,,0.124610,0.160939,1.4144,0.1706,,0,
