config_path,joint_id,joint_name,dt,Jeff,g_q,g_dq,pinv_q,pinv_dq,weighted_pinv_q,weighted_pinv_dq,w_q,w_dq,observer_gain_q,observer_gain_dq,ku_q,ku_dq,pinv_q_over_ku_q,pinv_dq_over_ku_dq,weighted_pinv_q_over_ku_q,weighted_pinv_dq_over_ku_dq,equivalent_ku_new_q,equivalent_ku_new_dq
config/h1_real_p4_ku_u3_hip_knee_eid.yaml,1,RightHipPitch,0.002,1.00508532,3.9797616385442775e-06,0.001989880819272139,1.005081299674801,502.5406498374006,83757.11,335.02844000000005,125000.0,1.0,0.8,0.2,12.0,1.0,0.08375677497290009,502.5406498374006,6979.759166666667,335.02844000000005,0.8040650397398409,100.50812996748013
config/h1_real_p4_ku_u3_hip_knee_eid.yaml,2,RightKnee,0.002,0.2501484,1.5990508034430762e-05,0.007995254017215382,0.2501473994104023,125.07369970520118,20845.699999999997,83.38279999999999,125000.0,1.0,0.8,0.2,12.0,1.0,0.020845616617533525,125.07369970520118,1737.1416666666664,83.38279999999999,0.20011791952832186,25.014739941040236
