joint_id,joint_name,x_minus_xhat_q_rms,x_minus_xhat_dq_rms,eta_q_rms,eta_dq_rms,old_eta_u_rms,pinv_q_contrib_rms,pinv_dq_contrib_rms,pinv_total_rms,pinv_xbar_rms
1,RightHipPitch,0.0008875445985045343,0.058798627881036195,0.000454059234572014,0.009807522204049466,0.01320895208280746,0.0007136435828674295,5.909740132976686,5.910123904974292,4.970780143887568
2,RightKnee,0.0009523268375293619,0.09129069363696284,0.0004930253852321287,0.015216639970776514,0.018419907291913864,0.0001905776654373621,2.2836129603658017,2.283702542044886,1.9058106902931682
