log_path,config_path,joint_id,joint_name,n,dt_median,old_eta_u_rms,old_eta_u_peak_abs,old_from_eta_minus_logged_rms,pinv_eta_u_rms,pinv_eta_u_peak_abs,weighted_eta_u_rms,weighted_eta_u_peak_abs,pinv_over_old_rms,weighted_over_old_rms,corr_old_pinv,corr_old_weighted,sign_agree_old_pinv,sign_agree_old_weighted,old_dominant_freq_hz,pinv_dominant_freq_hz,weighted_dominant_freq_hz,old_high_freq_power_ratio,pinv_high_freq_power_ratio,weighted_high_freq_power_ratio
data/20260623_170746/h1_real_p4_ku_u3_hip_knee_eid_log.csv,config/h1_real_p4_ku_u3_hip_knee_eid.yaml,1,RightHipPitch,3905,0.002032770000369055,0.01320895208280746,0.08723404155401912,0.0,5.910123904974292,40.126709000811076,61.678587587886945,447.0325141015489,447.4332155892068,4669.453504049478,0.9166727154856034,0.6531037979941666,0.8721496284909044,0.7635152446835768,5.668957913553156,5.668957913553156,0.7558610551404208,0.851236306206922,0.8576266492746585,0.8909669575125512
data/20260623_170746/h1_real_p4_ku_u3_hip_knee_eid_log.csv,config/h1_real_p4_ku_u3_hip_knee_eid.yaml,2,RightKnee,3905,0.002032770000369055,0.018419907291913864,0.05713049461914161,0.0,2.283702542044886,6.330354076865603,16.65141189209544,85.94396534539689,123.98013224786459,903.9899945319065,0.9178275691754314,0.6171290424416284,0.938252626184986,0.7981040225467589,0.7558610551404208,0.7558610551404208,0.7558610551404208,0.2366712004975549,0.12854123193475858,0.7104617673758378
