joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,4000,,0.026569,0.054345,10.2973,2.0443,,0,
2,RightKnee,4000,,0.013056,0.037500,6.4327,1.2994,,0,
