cycle,t,joint_id,motor_q,motor_dq,motor_tau,motor_kp,motor_kd,tau_applied,tau_dist,tau_total,disturbance_scale,q_ref_shaped,dq_ref_shaped,q_actual,dq_actual,q_error_shaped,dq_error_shaped,kp_cmd,kd_cmd,tau_cmd,debug_9,debug_10,debug_11,debug_12,debug_13,debug_14,debug_15,debug_16,debug_17,debug_18,debug_19,debug_20,debug_21,debug_22,debug_23,debug_24,debug_25,debug_26,debug_27,debug_28,debug_29,debug_30,debug_31,debug_32,flags,joint_flags
0,0,1,-0.523079991341,0,0,120,5,1.03912353389e-06,0,1.03912353389e-06,0,-0.52308,0,-0.52308,0,0,0,120,5,0,-0.52308,-0.0199416339996,0,-0.0199416339996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,2,0.778850018978,0,0,120,5,2.2773742625e-06,0,2.2773742625e-06,0,0.77885,0,0.77885,0,0,0,120,5,0,0.77885,0.0249270289445,0,0.0249270289445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
5,0.01,1,-0.523079991341,-1.09516031443e-06,0,120,5,-3.95923981875e-06,0,-3.95923981875e-06,0,-0.523080004712,-1.09516026919e-06,-0.523080000345,-8.71972488703e-08,-4.3662520266e-09,-1.00796302032e-06,120,5,0,-0.523221665368,-0.0046264590879,-0.0001416650225,-0.00462637189065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
5,0.01,2,0.778850018978,1.36894959724e-06,0,120,5,7.66787134802e-06,0,7.66787134802e-06,0,0.77885000589,1.36894959207e-06,0.77885000122,2.61571699159e-07,4.66966654233e-09,1.10737789291e-06,120,5,0,0.779027081614,0.00578307071513,0.000177080393685,0.00578280914343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
10,0.02,1,-0.523079991341,8.36794697534e-07,0,120,5,6.50791027802e-06,0,6.50791027802e-06,0,-0.523080010927,8.36794686499e-07,-0.523080002222,-2.03637837394e-07,-8.7052264286e-09,1.04043252389e-06,120,5,0,-0.523162319065,0.0145175095517,-8.23168432831e-05,0.0145177131895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
10,0.02,2,0.778850018978,-1.04599280348e-06,0,120,5,-6.45363071722e-06,0,-6.45363071722e-06,0,0.778850013659,-1.04599278933e-06,0.77885000623,5.5067679453e-07,7.42838479617e-09,-1.59666958386e-06,120,5,0,0.778952898775,-0.0181468770716,0.000102892545008,-0.0181474277484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
15,0.03,1,-0.523079991341,5.95613528276e-06,0,120,5,2.82694717372e-05,0,2.82694717372e-05,0,-0.523079975469,5.95613533638e-06,-0.523080000789,5.29006325777e-07,2.53202765421e-08,5.4271290106e-06,120,5,0,-0.522997680935,0.0145175095517,8.23198543455e-05,0.0145169805454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
15,0.03,2,0.778849959373,-7.44516501072e-06,0,120,5,-3.79596658133e-05,0,-3.79596658133e-05,0,0.778849969336,-7.4451651219e-06,0.778850004781,-9.43020216943e-07,-3.54451579199e-08,-6.50214490495e-06,120,5,0,0.778747101225,-0.0181468770716,-0.000102903556806,-0.0181459340514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
20,0.04,1,-0.523079931736,1.28186127313e-06,0,120,5,4.92746737763e-06,0,4.92746737763e-06,0,-0.523079925117,1.28186123248e-06,-0.523079988186,1.6511791647e-06,6.30697302162e-08,-3.69317932213e-07,120,5,0,-0.522938334632,-0.0046264590879,0.000141653554399,-0.00462811026706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
20,0.04,2,0.778849899769,-1.60232571034e-06,0,120,5,-1.7489824724e-06,0,-1.7489824724e-06,0,0.778849906396,-1.60232566928e-06,0.778849980491,-3.18985037802e-06,-7.40945735878e-08,1.58752470874e-06,120,5,0,0.778672918386,0.00578307071513,-0.000177062104166,0.0057862605655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
25,0.05,1,-0.523079991341,-1.64333832799e-05,0,120,5,-8.43241934239e-05,0,-8.43241934239e-05,0,-0.52308,-1.64333835737e-05,-0.523079977626,1.02315974463e-07,-2.23735057148e-08,-1.65356995482e-05,120,5,0,-0.52308,-0.0199416339996,-2.23735057148e-08,-0.0199417363155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
