joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,2000,,0.035141,0.135592,8.2416,0.7580,,0,
2,RightKnee,2000,,0.005312,0.018283,1.8695,0.2726,,0,
