joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,2000,,0.039558,0.138583,9.6131,0.9166,,0,
2,RightKnee,2000,,0.022918,0.043271,4.5480,0.5712,,0,
