joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,100,,0.000160,0.000481,0.1062,0.0233,,0,
2,RightKnee,100,,0.000119,0.000345,0.0740,0.0174,,0,
