joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,100,,0.025480,0.036984,3.5564,1.3576,,0,
2,RightKnee,100,,0.021736,0.032543,2.2706,1.4093,,0,
