joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,3000,,0.019542,0.035768,4.4405,2.0130,,0,
2,RightKnee,3000,,0.012090,0.021250,2.6405,1.2514,,0,
