cycle,t,joint_id,motor_q,motor_dq,motor_tau,motor_kp,motor_kd,tau_applied,tau_dist,tau_total,disturbance_scale,q_ref_shaped,dq_ref_shaped,q_actual,dq_actual,q_error_shaped,dq_error_shaped,kp_cmd,kd_cmd,tau_cmd,debug_9,debug_10,debug_11,debug_12,debug_13,debug_14,debug_15,debug_16,debug_17,debug_18,debug_19,debug_20,debug_21,debug_22,debug_23,debug_24,debug_25,debug_26,debug_27,debug_28,debug_29,debug_30,debug_31,debug_32,flags,joint_flags
0,0,1,-0.523079991341,0,0,120,5,1.03912353389e-06,0,1.03912353389e-06,0,-0.52308,0,-0.52308,0,0,0,120,5,0,-0.52308,-0.00421921584824,0,-0.00421921584824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,2,0.778850018978,0,0,120,5,2.2773742625e-06,0,2.2773742625e-06,0,0.77885,0,0.77885,0,0,0,120,5,0,0.77885,0.00527401081489,0,0.00527401081489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
5,0.01,1,-0.523079991341,-2.31712078858e-07,0,120,5,2.47915935958e-08,0,2.47915935958e-08,0,-0.523080000997,-2.31712083585e-07,-0.523080000126,-2.58196527128e-08,-8.70805094699e-10,-2.05892430872e-07,120,5,0,-0.523109973309,-0.000978858076791,-2.9973183301e-05,-0.000978832257138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
5,0.01,2,0.778850018978,2.89639615403e-07,0,120,5,2.95268747477e-06,0,2.95268747477e-06,0,0.778850001246,2.89639610469e-07,0.778850000771,1.36084869101e-07,4.75606110051e-10,1.53554741368e-07,120,5,0,0.778887466573,0.00122357050905,3.74658023248e-05,0.00122343442418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
10,0.02,1,-0.523079991341,1.77047553507e-07,0,120,5,2.23789577063e-06,0,2.23789577063e-06,0,-0.523080002312,1.77047548013e-07,-0.523080000591,-4.85151340754e-08,-1.72061198622e-09,2.25562682088e-07,120,5,0,-0.523097416923,0.00307158913752,-1.74163316983e-05,0.00307163765265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
10,0.02,2,0.778850018978,-2.21309051085e-07,0,120,5,-4.19398178675e-07,0,-4.19398178675e-07,0,0.77885000289,-2.21309057551e-07,0.778850002958,2.47042668153e-07,-6.85345113993e-11,-4.68351725704e-07,120,5,0,0.778871771117,-0.00383947987324,2.17681581951e-05,-0.00383972691591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
15,0.03,1,-0.523079991341,1.26018858282e-06,0,120,5,6.82978905591e-06,0,6.82978905591e-06,0,-0.52307999481,1.26018863881e-06,-0.523080000308,1.09440413745e-07,5.4979486519e-09,1.15074822506e-06,120,5,0,-0.523062583077,0.00307158913752,1.74172307272e-05,0.0030714796971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
15,0.03,2,0.778850018978,-1.57523311373e-06,0,120,5,-5.97721929433e-06,0,-5.97721929433e-06,0,0.778849993512,-1.57523311178e-06,0.778850004168,-2.43352579572e-08,-1.06553283974e-08,-1.55089785382e-06,120,5,0,0.778828228883,-0.00383947987324,-2.17752841796e-05,-0.00383945553798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
20,0.04,1,-0.523079991341,2.71213934866e-07,0,120,5,2.1823133503e-07,0,2.1823133503e-07,0,-0.523079984156,2.71213945027e-07,-0.523079997554,3.76677930664e-07,1.33972340999e-08,-1.05463985637e-07,120,5,0,-0.523050026691,-0.000978858076791,2.99708629506e-05,-0.000979234754722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
20,0.04,2,0.778849959373,-3.39016850148e-07,0,120,5,-3.57502031884e-06,0,-3.57502031884e-06,0,0.778849980195,-3.39016853056e-07,0.778850000475,-6.1045904972e-07,-2.02799546045e-08,2.71442196664e-07,120,5,0,0.778812533427,0.00122357050905,-3.74670482307e-05,0.0012241809681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
25,0.05,1,-0.523079991341,-3.47694640368e-06,0,120,5,-1.73033374907e-05,0,-1.73033374907e-05,0,-0.52308,-3.47694639346e-06,-0.52307999487,6.84152714676e-08,-5.13043874051e-09,-3.54536166492e-06,120,5,0,-0.52308,-0.00421921584824,-5.13043874051e-09,-0.00421928426351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
25,0.05,2,0.778850018978,4.34617550127e-06,0,120,5,2.45533440743e-05,0,2.45533440743e-05,0,0.77885,4.34617557894e-06,0.778849996206,-1.79713259261e-08,3.79363063185e-09,4.36414690486e-06,120,5,0,0.77885,0.00527401081489,3.79363063185e-09,0.00527402878621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
30,0.06,1,-0.523079931736,3.65230298485e-05,0,120,5,0.000184042934923,0,0.000184042934923,0,-0.523079914685,3.65230291881e-05,-0.523079992917,1.18279010509e-06,7.82320890291e-08,3.5340239083e-05,120,5,0,-0.523007943445,0.0284614968061,7.20494724765e-05,0.028460314016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
30,0.06,2,0.778849899769,-4.56538000435e-05,0,120,5,-0.000228033956873,0,-0.000228033956873,0,0.778849893356,-4.56538006573e-05,0.778849993654,-2.30025244186e-06,-1.00297794958e-07,-4.33535482154e-05,120,5,0,0.778759929216,-0.0355768799993,-9.00644381215e-05,-0.0355745797469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
35,0.07,1,-0.523078858852,0.000196611479623,0,120,5,0.00100180467016,0,0.00100180467016,0,-0.523078865247,0.000196611478985,-0.523079887743,2.09439229854e-05,1.02249609368e-06,0.000175667556,120,5,0,-0.522374275337,0.102272197035,0.000705612406298,0.102251253112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
35,0.07,2,0.778848588467,-0.000245764356805,0,120,5,-0.00116046404048,0,-0.00116046404048,0,0.778848581558,-0.000245764371321,0.778849781085,-4.22943913675e-05,-1.19952660549e-06,-0.000203469979954,120,5,0,0.777967843991,-0.127840255249,-0.000881937093791,-0.127797960857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
40,0.08,1,-0.523075520992,0.000498972658534,0,120,5,0.00252423816188,0,0.00252423816188,0,-0.523075502301,0.000498972683882,-0.523079336361,8.56938869955e-05,3.83406074544e-06,0.000413278796886,120,5,0,-0.520933544256,0.184951040982,0.00214579210507,0.184865347095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
40,0.08,2,0.778844356537,-0.000623715866823,0,120,5,-0.00278378928002,0,-0.00278378928002,0,0.778844377875,-0.000623715887404,0.778848678009,-0.000170673341716,-4.30013363029e-06,-0.000453042545688,120,5,0,0.776166930052,-0.231188810101,-0.00268174795737,-0.231018136759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
45,0.09,1,-0.523068487644,0.000913501251489,0,120,5,0.00458845601745,0,0.00458845601745,0,-0.523068504934,0.00091350124734,-0.523077745599,0.000218000953081,9.24066452157e-06,0.000695500294259,120,5,0,-0.518735681804,0.249683268447,0.00434206379494,0.249465267494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
