cycle,t,joint_id,motor_q,motor_dq,motor_tau,motor_kp,motor_kd,tau_controller,tau_disturbance,tau_before_limit,tau_sent,tau_limit,saturation_flag,q_ref_shaped,dq_ref_shaped,q_actual,dq_actual,q_error_raw,dq_error_raw,u_star,u_feedback,u_t,eta_q,eta_dq,x_hat_q,x_hat_dq,rho_q,rho_dq,x_bar_q,q_ref_shaped_next,dq_ref_shaped_next,x_bar_dq,r_d_q,r_d_dq,e_q,e_dq,observer_qacc,observer_tau_applied,u_raw,q_ref_raw,dq_ref_raw,q_error_raw2,dq_error_raw2,q_error_shaped,dq_error_shaped,eta_u,flags,joint_flags
0,0,1,-0.40000000596,0,-1.14111375809,0,0,-1.14111375809,0,-1.14111375809,-1.14111375809,200,0,-0.4,-1.8927545136e-05,-0.4,0,0,-1.8927545136e-05,-3.54105698541,-5.67826354081e-05,-1.14111376805,-0.4,0,0,0,7.3644401688e-10,-1.8411100265e-07,-0.4,-0.400000037285,-1.80902511074e-05,0,-0.409502868919,-0.000256499268103,-0.00950286891867,-0.000256499268103,2.38810824752,-1.14111376805,-1.14111376805,-0.4,-1.8927545136e-05,0,-1.8927545136e-05,0,-1.8927545136e-05,-2.4,0,0
0,0,2,0.829999983311,0,-1.26204240322,0,0,-1.26204240322,0,-1.26204240322,-1.26204240322,300,0,0.83,1.51420361176e-05,0.83,0,0,1.51420361176e-05,1.64289703937,6.05681444702e-05,-1.26204239249,0.83,0,0,0,-5.89155280117e-10,1.47288806753e-07,0.83,0.830000029828,1.44722008942e-05,0,0.812028639698,-0.00101179283828,-0.0179713603019,-0.00101179283828,-11.6130650722,-1.26204239249,-1.26204239249,0.83,1.51420361176e-05,0,1.51420361176e-05,0,1.51420361176e-05,2.905,0,0
1,0.002,1,-0.40000218153,0,-3.55599808693,0,0,-3.55599808693,0,-3.55599808693,-3.55599808693,200,0,-0.400000037285,-1.80902511074e-05,-0.400002169069,-0.00108453444644,2.13178372466e-06,0.00106644419533,-3.54046428153,-0.0155336864175,-3.55599796795,0,0,-0.399990447567,0.00477621649504,1.62606894616e-09,-4.06517237053e-07,-0.399990447567,-0.400000071428,-1.58516524891e-05,0.00477621649504,-0.429485477898,-0.000755226266416,-0.0294950303305,-0.00553144276146,-0.0194575549062,-3.55599796795,-3.55599796795,-0.400000037285,-1.80902511074e-05,2.13178372466e-06,0.00106644419533,2.13178372466e-06,0.00106644419533,0,0,0
1,0.002,2,0.829977631569,0,1.7389947176,0,0,1.7389947176,0,1.7389947176,1.7389947176,300,0,0.830000029828,1.44722008942e-05,0.82997760781,-0.011196095202,2.24220185385e-05,0.0112105674028,1.64277853917,0.0962161555704,1.73899469474,0,0,0.82995354774,-0.0232261301443,-1.30085520134e-09,3.25213798363e-07,0.82995354774,0.830000057142,1.26813219984e-05,-0.0232261301443,0.853391913014,0.00135115124009,0.0234383652743,0.0245772813844,0.477617140142,1.73899469474,1.73899469474,0.830000029828,1.44722008942e-05,2.24220185385e-05,0.0112105674028,2.24220185385e-05,0.0112105674028,0,0,0
2,0.004,1,-0.400050282478,0,-3.55172157288,0,0,-3.55172157288,0,-3.55172157288,-3.55172157288,200,0,-0.400000071428,-1.58516524891e-05,-0.400050269509,-0.0240502199371,5.01980811905e-05,0.0240343682846,-3.54003132749,-0.0123737314425,-3.55172146094,-8.43948135576e-06,-0.00105493516947,-0.399980972964,0.00473730138523,2.26373031431e-09,-5.65932581281e-07,-0.399989412446,-0.400000100014,-1.25955090443e-05,0.00368236621576,-0.429476213251,-0.000752755198085,-0.0294868008058,-0.00443512141385,-0.0141303936574,-3.55172146094,-3.55172146094,-0.400000071428,-1.58516524891e-05,5.01980811905e-05,0.0240343682846,5.01980811905e-05,0.0240343682846,-0.000683597989815,0,0
2,0.004,2,0.830021679401,0,1.72685003281,0,0,1.72685003281,0,1.72685003281,1.72685003281,300,0,0.830000057142,1.26813219984e-05,0.830021695162,0.0220436760777,-2.16380196901e-05,-0.0220309947557,1.64269100294,0.0859367965294,1.7268500009,1.29924377378e-05,0.00216540628962,0.829909005948,-0.022270895864,-1.81098425145e-09,4.52746070602e-07,0.829921998386,0.830000080011,1.00764072409e-05,-0.0201054895744,0.853365379418,0.00134784259488,0.0234433810318,0.0214533321693,0.417139380194,1.7268500009,1.7268500009,0.830000057142,1.26813219984e-05,-2.16380196901e-05,-0.0220309947557,-2.16380196901e-05,-0.0220309947557,0.00177779856378,0,0
3,0.006,1,-0.400143712759,0,-3.52892565727,0,0,-3.52892565727,0,-3.52892565727,-3.52892565727,200,0,-0.400000100014,-1.25955090443e-05,-0.400143708373,-0.0467194322723,0.000143608359121,0.0467068367632,-3.53974385925,0.00749180476102,-3.52892567287,-4.46610336194e-05,-0.00509735902447,-0.399982104235,0.00365410542845,2.67268651655e-09,-6.68171625637e-07,-0.400026765268,-0.400000121365,-8.67069328498e-06,-0.00144325359602,-0.429451838325,-0.000748888966806,-0.0294250730563,0.000694364629211,0.0142279824864,-3.52892567287,-3.52892567287,-0.400000100014,-1.25955090443e-05,0.000143608359121,0.0467068367632,0.000143608359121,0.0467068367632,-0.0033263816164,0,0
3,0.006,2,0.83013099432,0,1.68641197681,0,0,1.68641197681,0,1.68641197681,1.68641197681,300,0,0.830000080011,1.00764072409e-05,0.830130979831,0.0546423347682,-0.000130899819936,-0.054632258361,1.64263182031,0.0502157852096,1.68641191891,5.51355028302e-05,0.00780339044635,0.829883455964,-0.019271210814,-2.13814910222e-09,5.34537277159e-07,0.829938591467,0.830000097092,6.93655463142e-06,-0.0114678203677,0.853298234885,0.00134139954288,0.0233596434181,0.0128092199105,0.220664955742,1.68641191891,1.68641191891,0.830000080011,1.00764072409e-05,-0.000130899819936,-0.054632258361,-0.000130899819936,-0.054632258361,0.00643568661698,0,0
4,0.008,1,-0.400281518698,0,-3.48948645592,0,0,-3.48948645592,0,-3.48948645592,-3.48948645592,200,0,-0.400000121365,-8.67069328498e-06,-0.400281527769,-0.0689096977107,0.000281406404126,0.0689010270174,-3.53958758923,0.0443733615588,-3.489486568,-8.86651389288e-05,-0.00865944806417,-0.400029594864,-0.00141479763104,2.87619544848e-09,-7.19048855813e-07,-0.400118260003,-0.400000134461,-4.39119047184e-06,-0.0100742456952,-0.429430560087,-0.000744431661338,-0.0293123000842,0.00932981403388,0.0634712249159,-3.489486568,-3.489486568,-0.400000121365,-8.67069328498e-06,0.000281406404126,0.0689010270174,0.000281406404126,0.0689010270174,-0.00572765967208,0,0
4,0.008,2,0.830303370953,0,1.62367522717,0,0,1.62367522717,0,1.62367522717,1.62367522717,300,0,0.830000097092,6.93655463142e-06,0.83030338739,0.0862037794338,-0.00030329029847,-0.0861968428792,1.64259835557,-0.00839608612871,1.62367522444,0.00010940326704,0.0126801669691,0.829916538486,-0.0110264904562,-2.30095642539e-09,5.75239095341e-07,0.830025941753,0.830000107569,3.51295237871e-06,0.00165367651291,0.853239517706,0.00133490344687,0.0232135759529,-0.000318773066039,-0.0841032229021,1.62367522444,1.62367522444,0.830000097092,6.93655463142e-06,-0.00030329029847,-0.0861968428792,-0.00030329029847,-0.0861968428792,0.0105270450099,0,0
