joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,3000,,0.019541,0.035739,4.4584,2.0130,,0,
2,RightKnee,3000,,0.012089,0.021246,2.6528,1.2514,,0,
