joint,joint_id,a11,a12,a21,a22,b1,b2,q0,dq0,u0,r2_q,r2_dq,rmse_q,rmse_dq,samples
Hip,1,1.0000045154353987,0.0019863722086914384,0.0022577184561823572,0.9931861042721326,1.2126105563328543e-05,0.006063052847186121,-0.3055644077257298,-0.044939443387171436,-0.021429199204345478,0.9999997068119245,0.9999933935112331,8.984743523005601e-05,0.002067082968457822,9596
Knee,2,0.9999533482707704,0.0019709309173123494,-0.023325864435061638,0.9854654586274784,2.9989794646133116e-05,0.014994897352763147,0.4931756273375022,0.05641142992959134,0.04304118378372105,0.9999996929658356,0.9999897431713549,0.00011277063032192021,0.0031607847846464444,9596
