case,joint,joint_id,delay_steps,delay_s,eig_index,eig_real,eig_imag,eig_abs,eig_angle_rad
A,Hip,1,5,0.01,10,0.09407360713409176,0.0,0.09407360713409176,0.0
A,Hip,1,5,0.01,11,-0.0014410281546554983,0.0010500246436228903,0.0017830069811207157,2.5118873169998164
A,Hip,1,5,0.01,12,-0.0014410281546554983,-0.0010500246436228903,0.0017830069811207157,-2.5118873169998164
A,Hip,1,5,0.01,13,0.0005535806905406239,0.00168985477039797,0.0017782184134622525,1.2542230243906882
A,Hip,1,5,0.01,14,0.0005535806905406239,-0.00168985477039797,0.0017782184134622525,-1.2542230243906882
A,Hip,1,5,0.01,15,0.001774894703519417,0.0,0.001774894703519417,0.0
A,Knee,2,0,0.0,0,0.23501579741701406,0.307866731094387,0.3873168588511202,0.9187940674289321
A,Knee,2,0,0.0,1,0.23501579741701406,-0.307866731094387,0.3873168588511202,-0.9187940674289321
A,Knee,2,0,0.0,2,0.9534227723884481,0.03841860176523109,0.9541965058993194,0.040273663880595494
A,Knee,2,0,0.0,3,0.9534227723884481,-0.03841860176523109,0.9541965058993194,-0.040273663880595494
A,Knee,2,0,0.0,4,0.7745624768450471,0.0,0.7745624768450471,0.0
A,Knee,2,0,0.0,5,0.19082473521917273,0.0,0.19082473521917273,0.0
A,Knee,2,1,0.002,0,0.9505396148268214,0.04130602276838833,0.9514366751771053,0.04342801839991999
A,Knee,2,1,0.002,1,0.9505396148268214,-0.04130602276838833,0.9514366751771053,-0.04342801839991999
A,Knee,2,1,0.002,2,0.8085490009045921,0.0,0.8085490009045921,0.0
A,Knee,2,1,0.002,3,0.23221188081849475,0.3093953559644906,0.38684343588286035,0.926953242239821
A,Knee,2,1,0.002,4,0.23221188081849475,-0.3093953559644906,0.38684343588286035,-0.926953242239821
A,Knee,2,1,0.002,5,0.17788234148002446,0.0,0.17788234148002446,0.0
A,Knee,2,1,0.002,6,-0.009669982000108105,0.0,0.009669982000108105,3.141592653589793
A,Knee,2,1,0.002,7,3.2898345958528332e-15,0.0,3.2898345958528332e-15,0.0
A,Knee,2,2,0.004,0,0.9469265672759359,0.04583591648382581,0.9480352604481016,0.048367180608628345
A,Knee,2,2,0.004,1,0.9469265672759359,-0.04583591648382581,0.9480352604481016,-0.048367180608628345
A,Knee,2,2,0.004,2,0.8477487786086234,0.0,0.8477487786086234,0.0
A,Knee,2,2,0.004,3,0.2296520961794301,0.31640386226891626,0.39096226075964613,0.9429511804225567
A,Knee,2,2,0.004,4,0.2296520961794301,-0.31640386226891626,0.39096226075964613,-0.9429511804225567
A,Knee,2,2,0.004,5,0.005323041840266813,0.11112171048897129,0.11124913175583882,1.5229301100478843
A,Knee,2,2,0.004,6,0.005323041840266813,-0.11112171048897129,0.11124913175583882,-1.5229301100478843
A,Knee,2,2,0.004,7,0.13071216247522385,0.0,0.13071216247522385,0.0
A,Knee,2,2,0.004,8,1.683491191319027e-14,7.616041736788247e-08,7.616041736788433e-08,1.5707961057494704
A,Knee,2,2,0.004,9,1.683491191319027e-14,-7.616041736788247e-08,7.616041736788433e-08,-1.5707961057494704
A,Knee,2,5,0.01,0,0.9525868562080744,0.07339306168387538,0.9554099958257272,0.07689414726733486
A,Knee,2,5,0.01,1,0.9525868562080744,-0.07339306168387538,0.9554099958257272,-0.07689414726733486
A,Knee,2,5,0.01,2,0.9252149618366117,0.0,0.9252149618366117,0.0
A,Knee,2,5,0.01,3,0.3662868489621738,0.42141981259919553,0.5583553654920667,0.8552759500853542
A,Knee,2,5,0.01,4,0.3662868489621738,-0.42141981259919553,0.5583553654920667,-0.8552759500853542
A,Knee,2,5,0.01,5,-0.3805370238671873,0.0,0.3805370238671873,3.141592653589793
A,Knee,2,5,0.01,6,-0.1602613906615145,0.3718097071466672,0.4048779713262417,1.9777639046746291
A,Knee,2,5,0.01,7,-0.1602613906615145,-0.3718097071466672,0.4048779713262417,-1.9777639046746291
A,Knee,2,5,0.01,8,0.193538489448433,0.2924239650038796,0.35066924901760554,0.9861412533003037
A,Knee,2,5,0.01,9,0.193538489448433,-0.2924239650038796,0.35066924901760554,-0.9861412533003037
A,Knee,2,5,0.01,10,0.09328480582703218,0.0,0.09328480582703218,0.0
A,Knee,2,5,0.01,11,-0.0008743025141661605,0.0,0.0008743025141661605,3.141592653589793
A,Knee,2,5,0.01,12,-0.0002771348014649938,0.0008337415059055146,0.0008785946715366745,1.8917057009514
A,Knee,2,5,0.01,13,-0.0002771348014649938,-0.0008337415059055146,0.0008785946715366745,-1.8917057009514
