joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,5000,,0.565351,1.730163,18.0000,8.5489,,0,
2,RightKnee,5000,,0.295183,0.927275,18.0000,4.0868,,0,
