case,window,signal,unit,samples,fs_hz,peak_freq_hz_0p5_100,peak_psd,psd_at_0p8_hz,psd_at_5_hz,psd_at_20_hz,bandpower_0p5_3hz,bandpower_3_15hz,bandpower_15_80hz
D,full,tau_total_hip,N m,4000,500.0000000000551,0.9765625000001076,1.2107744443904325,1.2107744443904325,0.003592205886705197,0.08977562705798885,0.9418816760916414,0.013639349864168543,0.3703189675893852
D,full,tau_total_knee,N m,4000,500.0000000000551,0.9765625000001076,0.44810347975340065,0.44810347975340065,0.0013638190315899527,0.06067893835755922,0.3094264680185158,0.004069179190542428,0.20566730951262202
D,full,delta_tau_total_hip,N m/sample,4000,500.0000000000551,20.50781250000226,0.007715991908756418,0.00013260643825893024,1.1214177698994884e-05,0.005283134530991243,0.00019776805202009046,9.73707044755485e-05,0.026156698237034672
D,full,delta_tau_total_knee,N m/sample,4000,500.0000000000551,20.50781250000226,0.004434334153200278,4.8828075234720886e-05,4.801798788192799e-06,0.003563296803635607,4.3448253137854165e-05,1.734716252192022e-05,0.014329869770339553
D,full,eta_q_hip,rad,4000,500.0000000000551,0.9765625000001076,2.5691374273026894e-08,2.5691374273026894e-08,7.471340973223049e-12,1.85087823048078e-10,1.264208917049493e-08,2.1457081492052786e-11,6.546845683468525e-10
D,full,eta_q_knee,rad,4000,500.0000000000551,0.9765625000001076,5.994253686502194e-08,5.994253686502194e-08,4.095132465868669e-11,3.5698329677946065e-10,3.049123692949784e-08,1.2390418292668176e-10,1.2292795441567858e-09
D,full,eta_dq_hip,rad/s,4000,500.0000000000551,0.9765625000001076,2.6351551198650965e-06,2.6351551198650965e-06,7.46545615748745e-08,1.819769333212092e-06,2.2613115360057177e-06,2.142193631043608e-07,6.426786552752572e-06
D,full,eta_dq_knee,rad/s,4000,500.0000000000551,0.9765625000001076,1.4699609651518456e-05,1.4699609651518456e-05,1.748862120865937e-07,1.5659194930878219e-06,1.2387822626660264e-05,5.286084425960854e-07,5.408705302884839e-06
D,full,eta_u_hip,N m,4000,500.0000000000551,0.9765625000001076,1.736049005270125e-06,1.736049005270125e-06,2.3413619872468015e-08,5.717055797320375e-07,1.1533231149878505e-06,6.719084826532064e-08,2.019392196300331e-06
D,full,eta_u_knee,N m,4000,500.0000000000551,0.9765625000001076,7.20074884550533e-06,7.20074884550533e-06,6.124125362074339e-08,5.44443489848462e-07,5.341366510821913e-06,1.8512846586378044e-07,1.8791006936989924e-06
D,post_startup,e_hip,rad,2500,500.0000000000551,0.9765625000001076,7.84971341285913e-05,7.84971341285913e-05,9.624621388993996e-08,1.7198071003074643e-09,6.647810602767892e-05,3.5030698185433027e-07,7.242262146667044e-09
D,post_startup,e_knee,rad,2500,500.0000000000551,0.9765625000001076,4.525670913613203e-05,4.525670913613203e-05,2.529760869536761e-07,6.825473060651458e-09,3.5308903475169456e-05,8.097953805077101e-07,2.3222392770666393e-08
D,post_startup,e_coord,rad,2500,500.0000000000551,0.9765625000001076,0.00023985695120435545,0.00023985695120435545,6.135848396702788e-07,1.3366908306442932e-08,0.00018411416512172397,1.8564826574462695e-06,4.9989317917379275e-08
D,post_startup,tau_total_hip,N m,2500,500.0000000000551,0.9765625000001076,1.4694984895080665,1.4694984895080665,0.006083045889269534,0.09320654899405709,1.111508794261974,0.019996453244417685,0.4180848485245042
D,post_startup,tau_total_knee,N m,2500,500.0000000000551,0.9765625000001076,0.557461980724055,0.557461980724055,0.002287853635668723,0.07126941258836911,0.40572438955393747,0.006174093961699879,0.25168248990012076
D,post_startup,delta_tau_total_hip,N m/sample,2500,500.0000000000551,20.50781250000226,0.00823151755179553,0.00016820181179185716,1.889663989882597e-05,0.005458009878194262,0.0002562890475704969,0.00013128566099981324,0.02973780476525223
D,post_startup,delta_tau_total_knee,N m/sample,2500,500.0000000000551,20.50781250000226,0.005289575090177727,6.111442700963709e-05,7.503030092857457e-06,0.004165019868459129,6.271203596832353e-05,2.5725327563634374e-05,0.017517902055406986
D,post_startup,eta_q_hip,rad,2500,500.0000000000551,0.9765625000001076,4.0471163779945137e-10,4.0471163779945137e-10,1.2038448129026025e-11,2.1374088342195587e-10,3.400339457233885e-10,3.341294066252554e-11,7.93332664772984e-10
D,post_startup,eta_q_knee,rad,2500,500.0000000000551,0.9765625000001076,5.561347225886532e-09,5.561347225886532e-09,6.812252605405443e-11,4.0926182829786287e-10,4.45685215181594e-09,1.9436732375819058e-10,1.4761476082384149e-09
D,post_startup,eta_dq_hip,rad/s,2500,500.0000000000551,0.9765625000001076,4.046960898382422e-06,4.046960898382422e-06,1.2026768629386548e-07,2.101250048093741e-06,3.400564505737959e-06,3.3364359149227354e-07,7.786938539220421e-06
D,post_startup,eta_dq_knee,rad/s,2500,500.0000000000551,0.9765625000001076,2.3673739444182153e-05,2.3673739444182153e-05,2.9025910975522527e-07,1.7925779748914579e-06,1.9001453936955228e-05,8.300500566178382e-07,6.491037201331322e-06
D,post_startup,eta_u_hip,N m,2500,500.0000000000551,0.9765625000001076,1.2691321162849674e-06,1.2691321162849674e-06,3.771982588062951e-08,6.601448212831039e-07,1.0664093688995873e-06,1.0464673726048108e-07,2.4468033177008195e-06
D,post_startup,eta_u_knee,N m,2500,500.0000000000551,0.9765625000001076,8.295680746048915e-06,8.295680746048915e-06,1.0167902285576479e-07,6.233951446047344e-07,6.656783726040119e-06,2.906576530006805e-07,2.2553070970706286e-06
D,disturbance,e_hip,rad,700,500.0000000000551,0.9765625000001076,6.309671526524755e-05,6.309671526524755e-05,4.7537998627535944e-08,2.738689509703062e-09,6.999281002757903e-05,1.323401366017132e-07,7.935786190840927e-09
D,disturbance,e_knee,rad,700,500.0000000000551,0.9765625000001076,2.972690607768683e-05,2.972690607768683e-05,1.8010938032200444e-07,1.2626200413622142e-08,1.7459280373249154e-05,6.839263454239715e-07,3.2802775809610857e-08
D,disturbance,e_coord,rad,700,500.0000000000551,0.9765625000001076,0.00017166543333255744,0.00017166543333255744,3.7620174136155883e-07,2.4445161943137497e-08,0.0001127331404317399,8.979837912793533e-07,6.568726870160802e-08
D,disturbance,tau_total_hip,N m,700,500.0000000000551,0.9765625000001076,1.2994063294526799,1.2994063294526799,0.001631606473206125,0.14204594029975443,0.9432339351870624,0.006710621431343371,0.4508000338525655
D,disturbance,tau_total_knee,N m,700,500.0000000000551,0.9765625000001076,0.6823670463189233,0.6823670463189233,0.00162856591115561,0.1118637206511511,0.6139134216981114,0.0056285304491513755,0.32030262294293405
D,disturbance,delta_tau_total_hip,N m/sample,700,500.0000000000551,20.50781250000226,0.011521574422673422,0.00013869843520565892,5.489112632353964e-06,0.008570678077539475,0.0003421166773505173,5.601209213990596e-05,0.03238535680090279
D,disturbance,delta_tau_total_knee,N m/sample,700,500.0000000000551,20.50781250000226,0.007598867130904339,0.00010628261966490882,5.776700720376378e-06,0.006722844798422213,0.00015552261290241532,2.364642498081984e-05,0.022245399760055875
D,disturbance,eta_q_hip,rad,700,500.0000000000551,20.50781250000226,4.0007684271398617e-10,1.8420173016595903e-10,1.6744749913097076e-12,3.7144493221637756e-10,1.6509577882581575e-10,8.856333375841176e-12,1.0426827844289185e-09
D,disturbance,eta_q_knee,rad,700,500.0000000000551,0.9765625000001076,1.5043913452871091e-09,1.5043913452871091e-09,7.718479063886144e-12,7.674640307807596e-10,1.0093411136044107e-09,4.2152879413246366e-11,2.1065387687475035e-09
D,disturbance,eta_dq_hip,rad/s,700,500.0000000000551,20.50781250000226,3.923584398644046e-06,1.8389848491942302e-06,1.6680859322061988e-08,3.648669870179459e-06,1.6491537187526992e-06,8.820642624422837e-08,1.0232863216441882e-05
D,disturbance,eta_dq_knee,rad/s,700,500.0000000000551,0.9765625000001076,6.2916272158411615e-06,6.2916272158411615e-06,3.1274552812077284e-08,3.3567328499904196e-06,4.247276408257442e-06,1.7606956130508206e-07,9.253374671519959e-06
D,disturbance,eta_u_hip,N m,700,500.0000000000551,20.50781250000226,1.2329802460901745e-06,5.768075016012974e-07,5.233256171595383e-09,1.1463932343068213e-06,5.172351655199154e-07,2.767342363088441e-08,3.2154140580201184e-06
D,disturbance,eta_u_knee,N m,700,500.0000000000551,0.9765625000001076,2.210796211172986e-06,2.210796211172986e-06,1.1042422790296542e-08,1.1674922709416334e-06,1.490983457923463e-06,6.18575497525627e-08,3.2155620725410476e-06
