case,window,signal,unit,samples,fs_hz,peak_freq_hz_0p5_100,peak_psd,psd_at_0p8_hz,psd_at_5_hz,psd_at_20_hz,bandpower_0p5_3hz,bandpower_3_15hz,bandpower_15_80hz
C,post_startup,eta_u_knee,N m,2500,500.0000000000551,0.9765625000001076,8.287813245469597e-06,8.287813245469597e-06,1.0454967617989199e-07,6.233151203306923e-07,6.641594411019386e-06,2.9588023670019945e-07,2.2529993185752486e-06
C,disturbance,e_hip,rad,700,500.0000000000551,0.9765625000001076,6.345123444594287e-05,6.345123444594287e-05,5.037254202938163e-08,2.7626977059333186e-09,6.918158706409772e-05,1.4125797677039716e-07,7.98621891487885e-09
C,disturbance,e_knee,rad,700,500.0000000000551,0.9765625000001076,2.9737137741018522e-05,2.9737137741018522e-05,1.8910569755326894e-07,1.2635481282073325e-08,1.7441439789568232e-05,6.949864026038188e-07,3.282606627160163e-08
C,disturbance,e_coord,rad,700,500.0000000000551,0.9765625000001076,0.00017274312275399067,0.00017274312275399067,3.9297855163671827e-07,2.452160838066548e-08,0.00011252103081441674,9.354095330149359e-07,6.584064350721234e-08
C,disturbance,tau_total_hip,N m,700,500.0000000000551,0.9765625000001076,1.2974516847925277,1.2974516847925277,0.0018383451944861805,0.14265631056693018,0.9314492218703683,0.006898875318620918,0.45111584434364643
C,disturbance,tau_total_knee,N m,700,500.0000000000551,0.9765625000001076,0.682205180242633,0.682205180242633,0.0017889194142672806,0.11177168946763982,0.6124594285398495,0.005935887189418518,0.3202506263029431
C,disturbance,delta_tau_total_hip,N m/sample,700,500.0000000000551,20.50781250000226,0.011507053007536213,0.00013764157569552807,6.134787369223666e-06,0.008605977864932434,0.00033565184878882424,5.722142681972929e-05,0.032395373392027624
C,disturbance,delta_tau_total_knee,N m/sample,700,500.0000000000551,20.50781250000226,0.007603345404940476,0.00010631625136448138,6.334212973259666e-06,0.006717521715524515,0.00015451850056359592,2.6208503499800118e-05,0.022246718431319434
C,disturbance,eta_q_hip,rad,700,500.0000000000551,20.50781250000226,4.3778105045847197e-10,2.70182716045059e-10,2.6618366530301225e-12,4.1303270297298933e-10,2.393384333890798e-10,1.3122201684717796e-11,1.1470258157364056e-09
C,disturbance,eta_q_knee,rad,700,500.0000000000551,0.9765625000001076,1.5040209168916737e-09,1.5040209168916737e-09,8.151986657125854e-12,7.678932568984225e-10,1.005236231839325e-09,4.413808498836838e-11,2.1059318599750328e-09
C,disturbance,eta_dq_hip,rad/s,700,500.0000000000551,20.50781250000226,3.0177779002455955e-06,1.8660116243282835e-06,1.8246193677814686e-08,2.8478983951379555e-06,1.6562312285356474e-06,9.050416604008165e-08,7.914747054879049e-06
C,disturbance,eta_dq_knee,rad/s,700,500.0000000000551,0.9765625000001076,6.289815797790017e-06,6.289815797790017e-06,3.306066952232943e-08,3.3586220113592697e-06,4.229489999355447e-06,1.8443389699915727e-07,9.250579896801161e-06
C,disturbance,eta_u_hip,N m,700,500.0000000000551,20.50781250000226,9.877122946611063e-07,6.109510438539307e-07,5.979468464682459e-09,9.321349951215566e-07,5.421316953884448e-07,2.963487181090314e-08,2.5901872890472464e-06
C,disturbance,eta_u_knee,N m,700,500.0000000000551,0.9765625000001076,2.2101741135724626e-06,2.2101741135724626e-06,1.167136452262884e-08,1.1681490136398895e-06,1.4847682169778407e-06,6.479150349009899e-08,3.2145996712730943e-06
D,full,e_hip,rad,4000,500.0000000000551,0.9765625000001076,5.260356979450318e-05,5.260356979450318e-05,5.2526905180424884e-08,1.5650041140222257e-09,4.611770806073564e-05,2.429834091965949e-07,6.180915855556566e-09
D,full,e_knee,rad,4000,500.0000000000551,0.9765625000001076,2.853701424399409e-05,2.853701424399409e-05,1.4144699076664412e-07,6.06951266734673e-09,2.365104218520141e-05,5.293031800969804e-07,1.9533508856409235e-08
D,full,e_coord,rad,4000,500.0000000000551,0.9765625000001076,0.00015576925346119262,0.00015576925346119262,3.3331545031174416e-07,1.2174588726995284e-08,0.00012497195597848572,1.2133901853244424e-06,4.247639411263791e-08
