cycle,t,joint_id,motor_q,motor_dq,motor_tau,motor_kp,motor_kd,q_ref_shaped,dq_ref_shaped,q_actual,dq_actual,q_error_raw,dq_error_raw,u_star,u_feedback,u_t,eta_q,eta_dq,x_hat_q,x_hat_dq,rho_q,rho_dq,x_bar_q,q_ref_shaped_next,dq_ref_shaped_next,x_bar_dq,r_d_q,r_d_dq,e_q,e_dq,observer_qacc,observer_tau_applied,u_raw,q_ref_raw,dq_ref_raw,q_error_raw2,dq_error_raw2,q_error_shaped,dq_error_shaped,eta_u,flags,joint_flags
0,0,1,-0.414400011301,0,0.20000000298,0,0,-0.4144,0,-0.4144,0,0,-0.000596700463356,-3.76504506842,0,0.2,-0.4144,0,0,0,-2.05735428693e-12,5.14335262627e-10,-0.4144,-0.414400000002,-2.32626813238e-09,0,-0.238880097623,0.00731332926571,0.175519902377,0.00731332926571,3.94498265864,0.2,21.0989549316,-0.4144,-0.000596700463356,0,-0.000596700463356,0,0,-24.864,4,0
0,0,2,0.643000006676,0,-0.20000000298,0,0,0.643,0,0.643,0,0,0.000745872260646,0.807493368248,0,-0.2,0.643,0,0,0,2.57160959194e-12,-6.42905513529e-10,0.643,0.643000000002,2.90782222792e-09,0,0.328774641538,-0.0130927232692,-0.314225358462,-0.0130927232692,-4.02758156744,-0.2,-37.7725066318,0.643,0.000745872260646,0,0.000745872260646,0,0,38.58,4,0
10,0.02,1,-0.414732784033,0,-1.79999995232,0,0,-0.414400000327,2.50388597634e-08,-0.414732786185,-0.0492443342939,0.000330323005681,0.0496787322312,-3.76503108757,0.00933435631871,-1.8,-0.000117948964878,-0.0109188827628,-0.41447416393,0.013662738177,2.13670747762e-11,-5.34177393538e-09,-0.414592112895,-0.414400000246,5.63492049257e-08,0.00274385541419,-0.445207845617,-0.00128363518154,-0.0306157327214,-0.00402749059573,1.95533574508,-1.8,-3.69402537954,-0.41440246318,0.000434397937324,0.000330323005681,0.0496787322312,0.00033278585823,0.0492443593327,-0.0616713517066,4,0
10,0.02,2,0.64358907938,0,0.549487769604,0,0,0.643000000409,-3.12984354504e-08,0.643589076504,0.081595684194,-0.000585997543724,-0.0821386791997,0.807488995555,-0.195631626136,0.54948777643,0.000119135681162,0.0110442904238,0.643326265712,0.0173923798898,-2.67087463257e-11,6.67718928406e-09,0.643445401393,0.643000000308,-7.04361927704e-08,0.0284366703136,0.649198567362,0.000258242324638,0.00575316596979,-0.028178427989,-1.15322415113,0.54948777643,0.54948777643,0.643003078961,-0.000542995005749,-0.000585997543724,-0.0821386791997,-0.000589076095712,-0.0815957154924,0.0623695929887,4,0
20,0.04,1,-0.416996836662,0,-2.86016535759,0,0,-0.414399997759,3.83562947459e-08,-0.416996835932,-0.170284329573,0.00260107489175,0.170145895066,-3.76508231777,0.822979661914,-2.86016527322,-0.000157961651444,-0.0144919367104,-0.416664489799,-0.0919650687335,-6.35007602057e-11,1.58751939653e-08,-0.41682245145,-0.414399997771,-5.3598054414e-08,-0.106457005444,-0.445039678329,-0.00127661500077,-0.0282172268786,0.105180390443,1.04358187295,-2.86016527322,-2.86016527322,-0.41439576104,-0.000138434507498,0.00260107489175,0.170145895066,0.00259683817234,0.170284367929,-0.0819373826385,4,0
20,0.04,2,0.646434664726,0,-0.240611165762,0,0,0.642999997199,-4.79451551097e-08,0.646434639268,0.182535319369,-0.00343993794491,-0.182362277004,0.807504918592,-0.960203620109,-0.240611171774,0.000169486581338,0.0155486550752,0.646078058368,0.0985508749986,7.93756171902e-11,-1.98439139138e-08,0.646247544949,0.642999997214,6.69972699349e-08,0.114099530074,0.648986208208,0.00024937751354,0.00273866325856,-0.11385015256,-4.70536399653,-0.240611171774,-0.240611171774,0.642994701323,0.000173042364471,-0.00343993794491,-0.182362277004,-0.00343464206921,-0.182535367314,0.0879124702561,4,0
30,0.06,1,-0.421369433403,0,-1.8710309267,0,0,-0.414399972952,9.98840577442e-06,-0.421369442013,-0.247432055516,0.00699228648553,0.25511187177,-3.76276339311,1.83098018481,-1.87103086765,-0.000117632092967,-0.0107388830142,-0.421127163793,-0.191171415131,3.79151715579e-09,-9.47879284879e-07,-0.421244795886,-0.414399947731,1.54540247282e-05,-0.201910298146,-0.445196598692,-0.00127320433338,-0.0239518028059,0.200637093812,2.19083306767,-1.87103086765,-1.87103086765,-0.414377155527,0.00767981625359,0.00699228648553,0.25511187177,0.00696946906068,0.247442043922,-0.0607523406492,4,0
30,0.06,2,0.650176763535,0,-0.747877538204,0,0,0.64299996619,-1.24855124484e-05,0.6501767572,0.174761270009,-0.00720531282389,-0.184361043645,0.806774129055,-1.49333637081,-0.747877518266,0.000118881784547,0.0108364738878,0.649933462962,0.118561229401,-4.73939687495e-09,1.18484921167e-06,0.650052344747,0.642999934664,-1.93175367157e-05,0.129397703289,0.649201356991,0.000245905770929,-0.000850987755649,-0.129151797518,-6.86382123543,-0.747877518266,-0.747877518266,0.642971444376,-0.00959977363577,-0.00720531282389,-0.184361043645,-0.00717679100967,-0.174773755521,0.0613152765117,4,0
40,0.08,1,-0.426629394293,0,-1.06916153431,0,0,-0.41439880784,0.000131973284938,-0.426629401918,-0.269875173193,0.0127983412552,0.318762569233,-3.756392538,2.64457236869,-1.06916153317,-8.24416428272e-05,-0.00754242751574,-0.426458191394,-0.22983626821,1.37005730649e-08,-3.42514326038e-06,-0.426540633037,-0.414398523762,0.00015231472383,-0.237378695726,-0.445292954684,-0.00115528283356,-0.0187523216469,0.236223412892,3.10544711741,-1.06916153317,-1.06916153317,-0.413831060663,0.04888739604,0.0127983412552,0.318762569233,0.0122305940778,0.270007146478,-0.0426586361484,4,0
40,0.08,2,0.652914226055,0,-0.780701994896,0,0,0.6429985098,-0.000164966618242,0.652914224614,0.101708441573,-0.0106253988847,-0.16281768992,0.80467656856,-1.54734229064,-0.780701983571,7.36334432554e-05,0.00672365097943,0.652762564493,0.0664753252736,-1.71257168446e-08,4.28142920167e-06,0.652836197936,0.642998154702,-0.00019039341767,0.073198976253,0.649376106809,0.000100766590447,-0.00346009112715,-0.0730982096625,-6.82115542236,-0.780701983571,-0.780701983571,0.642288825729,-0.061109248347,-0.0106253988847,-0.16281768992,-0.00991571481369,-0.101873408191,0.0380362614925,4,0
