family,method,scan,group,ko_scale,ku_scale,target,disturbance_method,repeat,status,returncode,config,log_path,duration_s,rows_total,rows_steady,flag_nonzero_rows,sat_rows,max_lowstate_gap_s,hip_rmse_rad,hip_vel_rmse_rad_s,hip_max_abs_err_rad,hip_tau_est_rms_nm,hip_tau_est_diff_rms_nm_per_sample,hip_tau_cmd_rms_nm,hip_tau_cmd_diff_rms_nm_per_sample,hip_max_abs_tau_est_nm,hip_max_abs_tau_cmd_nm,hip_max_abs_dq_rad_s,hip_ref_acc_rms_rad_s2,hip_ref_jerk_rms_rad_s3,hip_eta_q_rms,hip_eta_dq_rms,hip_eta_u_rms_nm,knee_rmse_rad,knee_vel_rmse_rad_s,knee_max_abs_err_rad,knee_tau_est_rms_nm,knee_tau_est_diff_rms_nm_per_sample,knee_tau_cmd_rms_nm,knee_tau_cmd_diff_rms_nm_per_sample,knee_max_abs_tau_est_nm,knee_max_abs_tau_cmd_nm,knee_max_abs_dq_rad_s,knee_ref_acc_rms_rad_s2,knee_ref_jerk_rms_rad_s3,knee_eta_q_rms,knee_eta_dq_rms,knee_eta_u_rms_nm,coord_rmse_rad,coord_max_abs_rad,condition_key
P4-Ko,,ko,o3,0.75,1.0,none,none,r02,ok,0,config/h1_real_p4_ko_o3_hip_knee_eid.yaml,data/20260623_170218/h1_real_p4_ko_o3_hip_knee_eid_log.csv,7.999427973999445,7798,4868,4868,4868,nan,0.00806547284202167,0.11702868522784822,0.018702234136223517,2.702015307127932,0.49409969661547576,2.7391425688263737,0.18378691019136195,6.796875,6.38639497756958,1.281445860862732,4.371947430036028,263.7222051298443,0.00038939209766783363,0.007518937383683629,0.010482884307985694,0.01792767721055508,0.23174758988757874,0.035108442254054406,2.5600889011515804,0.7652673096237625,2.578494473415284,0.14027356352045775,6.65625,5.890916347503662,1.6762958765029907,5.46493428753566,329.65275641115505,0.00047569442725392276,0.0149246701301107,0.018567638327699167,0.02525953097077467,0.05139698651550573,P4-Ko:o3
P4-Ko,,ko,o3,0.75,1.0,none,none,r03,ok,0,config/h1_real_p4_ko_o3_hip_knee_eid.yaml,data/20260623_170231/h1_real_p4_ko_o3_hip_knee_eid_log.csv,7.99931740699958,7808,4876,4876,4876,nan,0.008150594816403478,0.1150391132808302,0.01839040541179704,2.7067774502513635,0.5035811119733342,2.748355682926697,0.18365985559882955,6.85546875,6.453319072723389,1.2846530675888062,4.372922341982489,263.68757636619,0.0003758969717524383,0.006528710686587348,0.009427121614321896,0.017977715052128865,0.2396053480606569,0.03541524305987098,2.5805132638203725,0.8024870497192916,2.6039314350673073,0.1413464170763659,6.75,6.155441761016846,1.6474090814590454,5.466152927464379,329.6094704539163,0.00046862284986587513,0.015126658248332649,0.018761639111467058,0.02544069339347619,0.05078284557395607,P4-Ko:o3
P4-Ko,,ko,o4,1.0,1.0,none,none,r01,ok,0,config/h1_real_p4_ko_o4_hip_knee_eid.yaml,data/20260623_170245/h1_real_p4_ko_o4_hip_knee_eid_log.csv,7.998933803,7804,4876,4876,4876,nan,0.007697463664991468,0.10913137009764488,0.01749083665188722,2.6827116793768853,0.4931386992416735,2.7270958082922143,0.18645093205429872,6.62109375,6.349180221557617,1.3004995584487915,4.373826630388609,263.6234905954167,0.0004579828201645541,0.008498776216232285,0.011790284772900143,0.01671300018698878,0.20966904537134465,0.032255652605323704,2.4918379470715486,0.7608279207210441,2.5163904179196126,0.1406725485812369,6.46875,5.447936534881592,1.5885324478149414,5.467283287966215,329.52936324115547,0.0005289302807275172,0.014992653872595128,0.018355987201742873,0.023809715777818943,0.048440410864524,P4-Ko:o4
P4-Ko,,ko,o4,1.0,1.0,none,none,r02,ok,0,config/h1_real_p4_ko_o4_hip_knee_eid.yaml,data/20260623_170258/h1_real_p4_ko_o4_hip_knee_eid_log.csv,7.999065506000079,7820,4892,4892,4892,nan,0.007844910924976677,0.11164002681763666,0.017928492044258615,2.702032073239625,0.5028878347418878,2.7472264985693977,0.1847382809214986,7.08984375,6.446629047393799,1.2705854177474976,4.371380828435871,263.52996980909614,0.0005779013320015299,0.006980464391001601,0.011076729765152095,0.017089978229229745,0.2331284649112441,0.036934680513366014,2.5736210239719957,0.7705136510318168,2.6032796006127685,0.14622013178541066,7.96875,6.417895793914795,1.7267788648605347,5.464226035608616,329.4124622594856,0.0007272104052853796,0.015607425561573378,0.02011850452260319,0.024302331683703472,0.05486317255762474,P4-Ko:o4
P4-Ko,,ko,o4,1.0,1.0,none,none,r03,ok,0,config/h1_real_p4_ko_o4_hip_knee_eid.yaml,data/20260623_170312/h1_real_p4_ko_o4_hip_knee_eid_log.csv,7.999642814000254,7820,4884,4884,4884,nan,0.007854457881485505,0.10949363911347992,0.018101938820411445,2.6909482881515787,0.48989756422882935,2.737434784902812,0.18602812609626138,6.97265625,6.326413154602051,1.2710256576538086,4.372951556415163,263.73651517501764,0.0007161575718725878,0.007482030267402873,0.01241944192559754,0.016877810033903852,0.2207359282251575,0.0347386633867558,2.504986772427522,0.7368627753300777,2.5636220596367063,0.1458495629354269,6.65625,5.911123275756836,1.741032361984253,5.4661894455017075,329.6706439665208,0.0008620895693750137,0.015342088085838073,0.020372169495011545,0.024032749709629583,0.05284060220716724,P4-Ko:o4
P4-Ko,,ko,o5,1.25,1.0,none,none,r01,ok,0,config/h1_real_p4_ko_o5_hip_knee_eid.yaml,data/20260623_170325/h1_real_p4_ko_o5_hip_knee_eid_log.csv,7.999119150999832,7816,4882,4882,4882,nan,0.00762555134927302,0.10481643366857088,0.01674378945353866,2.697533259155086,0.5010508453969633,2.7282093233284326,0.18653715096120746,6.97265625,6.383576393127441,1.2982251644134521,4.37460449016443,263.73391429120005,0.0009016016786055979,0.0075432944014156775,0.014515271130499031,0.016279820928596797,0.21200479630291036,0.03532931854181259,2.5166597519524765,0.7582917668605698,2.545673057885319,0.1496703232986563,7.03125,6.6949052810668945,1.631479024887085,5.468255612729452,329.66739286083276,0.0010594153292992035,0.01568563682906931,0.02172444502176774,0.023261475308000587,0.04804910894223724,P4-Ko:o5
P4-Ko,,ko,o5,1.25,1.0,none,none,r02,ok,0,config/h1_real_p4_ko_o5_hip_knee_eid.yaml,data/20260623_170338/h1_real_p4_ko_o5_hip_knee_eid_log.csv,7.998941042000297,7814,4886,4886,4886,nan,0.007686415106579849,0.09845619896408787,0.017182971938833724,2.685236143493544,0.5099669431737147,2.726246849317681,0.18607589446841177,6.6796875,6.406777381896973,1.2026660442352295,4.373944287693539,263.75828803885577,0.0008284232167122465,0.006170401850131713,0.012669334899877118,0.016097899025637984,0.1974440841963889,0.03182358073180047,2.462718412600923,0.7620962876757694,2.494626649705071,0.1475135574185758,6.375,5.592904567718506,1.5999391078948975,5.467430359577577,329.6978600473645,0.0010316841379085053,0.015033784552290137,0.020984838439166497,0.023123504699962234,0.0474173501872619,P4-Ko:o5
P4-Ko,,ko,o5,1.25,1.0,none,none,r03,ok,0,config/h1_real_p4_ko_o5_hip_knee_eid.yaml,data/20260623_170352/h1_real_p4_ko_o5_hip_knee_eid_log.csv,7.9986587829998825,7806,4878,4878,4878,nan,0.007685154419888801,0.10344365496729142,0.01656243849417527,2.6906321752854,0.5103685653195198,2.7271898156092407,0.18676871898226768,6.9140625,6.331527233123779,1.2133859395980835,4.371711904381731,263.94926589535163,0.0006033488520650477,0.007527778235077506,0.011785869698525245,0.016204356779398587,0.20455159885235624,0.03102780946696626,2.4684835964907506,0.7536179336201283,2.514558655478974,0.14281937403967243,6.84375,5.767763137817383,1.565433144569397,5.464639880451362,329.93658236620035,0.0006579492196540404,0.01529749292643029,0.019080805551909608,0.0232834762976699,0.04736232348657632,P4-Ko:o5
P4-Ku,,ku,u1,1.0,0.5,none,none,r01,ok,0,config/h1_real_p4_ku_u1_hip_knee_eid.yaml,data/20260623_170625/h1_real_p4_ku_u1_hip_knee_eid_log.csv,7.999023133999799,7810,4880,4880,4880,nan,0.007944891281212172,0.10984359402499076,0.02315366840202998,2.7096142075067493,0.5112133980587388,2.742372890886382,0.18632885212690245,7.08984375,6.718405246734619,1.2818692922592163,4.373562085030724,263.70924861481427,0.0008012713857872335,0.007008075235482737,0.006538052735754924,0.016876283754822245,0.22413330468330217,0.04022340817353898,2.5405779289088155,0.7579576683625018,2.5783519449042824,0.14884021523043292,7.125,6.837924003601074,1.6631953716278076,5.4669526062887455,329.6365607667204,0.0009444614138256102,0.015477374955163905,0.010528680550747438,0.024058526254169186,0.06323725754032805,P4-Ku:u1
P4-Ku,,ku,u1,1.0,0.5,none,none,r02,ok,0,config/h1_real_p4_ku_u1_hip_knee_eid.yaml,data/20260623_170639/h1_real_p4_ku_u1_hip_knee_eid_log.csv,7.998875601000691,7804,4876,4876,4876,nan,0.007782407851328516,0.10991588839485927,0.017540070037097122,2.681172953777308,0.4961505547867682,2.7258495641710843,0.18640896699796594,7.1484375,6.3914079666137695,1.2544680833816528,4.373131361429193,263.83630255174296,0.0007191315446673997,0.00772226400558634,0.006367835209853926,0.016990176304549878,0.21712778450451908,0.03603539325248206,2.510814849321392,0.7508818740741382,2.5514240958013628,0.14621136555976477,7.5,5.735289573669434,1.607500433921814,5.466414201796576,329.79537818882426,0.0008831129775069916,0.015262740931146166,0.010219040268037027,0.024109728547180062,0.05154432142509213,P4-Ku:u1
P4-Ku,,ku,u1,1.0,0.5,none,none,r03,ok,0,config/h1_real_p4_ku_u1_hip_knee_eid.yaml,data/20260623_170652/h1_real_p4_ku_u1_hip_knee_eid_log.csv,7.998151786000562,7810,4880,4880,4880,nan,0.00775383480446065,0.10637148526872282,0.016848763922749366,2.698258327041294,0.5081810373242743,2.733098713870198,0.18433630039964338,7.20703125,6.4175238609313965,1.2781152725219727,4.3738760703445845,263.91598372074935,0.0004969330948256744,0.007310457909279949,0.005410626013503474,0.016798983249137006,0.212833505333236,0.032521987567350696,2.498977442002077,0.7674519536447455,2.5272474269602583,0.14144037289654995,6.9375,5.730643272399902,1.6096965074539185,5.46734508796145,329.89497965050055,0.0006128834873790672,0.015045906409514323,0.009404193847313768,0.023881503417697608,0.047828864779021485,P4-Ku:u1
P4-Ku,,ku,u2,1.0,0.75,none,none,r01,ok,0,config/h1_real_p4_ku_u2_hip_knee_eid.yaml,data/20260623_170706/h1_real_p4_ku_u2_hip_knee_eid_log.csv,7.997994563000248,7808,4878,4878,4878,nan,0.00786917864730312,0.10792565161778192,0.017859228767374558,2.6869400398248593,0.5085649931218525,2.727754238043718,0.1854499501863774,7.03125,6.413825035095215,1.2897734642028809,4.37350094920431,263.7376085583938,0.0004302670837151288,0.007460816848841,0.007793325220425669,0.01687390662520459,0.21759983851784126,0.03228620853545228,2.5118958501942803,0.7765764641461327,2.548296192181522,0.14103302399123907,7.125,6.078730583190918,1.5969809293746948,5.4668761865110405,329.6720106909145,0.0005291945289970302,0.015151946984699788,0.013918751691577105,0.02409796632382832,0.048379569182379845,P4-Ku:u2
P4-Ku,,ku,u2,1.0,0.75,none,none,r02,ok,0,config/h1_real_p4_ku_u2_hip_knee_eid.yaml,data/20260623_170719/h1_real_p4_ku_u2_hip_knee_eid_log.csv,7.998752514999978,7812,4878,4878,4878,nan,0.007823694861058474,0.1088737451113341,0.017771709456902207,2.6947726965771817,0.5094281875078597,2.7255724826189898,0.18618870888930536,6.73828125,6.399993896484375,1.2922694683074951,4.3744549312593,263.6203934545985,0.00044522341322429,0.0082567449060234,0.008464555961973126,0.016847068219616852,0.21349426893427023,0.032474667164008486,2.5094264167254257,0.7957783163150315,2.5343799796592514,0.1393902726103956,6.84375,5.595516204833984,1.599192500114441,5.468068664074115,329.52549181456226,0.0005107713740148073,0.015095900782099199,0.013831048024278567,0.02406891182497133,0.04852977547283599,P4-Ku:u2
P4-Ku,,ku,u2,1.0,0.75,none,none,r03,ok,0,config/h1_real_p4_ku_u2_hip_knee_eid.yaml,data/20260623_170733/h1_real_p4_ku_u2_hip_knee_eid_log.csv,7.999478656000065,7836,4888,4888,4888,nan,0.007754829379005246,0.10710661736316644,0.017779296349205942,2.68774547101252,0.5001744681481874,2.7284799159376574,0.18409813745252135,6.97265625,6.456150054931641,1.294324278831482,4.37226380121373,263.897008009926,0.00042913119171407557,0.007442586136695662,0.007882283897077106,0.016908858560482538,0.21435455671118367,0.031985197240861685,2.501995402911374,0.7756862879276392,2.5391614710281285,0.1405083479589433,6.9375,5.705793857574463,1.613421082496643,5.4653297515284835,329.87126001078326,0.0005330571421256167,0.015093965662163608,0.013901617605236012,0.024030981872726252,0.04876548653708146,P4-Ku:u2
P4-Ku,,ku,u3,1.0,1.0,none,none,r01,ok,0,config/h1_real_p4_ku_u3_hip_knee_eid.yaml,data/20260623_170746/h1_real_p4_ku_u3_hip_knee_eid_log.csv,7.999977693999426,7810,4874,4874,4874,nan,0.00773250476042951,0.10501137271517555,0.017767955760727427,2.6862462208304936,0.5258476528288643,2.731119158961943,0.1840493005012441,7.03125,6.479588508605957,1.3094531297683716,4.373717665161406,263.7711429359284,0.0004351768959381593,0.007112373624966887,0.010295252857711379,0.016731522269152657,0.21290118973208735,0.031881935583020216,2.509256081292601,0.7638730961788658,2.531992763795191,0.1416585313793254,7.3125,5.795679569244385,1.589073896408081,5.467147081452963,329.71392866612484,0.0005240056206149101,0.01507688846885672,0.01845658398125694,0.0238265086591708,0.04815207213770334,P4-Ku:u3
P4-Ku,,ku,u3,1.0,1.0,none,none,r02,ok,0,config/h1_real_p4_ku_u3_hip_knee_eid.yaml,data/20260623_170759/h1_real_p4_ku_u3_hip_knee_eid_log.csv,7.9984135980002975,7814,4886,4886,4886,nan,0.007779059492712508,0.1057679898639347,0.017367859294046717,2.690152752387605,0.5033893849771853,2.7213084892902204,0.18521776800768078,6.796875,6.419074535369873,1.2784192562103271,4.374120536591529,263.7747287107118,0.0004613490161198671,0.006874531649669058,0.010074222900891354,0.016864989417465597,0.21590841240615882,0.031704562645609835,2.513627855797606,0.7721016892251303,2.5457448955478044,0.14150840260921208,7.21875,5.739761829376221,1.5808637142181396,5.467650670704139,329.7184108855103,0.0005333036309910338,0.015126706872580529,0.018540177546754525,0.02404002325684469,0.04840942670384374,P4-Ku:u3
P4-Ku,,ku,u3,1.0,1.0,none,none,r03,ok,0,config/h1_real_p4_ku_u3_hip_knee_eid.yaml,data/20260623_170813/h1_real_p4_ku_u3_hip_knee_eid_log.csv,7.998325267000837,7814,4884,4884,4884,nan,0.007892406055927628,0.11114885656950861,0.018647431792249036,2.6867326665794367,0.4994297737604958,2.739241028342692,0.18714025644061613,6.73828125,6.232093811035156,1.2910312414169312,4.3714709292981215,263.9304802813271,0.0006849467970995715,0.008455333542845875,0.013029809775287891,0.016886679977829736,0.21593467957261778,0.03521773091353764,2.5030190424021477,0.7517574337307199,2.5449760795514282,0.1465684393868659,6.9375,6.384831428527832,1.598876714706421,5.464338661613276,329.9131003500913,0.0008410501919484439,0.015128490856644928,0.020002475871750403,0.024040120983095645,0.05233660608220836,P4-Ku:u3
P4-Ku,,ku,u4,1.0,1.25,none,none,r01,accepted_after_complete_abort,-6,config/h1_real_p4_ku_u4_hip_knee_eid.yaml,data/20260623_170826/h1_real_p4_ku_u4_hip_knee_eid_log.csv,7.998804824000217,7802,4876,4876,4876,nan,0.00815566002837873,0.11321424328835375,0.021245722017115498,2.719420297512304,0.48499387068265265,2.739178551048236,0.18520447135973328,6.6796875,6.007575511932373,1.3047322034835815,4.371288486874096,263.8930557361748,0.0007608483022368193,0.008637850077881863,0.01748601261591752,0.016995522952959752,0.22741253537074968,0.037087263550418914,2.5540090910551534,0.7696341008456213,2.5892565793418076,0.14738722385213768,7.40625,5.709505081176758,1.656327247619629,5.464110608593068,329.86631966784483,0.0008817621837646659,0.015334452939007278,0.025758262639932028,0.02399017637175923,0.05571307140600357,P4-Ku:u4
P4-Ku,,ku,u4,1.0,1.25,none,none,r02,ok,0,config/h1_real_p4_ku_u4_hip_knee_eid.yaml,data/20260623_170840/h1_real_p4_ku_u4_hip_knee_eid_log.csv,7.999395871000161,7814,4880,4880,4880,nan,0.00790822756682725,0.11056194138304681,0.018498871198359856,2.6950428529420485,0.500175135721477,2.7341005158080693,0.18604436634131996,6.97265625,6.252573490142822,1.3153034448623657,4.370697154777925,263.40334045035854,0.0008106244664714545,0.008361416036904044,0.01760477322657202,0.016804720882297754,0.22176369873745902,0.034307284825350726,2.5441539824515695,0.7570585740230705,2.567616407374145,0.1498549257737618,7.125,6.016114711761475,1.6717607975006104,5.46337144345771,329.2541755620435,0.0009459965933654423,0.015442155782520346,0.026088809549734405,0.024014654024527453,0.050638186367164995,P4-Ku:u4
P4-Ku,,ku,u4,1.0,1.25,none,none,r03,ok,0,config/h1_real_p4_ku_u4_hip_knee_eid.yaml,data/20260623_170853/h1_real_p4_ku_u4_hip_knee_eid_log.csv,7.99896165500013,7812,4888,4888,4888,nan,0.007917226729228044,0.10732798892784842,0.020388933682834065,2.6918545618800414,0.5081314223646526,2.7261902376046647,0.18541264992421264,7.20703125,6.615190029144287,1.2062774896621704,4.372972851848738,263.87391879125454,0.0006095486902142071,0.006202530921406975,0.013474908809348962,0.016934241893611965,0.22350759541672205,0.036069066417428464,2.5372858058991516,0.7663916582855563,2.5744010814492015,0.14615200531589892,7.21875,5.6904683113098145,1.7172913551330566,5.466216064805569,329.84239848791094,0.0007477467694779881,0.015330225630881772,0.02474660104630899,0.024172239097590444,0.05555753428294552,P4-Ku:u4
