cycle,t,joint_id,motor_q,motor_dq,motor_tau,motor_kp,motor_kd,tau_controller,tau_disturbance,tau_before_limit,tau_sent,tau_limit,saturation_flag,q_ref_shaped,dq_ref_shaped,q_actual,dq_actual,q_error_raw,dq_error_raw,u_star,u_feedback,u_t,eta_q,eta_dq,x_hat_q,x_hat_dq,rho_q,rho_dq,x_bar_q,q_ref_shaped_next,dq_ref_shaped_next,x_bar_dq,r_d_q,r_d_dq,e_q,e_dq,observer_qacc,observer_tau_applied,u_raw,q_ref_raw,dq_ref_raw,q_error_raw2,dq_error_raw2,q_error_shaped,dq_error_shaped,eta_u,flags,joint_flags
0,0,1,-0.40000000596,0,-5.94111394882,0,0,-5.94111394882,0,-5.94111394882,-5.94111394882,200,0,-0.4,-1.8927545136e-05,-0.4,0,0,-1.8927545136e-05,-3.54105698541,-5.67826354081e-05,-5.94111376805,-0.4,0,0,0,7.3644401688e-10,-1.8411100265e-07,-0.4,-0.400000037285,-1.80902511074e-05,0,-0.449477884534,-0.00125587465848,-0.0494778845339,-0.00125587465848,-2.38760571873,-5.94111376805,-5.94111376805,-0.4,-1.8927545136e-05,0,-1.8927545136e-05,0,-1.8927545136e-05,2.4,0,0
0,0,2,0.829999983311,0,4.54795742035,0,0,4.54795742035,0,4.54795742035,4.54795742035,300,0,0.83,1.51420361176e-05,0.83,0,0,1.51420361176e-05,1.64289703937,6.05681444702e-05,4.54795760751,0.83,0,0,0,-5.89155280117e-10,1.47288806753e-07,0.83,0.830000029828,1.44722008942e-05,0,0.894758501374,0.00371562782893,0.0647585013743,0.00371562782893,11.6131478479,4.54795760751,4.54795760751,0.83,1.51420361176e-05,0,1.51420361176e-05,0,1.51420361176e-05,-2.905,0,0
1,0.002,1,-0.400087952614,0,-3.52505135536,0,0,-3.52505135536,0,-3.52505135536,-3.52505135536,200,0,-0.400000037285,-1.80902511074e-05,-0.400087962424,-0.0439812121086,8.79251390489e-05,0.0439631218575,-3.54046428153,0.0154129400839,-3.52505134144,0,0,-0.400009550423,-0.00477521143746,1.62606894616e-09,-4.06517237053e-07,-0.400009550423,-0.400000071428,-1.58516524891e-05,-0.00477521143746,-0.429485477898,-0.000755226266416,-0.0294759274746,0.00401998517105,0.0211313176399,-3.52505134144,-3.52505134144,-0.400000037285,-1.80902511074e-05,8.79251390489e-05,0.0439631218575,8.79251390489e-05,0.0439631218575,-0,0,0
1,0.002,2,0.830150008202,0,1.54668164253,0,0,1.54668164253,0,1.54668164253,1.54668164253,300,0,0.830000029828,1.44722008942e-05,0.830150016493,0.0750082465674,-0.000149986665,-0.0749937743666,1.64277853917,-0.0960968874073,1.54668165176,0,0,0.830046452591,0.0232262956957,-1.30085520134e-09,3.25213798363e-07,0.830046452591,0.830000057142,1.26813219984e-05,0.0232262956957,0.853391913014,0.00135115124009,0.0233454604226,-0.0218751444556,-0.478489925113,1.54668165176,1.54668165176,0.830000029828,1.44722008942e-05,-0.000149986665,-0.0749937743666,-0.000149986665,-0.0749937743666,-0,0,0
2,0.004,1,-0.400219202042,0,-3.50023365021,0,0,-3.50023365021,0,-3.50023365021,-3.50023365021,200,0,-0.400000071428,-1.58516524891e-05,-0.40021920075,-0.065619163108,0.000219129322857,0.0656033114555,-3.54003132749,0.0443707158758,-3.50023359953,-5.64566409664e-05,-0.0070570801208,-0.40001901632,-0.00473294880218,2.26373031431e-09,-5.65932581281e-07,-0.400075472961,-0.400000100014,-1.25955090443e-05,-0.011790028923,-0.429519990773,-0.000753849636125,-0.0294445178116,0.0110361792869,0.0538233210303,-3.50023359953,-3.50023359953,-0.400000071428,-1.58516524891e-05,0.000219129322857,0.0656033114555,0.000219129322857,0.0656033114555,0.00457298791828,0,0
2,0.004,2,0.830359280109,0,1.51375365257,0,0,1.51375365257,0,1.51375365257,1.51375365257,300,0,0.830000057142,1.26813219984e-05,0.83035930775,0.104645628645,-0.000359250608364,-0.104632947323,1.64269100294,-0.136589643879,1.51375369576,5.59245069415e-05,0.00932075115691,0.830090991223,0.0222693158455,-1.81098425145e-09,4.52746070602e-07,0.83014691573,0.830000080011,1.00764072409e-05,0.0315900670024,0.853499657178,0.00135551560974,0.0233527414475,-0.0302345513927,-0.645301690471,1.51375369576,1.51375369576,0.830000057142,1.26813219984e-05,-0.000359250608364,-0.104632947323,-0.000359250608364,-0.104632947323,-0.00765233669982,0,0
3,0.006,1,-0.400392830372,0,-3.45549726486,0,0,-3.45549726486,0,-3.45549726486,-3.45549726486,200,0,-0.400000100014,-1.25955090443e-05,-0.400392819228,-0.0868092388672,0.000392719213977,0.0867966433582,-3.53974385925,0.09113830289,-3.45549730569,-0.000109129672168,-0.0103949521654,-0.400098837726,-0.0116823822809,2.67268651655e-09,-6.68171625637e-07,-0.400207967398,-0.400000121365,-8.67069328498e-06,-0.0220773344463,-0.42953693623,-0.000751016414432,-0.0293289688315,0.0213263180319,0.110619536898,-3.45549730569,-3.45549730569,-0.400000100014,-1.25955090443e-05,0.000392719213977,0.0867966433582,0.000392719213977,0.0867966433582,0.00689174933223,0,0
3,0.006,2,0.830626010895,0,1.4538923502,0,0,1.4538923502,0,1.4538923502,1.4538923502,300,0,0.830000080011,1.00764072409e-05,0.830626040171,0.133366210248,-0.000625960159568,-0.13335613384,1.64263182031,-0.200426168836,1.45389230694,0.000120284141711,0.0140820762114,0.830207514657,0.0302994636215,-2.13814910222e-09,5.34537277159e-07,0.830327798799,0.830000097092,6.93655463142e-06,0.0443815398329,0.85355628288,0.00135614514262,0.0232284840815,-0.0430253946902,-0.938878536427,1.45389230694,1.45389230694,0.830000080011,1.00764072409e-05,-0.000625960159568,-0.13335613384,-0.000625960159568,-0.13335613384,-0.0116866554651,0,0
4,0.008,1,-0.400607556105,0,-3.39698266983,0,0,-3.39698266983,0,-3.39698266983,-3.39698266983,200,0,-0.400000121365,-8.67069328498e-06,-0.400607557063,-0.10736891735,0.000607435698261,0.107360246657,-3.53958758923,0.15108372917,-3.39698264058,-0.000144006284811,-0.0126912380123,-0.400251679589,-0.0218560953725,2.87619544848e-09,-7.19048855813e-07,-0.400395685874,-0.400000134461,-4.39119047184e-06,-0.0345473333848,-0.429548873143,-0.000747389487735,-0.0291531872689,0.0337999438971,0.184150822912,-3.39698264058,-3.39698264058,-0.400000121365,-8.67069328498e-06,0.000607435698261,0.107360246657,0.000607435698261,0.107360246657,0.00847878051625,0,0
4,0.008,2,0.830947637558,0,1.37645018101,0,0,1.37645018101,0,1.37645018101,1.37645018101,300,0,0.830000097092,6.93655463142e-06,0.830947619674,0.160789751461,-0.000947522582157,-0.160782814906,1.64259835557,-0.280694339953,1.3764501499,0.00017307875502,0.0174254482958,0.830412806364,0.04250378276,-2.30095642539e-09,5.75239095341e-07,0.83058588512,0.830000107569,3.51295237871e-06,0.0599292310558,0.853596540194,0.00135530473189,0.0230106550742,-0.0585739263239,-1.31509395263,1.3764501499,1.3764501499,0.830000097092,6.93655463142e-06,-0.000947522582157,-0.160782814906,-0.000947522582157,-0.160782814906,-0.0145461342792,0,0
