method,repeat,log_path,window,n,dt_median,source,target,corr_zero_lag,best_corr_abs_lag,best_lag_ms
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,pre,487,0.0020317380001415586,eid_comp_k,d_in,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,682,0.0020317380001415586,eid_comp_k,tau_sw_k,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,682,0.0020317380001415586,eid_comp_k,d_g,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,682,0.0020317380001415586,eid_comp_k,d_hacc,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,682,0.0020317380001415586,eid_comp_k,d_kacc,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,682,0.0020317380001415586,eid_comp_k,d_vel,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,682,0.0020317380001415586,eid_comp_k,d_model,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,682,0.0020317380001415586,eid_comp_k,d_in,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020317380001415586,eid_comp_k,tau_sw_k,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020317380001415586,eid_comp_k,d_g,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020317380001415586,eid_comp_k,d_hacc,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020317380001415586,eid_comp_k,d_kacc,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020317380001415586,eid_comp_k,d_vel,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020317380001415586,eid_comp_k,d_model,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020317380001415586,eid_comp_k,d_in,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,976,0.0020317380001415586,eid_comp_k,tau_sw_k,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,976,0.0020317380001415586,eid_comp_k,d_g,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,976,0.0020317380001415586,eid_comp_k,d_hacc,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,976,0.0020317380001415586,eid_comp_k,d_kacc,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,976,0.0020317380001415586,eid_comp_k,d_vel,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,976,0.0020317380001415586,eid_comp_k,d_model,,,0.0
pd,r01,data\20260623_191336\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,976,0.0020317380001415586,eid_comp_k,d_in,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.0020277890000670595,eid_comp_k,tau_sw_k,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.0020277890000670595,eid_comp_k,d_g,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.0020277890000670595,eid_comp_k,d_hacc,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.0020277890000670595,eid_comp_k,d_kacc,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.0020277890000670595,eid_comp_k,d_vel,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.0020277890000670595,eid_comp_k,d_model,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.0020277890000670595,eid_comp_k,d_in,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,682,0.0020277890000670595,eid_comp_k,tau_sw_k,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,682,0.0020277890000670595,eid_comp_k,d_g,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,682,0.0020277890000670595,eid_comp_k,d_hacc,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,682,0.0020277890000670595,eid_comp_k,d_kacc,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,682,0.0020277890000670595,eid_comp_k,d_vel,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,682,0.0020277890000670595,eid_comp_k,d_model,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,682,0.0020277890000670595,eid_comp_k,d_in,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020277890000670595,eid_comp_k,tau_sw_k,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020277890000670595,eid_comp_k,d_g,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020277890000670595,eid_comp_k,d_hacc,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020277890000670595,eid_comp_k,d_kacc,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020277890000670595,eid_comp_k,d_vel,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020277890000670595,eid_comp_k,d_model,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020277890000670595,eid_comp_k,d_in,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,985,0.0020277890000670595,eid_comp_k,tau_sw_k,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,985,0.0020277890000670595,eid_comp_k,d_g,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,985,0.0020277890000670595,eid_comp_k,d_hacc,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,985,0.0020277890000670595,eid_comp_k,d_kacc,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,985,0.0020277890000670595,eid_comp_k,d_vel,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,985,0.0020277890000670595,eid_comp_k,d_model,,,0.0
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,985,0.0020277890000670595,eid_comp_k,d_in,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,pre,487,0.0020322970000279383,eid_comp_k,tau_sw_k,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,pre,487,0.0020322970000279383,eid_comp_k,d_g,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,pre,487,0.0020322970000279383,eid_comp_k,d_hacc,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,pre,487,0.0020322970000279383,eid_comp_k,d_kacc,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,pre,487,0.0020322970000279383,eid_comp_k,d_vel,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,pre,487,0.0020322970000279383,eid_comp_k,d_model,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,pre,487,0.0020322970000279383,eid_comp_k,d_in,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.0020322970000279383,eid_comp_k,tau_sw_k,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.0020322970000279383,eid_comp_k,d_g,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.0020322970000279383,eid_comp_k,d_hacc,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.0020322970000279383,eid_comp_k,d_kacc,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.0020322970000279383,eid_comp_k,d_vel,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.0020322970000279383,eid_comp_k,d_model,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.0020322970000279383,eid_comp_k,d_in,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020322970000279383,eid_comp_k,tau_sw_k,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020322970000279383,eid_comp_k,d_g,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020322970000279383,eid_comp_k,d_hacc,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020322970000279383,eid_comp_k,d_kacc,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020322970000279383,eid_comp_k,d_vel,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020322970000279383,eid_comp_k,d_model,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,487,0.0020322970000279383,eid_comp_k,d_in,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,977,0.0020322970000279383,eid_comp_k,tau_sw_k,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,977,0.0020322970000279383,eid_comp_k,d_g,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,977,0.0020322970000279383,eid_comp_k,d_hacc,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,977,0.0020322970000279383,eid_comp_k,d_kacc,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,977,0.0020322970000279383,eid_comp_k,d_vel,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,977,0.0020322970000279383,eid_comp_k,d_model,,,0.0
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,977,0.0020322970000279383,eid_comp_k,d_in,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.002032538000094064,eid_comp_k,tau_sw_k,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.002032538000094064,eid_comp_k,d_g,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.002032538000094064,eid_comp_k,d_hacc,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.002032538000094064,eid_comp_k,d_kacc,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.002032538000094064,eid_comp_k,d_vel,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.002032538000094064,eid_comp_k,d_model,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.002032538000094064,eid_comp_k,d_in,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.002032538000094064,eid_comp_k,tau_sw_k,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.002032538000094064,eid_comp_k,d_g,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.002032538000094064,eid_comp_k,d_hacc,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.002032538000094064,eid_comp_k,d_kacc,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.002032538000094064,eid_comp_k,d_vel,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.002032538000094064,eid_comp_k,d_model,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.002032538000094064,eid_comp_k,d_in,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,488,0.002032538000094064,eid_comp_k,tau_sw_k,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,488,0.002032538000094064,eid_comp_k,d_g,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,488,0.002032538000094064,eid_comp_k,d_hacc,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,488,0.002032538000094064,eid_comp_k,d_kacc,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,488,0.002032538000094064,eid_comp_k,d_vel,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,488,0.002032538000094064,eid_comp_k,d_model,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,488,0.002032538000094064,eid_comp_k,d_in,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,975,0.002032538000094064,eid_comp_k,tau_sw_k,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,975,0.002032538000094064,eid_comp_k,d_g,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,975,0.002032538000094064,eid_comp_k,d_hacc,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,975,0.002032538000094064,eid_comp_k,d_kacc,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,975,0.002032538000094064,eid_comp_k,d_vel,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,975,0.002032538000094064,eid_comp_k,d_model,,,0.0
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,975,0.002032538000094064,eid_comp_k,d_in,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.002032565500030614,eid_comp_k,tau_sw_k,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.002032565500030614,eid_comp_k,d_g,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.002032565500030614,eid_comp_k,d_hacc,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.002032565500030614,eid_comp_k,d_kacc,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.002032565500030614,eid_comp_k,d_vel,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.002032565500030614,eid_comp_k,d_model,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,pre,489,0.002032565500030614,eid_comp_k,d_in,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.002032565500030614,eid_comp_k,tau_sw_k,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.002032565500030614,eid_comp_k,d_g,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.002032565500030614,eid_comp_k,d_hacc,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.002032565500030614,eid_comp_k,d_kacc,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.002032565500030614,eid_comp_k,d_vel,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.002032565500030614,eid_comp_k,d_model,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,disturbance,683,0.002032565500030614,eid_comp_k,d_in,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,486,0.002032565500030614,eid_comp_k,tau_sw_k,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,486,0.002032565500030614,eid_comp_k,d_g,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,486,0.002032565500030614,eid_comp_k,d_hacc,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,486,0.002032565500030614,eid_comp_k,d_kacc,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,486,0.002032565500030614,eid_comp_k,d_vel,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,486,0.002032565500030614,eid_comp_k,d_model,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,plateau,486,0.002032565500030614,eid_comp_k,d_in,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,975,0.002032565500030614,eid_comp_k,tau_sw_k,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,975,0.002032565500030614,eid_comp_k,d_g,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,975,0.002032565500030614,eid_comp_k,d_hacc,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,975,0.002032565500030614,eid_comp_k,d_kacc,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,975,0.002032565500030614,eid_comp_k,d_vel,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,975,0.002032565500030614,eid_comp_k,d_model,,,0.0
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,recovery,975,0.002032565500030614,eid_comp_k,d_in,,,0.0
