cycle,t,q_h,q_k,dq_h,dq_k,tau_est_k,tau_cmd_k,u_feedback_k,xbar_q_k,eta_u_k,tau_sw_k,disturbance_scale,t_rel,qdd_h,qdd_k,tau_full,tau_loc,d_model,d_g,d_hacc,d_kacc,d_vel,d_recon,d_recon_err,d_in,eid_comp_k,method,repeat,condition_id,log_path,config_path
2023,1088.891838406,-0.24354025721549988,0.43220648169517517,1.4518463611602783,-1.7653635740280151,-1.6875,-1.4056779146194458,3.3179546292228066,0.43276311264633255,-0.051024886197464855,-3.309196714823842,0.8272991787059605,4.145433429999912,9.370310895187814,-13.233232422526278,-1.3118184679586042,-5.242127114345797,3.930308646387193,0.7246350941725828,3.0636439948814997,4.2830463620191495e-09,0.14202955305006326,3.930308646387192,-8.881784197001252e-16,0.6211119315633509,0.051024886197464855,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2024,1088.893871796,-0.23819689452648163,0.4287869930267334,1.4741554260253906,-1.7903741598129272,-1.3125,-1.2532975673675537,3.4875061798042717,0.4293106594097484,-0.05144098814772194,-3.356816198553542,0.8392040496383855,4.147466819999863,8.447085324277852,-12.858170882515022,-1.5309758508702218,-5.189173005324428,3.6581971544542062,0.7493530095742316,2.7637308856737244,4.1616528001497954e-09,0.14511325504459593,3.6581971544542045,-1.7763568394002505e-15,0.3013809559006644,0.05144098814772194,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2025,1088.895898797,-0.23548685014247894,0.42495203018188477,1.4806313514709473,-1.8192474842071533,-1.96875,-1.1464684009552002,3.6542013386709926,0.4258460201112897,-0.0525366771806307,-3.4029035731307453,0.8507258932826863,4.149493820999851,7.431710970680824,-12.416087399307875,-1.7849739658367454,-5.125240233288453,3.3402662674517076,0.7619521490936361,2.4334125404586766,4.018565924468476e-09,0.14490157388082858,3.340266267451707,-4.440892098500626e-16,-0.06263730567903769,0.0525366771806307,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2026,1088.897930265,-0.2325211614370346,0.4210052192211151,1.492519497871399,-1.8498647212982178,-3.1875,-0.9912316799163818,3.8562039422459393,0.4221017379952945,-0.057774397751292374,-3.4476670025151934,0.8619167506287984,4.151525288999892,6.3429950605595025,-11.812319675654578,-2.0231420953182173,-5.02312181533069,2.9999797200124725,0.7757285115194494,2.0785732831273256,3.823155125814992e-09,0.14567792154254255,2.9999797200124725,0.0,-0.44768728250272094,0.057774397751292374,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2027,1088.899964267,-0.22952990233898163,0.41750583052635193,1.5030568838119507,-1.8712831735610962,-1.40625,-0.8345768451690674,4.089313217408841,0.41815100288180523,-0.0624307549817641,-3.4910121670122307,0.8727530417530577,4.153559290999965,5.340498985983577,-11.18124044906681,-2.215675732336658,-4.902895772061925,2.6872200397252666,0.789606578700083,1.7512758109807067,3.6188998464581346e-09,0.14633764642557678,2.6872200397252666,0.0,-0.8037921272869641,0.0624307549817641,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2028,1088.901998775,-0.2272544950246811,0.41405439376831055,1.5005269050598145,-1.8808414936065674,-0.46875,-0.6764092445373535,4.291459501676843,0.4144482114966544,-0.05998536621753183,-3.5328443620277477,0.8832110905069369,4.1555937989999165,4.321522472433335,-10.424384117763642,-2.376385560989461,-4.739121593792599,2.362736032803138,0.8001820963033357,1.4180909005727875,3.3739380178587908e-09,0.1444630325530778,2.362736032803139,8.881784197001252e-16,-1.1701083292246097,0.05998536621753183,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2029,1088.904025821,-0.2237263321876526,0.41053900122642517,1.53086256980896,-1.8972903490066528,-0.84375,-0.5165250301361084,4.461511879861773,0.41092763200880184,-0.056255134756595555,-3.572960109774031,0.8932400274435077,4.157620844999883,3.2616708382195494,-9.577072203642775,-2.5234431783809868,-4.559903931230063,2.0364607528490763,0.816528139329368,1.071036763429468,3.0996991640108718e-09,0.1488958469905417,2.036460752849077,4.440892098500626e-16,-1.5364993569249545,0.056255134756595555,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2030,1088.9060570220001,-0.22127196192741394,0.40676796436309814,1.5263510942459106,-1.919023036956787,-1.6875,-0.3551328182220459,4.625288650879216,0.40741775951673387,-0.05603052149011434,-3.6115679462933974,0.9028919865733493,4.159652046000019,2.2001092447068116,-8.782196826975422,-2.7029107041509057,-4.400267772909393,1.6973570687584871,0.8279288548416821,0.7229754988834391,2.842430735228163e-09,0.14645271219093403,1.697357068758486,-1.1102230246251565e-15,-1.9142108775349103,0.05603052149011434,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2031,1088.908088648,-0.21551953256130219,0.3950553834438324,1.5377978086471558,-1.97645902633667,-1.875,-0.19210481643676758,4.814943444389436,0.40371410129448027,-0.0596825844440352,-3.648539937326559,0.9121349843316398,4.161683671999981,1.0167290022365316,-7.939914325405113,-2.968008696636287,-4.301235516229548,1.333226819593261,0.8546800274575943,0.3348423395608522,2.56981791402211e-09,0.1437044500049962,1.3332268195932606,-4.440892098500626e-16,-2.315313117733298,0.0596825844440352,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2032,1088.910122229,-0.2132696956396103,0.39112454652786255,1.5266209840774536,-1.9919764995574951,-1.40625,-0.027435302734375,5.697691140036437,0.39451751930723145,-0.13324904406984406,-3.683870590206028,0.920967647551507,4.163717252999959,-0.2828704923930001,-7.01394282025659,-3.1914406367862505,-4.103311802473526,0.9118711656872751,0.8651163918079072,-0.0932257443409224,2.270118981684277e-09,0.1399805159501708,0.9118711656872747,-4.440892098500626e-16,-2.7719994245187527,0.13324904406984406,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2033,1088.912158373,-0.20976711809635162,0.38748136162757874,1.5465054512023926,-1.994307518005371,-0.84375,0.13891839981079102,6.249653908399328,0.388048208072002,-0.10082354905350824,-3.7175167187143785,0.9293791796785946,4.1657533969998894,-1.7020048210123329,-6.112542005882587,-3.434905346181531,-3.897011988328503,0.46210664214697195,0.8813209869057972,-0.5613008325006679,1.9783747973178833e-09,0.14208648576346783,0.46210664214697195,0.0,-3.2554100765674066,0.10082354905350824,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2034,1088.9142016800001,-0.20976711809635162,0.38748136162757874,1.5465054512023926,-1.994307518005371,-0.84375,0.3069326877593994,6.505767165747147,0.38388456285107797,-0.07040167796589115,-3.749502327340904,0.937375581835226,4.167796704000011,-3.2298618553147653,-5.251727200457693,-3.7234428755906777,-3.681680542055154,-0.0417623335355235,0.8813209869057972,-1.0651698079045528,1.699764995422015e-09,0.14208648576346783,-0.04176233353552283,6.661338147750939e-16,-3.7912646608764273,0.07040167796589115,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2035,1088.91625352,-0.20465384423732758,0.3802109360694885,1.5305684804916382,-2.0091986656188965,-0.28125,0.47660112380981445,6.363192086762265,0.38288096546710493,-0.029712355416284333,-3.7798338042443014,0.9449584510610753,4.169848543999933,-4.722783112518924,-4.351532124344047,-4.023444316278674,-3.5050068062004383,-0.5184375100782357,0.9049874661269255,-1.5595348356613101,1.4084089450250303e-09,0.13610985804773956,-0.5184375100782361,-4.440892098500626e-16,-4.2982713143225375,0.029712355416284333,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2036,1088.9183747670002,-0.20158587396144867,0.3763440251350403,1.53001070022583,-2.014887571334839,0.28125,0.6471967697143555,6.664794988585943,0.3780800012549548,-0.07586891465564229,-3.8092385169448733,0.9523096292362183,4.171969791000038,-6.287069255328414,-3.4934018823742994,-4.337844776418471,-3.3139072261909854,-1.023937550227486,0.9191727637830891,-2.0774899773387707,1.1306680036682337e-09,0.1343796621975284,-1.0239375502274852,6.661338147750939e-16,-4.833176067172359,0.07586891465564229,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2037,1088.920496472,-0.19631920754909515,0.3727327585220337,1.511587381362915,-2.0172054767608643,0.28125,0.8197968006134033,6.952861472514849,0.37333557160112985,-0.07489133885643447,-3.836638272490051,0.9591595681225128,4.174091495999846,-7.756870680219686,-2.7949651852305974,-4.649795738899478,-3.158196502413091,-1.4915992364863868,0.9434942279667946,-2.5647679071269023,9.04612718066744e-10,0.1296744417691078,-1.491599236486387,-2.220446049250313e-16,-5.3282375089764376,0.07489133885643447,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2038,1088.922616288,-0.19399267435073853,0.36876997351646423,1.490796446800232,-2.026052236557007,-0.28125,0.9944586753845215,7.139540396207155,0.3693647980454077,-0.06498623766466331,-3.8619765179650387,0.9654941294912597,4.17621131199985,-8.996513235990694,-2.0719657431460754,-4.902359320625097,-3.0044876915833783,-1.8978716290417186,0.9542468878976045,-2.9766596600913546,6.706085686758456e-10,0.12454114248142267,-1.8978716290417188,-2.220446049250313e-16,-5.759848147006757,0.06498623766466331,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2039,1088.924758332,-0.19187067449092865,0.3649989366531372,1.4694249629974365,-2.0309009552001953,-0.5625,1.1709518432617188,7.306888647048664,0.36551414772706514,-0.0644334945425979,-3.885483192708258,0.9713707981770645,4.178353355999889,-10.062562299751198,-1.221149748104208,-5.0618396849016225,-2.8139154651762888,-2.2479242197253337,0.9640469561443639,-3.3314948054064653,3.9523501138560846e-10,0.11952362914153314,-2.2479242197253333,4.440892098500626e-16,-6.133407412433591,0.0644334945425979,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2040,1088.926829323,-0.188726007938385,0.36156347393989563,1.467250108718872,-2.0157089233398438,1.125,1.3502566814422607,7.4718923524612855,0.3617352847241165,-0.06416428463101029,-3.906178330008737,0.9765445825021842,4.180424346999871,-10.757178339958026,-0.31237986848361965,-5.0543611167201,-2.5872503048852638,-2.4671108118348366,0.9785591837664362,-3.5635012326923015,1.0110440262778297e-10,0.11783123698992459,-2.4671108118348357,8.881784197001252e-16,-6.373289141843573,0.06416428463101029,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2041,1088.928865349,-0.18673183023929596,0.3582398295402527,1.4414631128311157,-2.0036725997924805,0.9375,1.5318725109100342,7.591628656746117,0.35820237196764115,-0.058574894923599435,-3.92456279446641,0.9811406986166025,4.182460372999913,-11.090631514941595,0.6540156391340681,-4.924543664121117,-2.3488043274915316,-2.5757393366295855,0.9877560342019738,-3.6759698049760647,-2.1167764763241337e-10,0.11247443435618298,-2.575739336629586,-4.440892098500626e-16,-6.500302131095996,0.058574894923599435,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2042,1088.9308856320001,-0.1845586895942688,0.35434097051620483,1.4188082218170166,-2.002854585647583,0.9375,1.715574026107788,7.673766529211978,0.35485869780317475,-0.0545669616561481,-3.9408609242356363,0.9852152310589091,4.184480656000005,-11.02292220339439,1.720071932853707,-4.649819666661831,-2.099293078107395,-2.5505265885544364,0.9977692382535215,-3.6558388625909846,-5.56715396005103e-10,0.10754303633974271,-2.550526588554436,4.440892098500626e-16,-6.491387512790073,0.0545669616561481,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2043,1088.932904635,-0.18156743049621582,0.3505859076976776,1.4110465049743652,-2.0020008087158203,1.125,1.9012410640716553,7.791674038353042,0.3511816732645465,-0.05954688551974535,-3.955194175664117,0.9887985439160293,4.186499658999992,-10.42373629285929,2.811046590475124,-4.185470731960839,-1.842842115149771,-2.3426286168110684,1.0115514850612684,-3.4591919012139014,-9.098186648515139e-10,0.10501180025138379,-2.3426286168110684,0.0,-6.297822792475186,0.05954688551974535,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2044,1088.934937497,-0.17977778613567352,0.34302785992622375,1.377355933189392,-1.9945513010025024,0.75,2.088799476623535,7.915573450265134,0.34741811106912074,-0.06212747866950261,-3.9676355582697074,0.9919088895674268,4.188532520999843,-9.487843204737572,3.9568400173900504,-3.6187545127282164,-1.5835883547420364,-2.03516615798618,1.0197268830257091,-3.1523418637889433,-1.2806642413210056e-09,0.09744882405771804,-2.035166157986181,-8.881784197001252e-16,-6.002801716255887,0.06212747866950261,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2045,1088.9369622640002,-0.1780392825603485,0.33935269713401794,1.3369771242141724,-1.9893897771835327,0.65625,2.2783989906311035,8.341646231471783,0.34107829733134387,-0.09361411771965761,-3.978035903159191,0.9945089757897978,4.190557288000036,-8.385341742456436,5.124736019702993,-2.9724852865736993,-1.3031963507112543,-1.669288935862445,1.0276968077977813,-2.7876077469937837,-1.658663872916577e-09,0.09062200499222128,-1.669288935862445,0.0,-5.647324839021636,0.09361411771965761,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2046,1088.938988455,-0.17576387524604797,0.3361249566078186,1.3183249235153198,-1.9761205911636353,1.875,2.4699950218200684,8.587051248371282,0.3361837247482859,-0.07734657462199016,-3.9864401769757323,0.9966100442439331,4.19258347899995,-7.011448908625472,6.363983675079145,-2.2015606412068953,-0.9947820611672529,-1.2067785800396424,1.038147370101701,-2.332013993916705,-2.059757475691981e-09,0.08708804583511887,-1.2067785800396424,0.0,-5.193218757015375,0.07734657462199016,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2047,1088.941014164,-0.1739230901002884,0.3326255679130554,1.2775557041168213,-1.964249610900879,1.96875,2.6636040210723877,8.654586895559955,0.33266045726688337,-0.0608417712142412,-3.992831073565709,0.9982077683914272,4.1946091879999585,-5.455604560729348,7.674142778529985,-1.3594408333149264,-0.6712702433345952,-0.6881705899803312,1.0465764147184624,-1.8154893568823673,-2.4837989442971775e-09,0.08074235466737267,-0.6881705899803312,0.0,-4.68100166354604,0.0608417712142412,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2048,1088.943047805,-0.17238911986351013,0.32912617921829224,1.2320482730865479,-1.9590612649917603,1.125,2.8592169284820557,8.679370516271037,0.3293838704698763,-0.05829197988173713,-3.9972183597727398,0.9993045899431849,4.196642828999984,-3.8153310326327117,8.981694383978994,-0.49768846791504817,-0.3550856469822177,-0.1426028209328305,1.053578515505214,-1.2703033906353909,-2.906999085894313e-09,0.07412205710434505,-0.14260282093283094,-4.440892098500626e-16,-4.13982118070557,0.05829197988173713,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2049,1088.945080245,-0.17047163844108582,0.32543501257896423,1.202178955078125,-1.9534457921981812,0.9375,3.0568687915802,8.709135400115477,0.3260200107071881,-0.061249374517907976,-3.9995664309965546,0.9998916077491387,4.198675268999978,-2.134457673946312,10.265487815116535,0.37560085747617467,-0.04529000745420331,0.420890864930378,1.0623384026378695,-0.7110435455153713,-3.3225093787336846e-09,0.06959601113038905,0.42089086493037786,-1.1102230246251565e-16,-3.5786755660661766,0.061249374517907976,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2050,1088.947127612,-0.16753150522708893,0.32243096828460693,1.1931066513061523,-1.9291473627090454,2.625,3.256434917449951,8.756666625152928,0.32244741397405746,-0.06582561315684357,-4.0,1.0,4.2007226359999095,-0.5073851978753277,11.220775575837939,1.178685631430279,0.20417696167417043,0.9745086697561085,1.0758381165970894,-0.16909622859215684,-3.6316976093075937e-09,0.06776678538287362,0.9745086697561085,0.0,-3.0254913302438915,0.06582561315684357,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2051,1088.949177214,-0.16308295726776123,0.319283127784729,1.1630750894546509,-1.905246376991272,2.53125,3.4117603302001953,8.747790164680882,0.3192568731823046,-0.06014431178337652,-4.0,1.0,4.202772237999852,0.9208149405643518,12.196815550340482,1.9247187591587265,0.45778380318025835,1.4669349559784681,1.0962997478957934,0.3070170823747289,-3.947600024645226e-09,0.06361812965554581,1.4669349559784681,0.0,-2.533065044021532,0.06014431178337652,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2052,1088.951204874,-0.1598871648311615,0.31599146127700806,1.1788992881774902,-1.8920207023620605,3.0,3.5197486877441406,8.723167411048072,0.31618484182961965,-0.057808511990145875,-4.0,1.0,4.204799897999919,1.9887261257637745,13.423162667588858,2.6015417868481148,0.762676379294551,1.8388654075535638,1.1109584516987674,0.6633847162506394,-4.3445189668034345e-09,0.0645222439486759,1.8388654075535638,0.0,-2.1611345924464365,0.057808511990145875,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2053,1088.953247725,-0.15771403908729553,0.3126838207244873,1.1839603185653687,-1.8717408180236816,2.15625,3.641152858734131,8.716273400030634,0.31301693933869107,-0.060368190937031635,-4.0,1.0,4.206842748999861,2.6135619802024763,14.821560145854697,3.1749154090408185,1.117595673958857,2.057319735081961,1.1208815200300135,0.8722116027688496,-4.797124031341582e-09,0.06422661708022259,2.0573197350819616,4.440892098500626e-16,-1.9426802649180388,0.060368190937031635,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2054,1088.955376674,-0.15462049841880798,0.3100472688674927,1.2225052118301392,-1.831662654876709,4.03125,3.755784034729004,8.709914495371187,0.30977471619665586,-0.06179459306842244,-4.0,1.0,4.208971697999914,2.855390317191004,15.89823620811234,3.5710086287759255,1.4149181074263733,2.1560905213495523,1.1350785851825413,0.9532589398057649,-5.145598613864877e-09,0.06775300150684482,2.1560905213495527,4.440892098500626e-16,-1.8439094786504477,0.06179459306842244,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2055,1088.957502259,-0.15201273560523987,0.30694735050201416,1.248121738433838,-1.8030407428741455,4.125,3.7836241722106934,8.638689788368971,0.30696994149726387,-0.05375404289227578,-4.0,1.0,4.2110972829998445,2.6810286975577844,16.906436971237646,3.7937015497683078,1.6815379823654013,2.1121635674029067,1.1470053185965545,0.8954235193528821,-5.471902042586407e-09,0.06973473492537208,2.1121635674029067,0.0,-1.8878364325970933,0.05375404289227578,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2056,1088.959630111,-0.14940497279167175,0.3040871322154999,1.2862274646759033,-1.7732508182525635,2.90625,3.819272518157959,8.579448961280104,0.30407344424733795,-0.05430175110807042,-4.0,1.0,4.213225134999902,2.065752899390565,17.93412248466576,3.877621171619162,1.955304444675569,1.922316726943593,1.1589355917301334,0.6901935359444864,-5.8045301898346224e-09,0.07318760507350341,1.922316726943593,0.0,-2.077683273056407,0.05430175110807042,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2057,1088.961782184,-0.1462603062391281,0.2986702620983124,1.3430204391479492,-1.6964967250823975,3.1875,3.8334054946899414,8.512741017748661,0.3012328527521813,-0.05345195366157278,-4.0,1.0,4.215377207999836,0.9433453120156474,18.888185137207273,3.8125477597263675,2.245928231862959,1.5666195278634083,1.1732178348489581,0.31540682148551047,-6.113320516476506e-09,0.07799487764226098,1.5666195278634092,8.881784197001252e-16,-2.4333804721365917,0.05345195366157278,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2058,1088.963826985,-0.14418943226337433,0.2964012324810028,1.3635865449905396,-1.6490505933761597,5.0625,4.024145126342773,8.626781252274432,0.2966949905930972,-0.06589561077554644,-4.0,1.0,4.217422008999847,-0.4816775528777466,19.752365852128776,3.6003783390193957,2.4991715070034637,1.101206832015932,1.1826778650817924,-0.1610955727213363,-6.393017670802692e-09,0.0796245460484939,1.1012068320159323,2.220446049250313e-16,-2.898793167984068,0.06589561077554644,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2059,1088.965860517,-0.14147940278053284,0.2939085364341736,1.4034525156021118,-1.6050530672073364,4.3125,3.990978240966797,8.561837893840766,0.2935112717417305,-0.04723699847027225,-4.0,1.0,4.219455540999888,-2.1172247783817895,20.573899439942487,3.307476333531561,2.7372799458046937,0.5701963877268672,1.1950771896272947,-0.7083240928854624,-6.658914308843578e-09,0.08344329764394853,0.5701963877268665,-6.661338147750939e-16,-3.429803612273133,0.04723699847027225,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2060,1088.967893748,-0.13882049918174744,0.291527658700943,1.4333475828170776,-1.5606963634490967,4.40625,3.8662948608398438,8.409762556594174,0.29106915643838205,-0.03817384840238298,-4.0,1.0,4.22148877199993,-3.8955711148117915,21.373337833273517,2.960445128133303,2.9707362837020366,-0.010291155568733501,1.2072413229612375,-1.3036662393951037,-6.917654893356939e-09,0.08613376778278714,-0.010291155568733945,-4.440892098500626e-16,-4.0102911555687335,0.03817384840238298,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2061,1088.9699289510002,-0.13687744736671448,0.28935450315475464,1.4258761405944824,-1.5075255632400513,4.3125,3.713973045349121,8.237929176566912,0.2888474319224151,-0.035738343147075566,-4.0,1.0,4.223523975000035,-5.877985857356511,22.066619962945573,2.520309507573267,3.187405045213216,-0.6670955376399488,1.2161028285796223,-1.9676211107584387,-7.142044289309979e-09,0.08442275168091151,-0.6670955376399492,-4.440892098500626e-16,-4.667095537639948,0.035738343147075566,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2062,1088.9719562330001,-0.13449978828430176,0.28700560331344604,1.4222651720046997,-1.4668126106262207,3.65625,3.530853748321533,8.05088752686082,0.28675790417477015,-0.03281852129651969,-4.0,1.0,4.2255512570000064,-7.836614913518721,22.482174621250913,2.007401509224689,3.321344582471425,-1.3139430732467363,1.2269595543021496,-2.6240209924449562,-7.2765420355835886e-09,0.08311837217261231,-1.3139430732467363,0.0,-5.313943073246737,0.03281852129651969,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2063,1088.973974725,-0.13056257367134094,0.2848484516143799,1.3725687265396118,-1.417588233947754,5.0625,3.359070301055908,7.885960312244997,0.2845792628141358,-0.03459429754464813,-4.0,1.0,4.22756974899994,-9.685807244598934,22.864163701084465,1.5339119987631353,3.4562786419100124,-1.922366643146877,1.2450338803442,-3.2440610031253665,-7.400175583427426e-09,0.07666048703446493,-1.922366643146877,0.0,-5.922366643146877,0.03459429754464813,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
2064,1088.975995038,-0.12890075147151947,0.2825155258178711,1.3272234201431274,-1.3798828125,3.75,3.1620640754699707,7.7150924665689296,0.2824663935776603,-0.03308494024850944,-4.0,1.0,4.229590061999943,-11.449505069664248,23.20457476159128,1.0561316192869685,3.5684953469027696,-2.512363727615801,1.252573204785223,-3.8358562924666133,-7.510354116391227e-09,0.07091936757594319,-2.512363727615801,0.0,-6.512363727615801,0.03308494024850944,eid,r01,P2D_EID_anti_phase_hip_knee_software_disturbance,data\20260623_191351\h1_real_p2_anti_hip_knee_eid_log.csv,config\h1_real_p2_anti_hip_knee_eid.yaml
