joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,5000,,0.550651,1.808740,18.0000,8.5442,,0,
2,RightKnee,5000,,0.325125,1.201997,18.0000,3.4735,,0,
