joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,2000,,0.048532,0.110870,9.1170,0.8919,,0,
2,RightKnee,2000,,0.157006,0.270667,2.0378,0.3150,,0,
