joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,3000,,0.019790,0.042243,3.5564,0.2550,,0,
2,RightKnee,3000,,0.021733,0.028264,2.1116,0.1738,,0,
