joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,2000,,0.019432,0.039715,3.5483,0.2608,,0,
2,RightKnee,2000,,0.021973,0.028325,0.9695,0.1273,,0,
