joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,2000,,0.019892,0.038435,3.5483,0.4747,,0,
2,RightKnee,2000,,0.061214,0.195181,5.3240,0.3786,,0,
