cycle,t_rel,q_h,q_k,dq_h,dq_k,qdd_h,qdd_k,d_k_total,d_h_total,d_k_from_hip_acc,d_h_from_knee_acc,d_k_other_after_row2,d_h_other_after_row2,method,frequency_hz,reference_acceleration_gain
975,1.95,-0.225016410504,0.38407468207,0.0850217635179,-0.11780912715,-3.456419433439808,3.100640175991503,-0.329214782000814,-1.0778480018756609,-1.1405817150178323,1.023178337493041,0.8113669330170183,-2.101026339368702,EID,0.8,1.0
980,1.96,-0.224201610972,0.382790705652,0.0763927982698,-0.126468785791,-3.8511727725437894,4.427802275829289,-0.4560840436734114,-0.676645882702128,-1.2711362918057845,1.4614613516882562,0.8150522481323731,-2.138107234390384,EID,0.8,1.0
985,1.97,-0.223682319166,0.381887263966,0.0300599276503,-0.0556598294987,-5.2044990993329225,6.908046954707308,-0.9009317809646114,0.031746041265503955,-1.7180965671643798,2.2804676362061858,0.8171647861997684,-2.248721594940682,EID,0.8,1.0
990,1.98,-0.223824615631,0.382004079457,-0.0463374846799,0.0577027116567,-5.695290564459203,7.256491128274739,-1.0634969425437732,0.10886977547325394,-1.8800765880261876,2.3954456628824383,0.8165796454824144,-2.2865758874091844,EID,0.8,1.0
995,1.99,-0.224740216337,0.383148746516,-0.116215093667,0.142961569403,-4.653665858741228,5.086239378753039,-0.7229008699166557,-0.5201831460010364,-1.5359133181625573,1.6786815036399545,0.8130124482459016,-2.198864649640991,EID,0.8,1.0
1000,2.0,-0.226097130115,0.384685294317,-0.142712844033,0.149502969389,-3.442041050508663,3.28696490246962,-0.328567664688025,-1.0120611355803728,-1.1357133105345407,1.084545400887345,0.8071456458465157,-2.0966065364677178,EID,0.8,1.0
1005,2.01,-0.227558931649,0.386090777218,-0.151212049302,0.143539736956,-3.7498320631211532,4.461071514797344,-0.43642020384253366,-0.6426204586949966,-1.2369588957818463,1.4715757938115654,0.8005386919393126,-2.114196252506562,EID,0.8,1.0
1010,2.02,-0.229313984822,0.38790058724,-0.197070264011,0.215921846802,-5.009864982384476,6.786134089817072,-0.8586899848252157,0.03481634888891705,-1.652068695850153,2.2378167345923825,0.7933787110249372,-2.2030003857034655,EID,0.8,1.0
1015,2.03,-0.231716924181,0.390716892199,-0.271664181509,0.326461742718,-5.392691578753139,7.070842092086586,-0.9930254534807291,0.1132188130946723,-1.7774035369274108,2.3305133549721266,0.7843780834466817,-2.2172945418774543,EID,0.8,1.0
1020,2.04,-0.234850854984,0.394514391089,-0.335867883608,0.406336591048,-4.284583968683501,4.979787778352374,-0.6389055898940713,-0.47127137724418766,-1.4111953272197644,1.6401716700434386,0.7722897373256931,-2.111443047287626,EID,0.8,1.0
1025,2.05,-0.238379105271,0.398678473705,-0.35849845152,0.412861022613,-3.05866484529703,3.235919226506631,-0.2496384128014053,-0.9320877948612889,-1.0066420393979998,1.0649785099882372,0.7570036265965945,-1.997066304849526,EID,0.8,1.0
1030,2.06,-0.241982492686,0.402738228024,-0.364278555848,0.410301677645,-3.2885599406605017,4.226687344339226,-0.3408090205252936,-0.6057427063234151,-1.0814783771206138,1.3899916839691635,0.7406693565953202,-1.9957343902925786,EID,0.8,1.0
1035,2.07,-0.245845765619,0.407215482793,-0.405656149707,0.48020666737,-4.373510138967258,6.199928351469482,-0.7121684208114503,-0.017913065277038065,-1.4370512824480157,2.0371771655864754,0.7248828616365655,-2.0550902308635135,EID,0.8,1.0
1040,2.08,-0.25029357271,0.412611867795,-0.473439856306,0.580298805801,-4.632460318941255,6.386398323915697,-0.8123189990139177,0.05106706495330826,-1.5205518457153782,2.0962618328748075,0.7082328467014605,-2.0451947679214992,EID,0.8,1.0
1045,2.09,-0.255381702399,0.418875707846,-0.527348541258,0.649018564119,-3.620729630962952,4.529420142064316,-0.4986057676114213,-0.45190960129118896,-1.1870009187889188,1.4849012266020785,0.6883951511774975,-1.9368108278932674,EID,0.8,1.0
1050,2.1,-0.260778509797,0.425445949095,-0.542795237169,0.653715819766,-2.6390103550363344,3.058057548044001,-0.1992441745276592,-0.8315284489930708,-0.8640217873354901,1.001219394002486,0.6647776128078309,-1.8327478429955568,EID,0.8,1.0
1055,2.11,-0.266212472127,0.431948541492,-0.548045285368,0.657516920867,-2.930956678982975,3.871018201940311,-0.3180466109211111,-0.5576447107573292,-0.9583337307530422,1.2657052701869498,0.6402871198319311,-1.823349980944279,EID,0.8,1.0
1060,2.12,-0.271907268937,0.438874628478,-0.587832798117,0.721684892021,-3.792281512959084,5.325570908796818,-0.6208592994892088,-0.1107452611701385,-1.2381760881339918,1.73879352901441,0.617316788644783,-1.8495387901845486,EID,0.8,1.0
1065,2.13,-0.278147217092,0.446606992926,-0.648618399865,0.806795067243,-3.771116842999401,5.211103811934022,-0.6351826618187428,-0.10728274601770238,-1.2292468435411597,1.698630188050691,0.5940641817224168,-1.8059129340683935,EID,0.8,1.0
1070,2.14,-0.284896977579,0.455016595211,-0.687939300406,0.856861406737,-2.7380640951163873,3.5189894153657306,-0.3237995126897555,-0.5452981508578079,-0.8908822620371518,1.1449714621499965,0.5670827493473963,-1.6902696130078043,EID,0.8,1.0
1075,2.15,-0.291833686875,0.463617537724,-0.693086046294,0.855778310404,-1.8638708792955754,2.2750212906485316,-0.06920484380969927,-0.850787827066231,-0.6052899242553701,0.738810547443308,0.5360850804456708,-1.589598374509539,EID,0.8,1.0
1080,2.16,-0.298754094165,0.472153705464,-0.696317042033,0.860627251205,-2.1223964606634205,2.839612852340629,-0.18293167398627164,-0.6465281552713726,-0.6879115776924679,0.920375902190703,0.5049799037061963,-1.5669040574620756,EID,0.8,1.0
1085,2.17,-0.305909783471,0.48105289821,-0.732063824316,0.913788320089,-2.8322277301858314,3.9112843207455334,-0.43973026246173164,-0.302805693992398,-0.9160878289163842,1.2651101193163492,0.47635756645465255,-1.5679158133087472,EID,0.8,1.0
1090,2.18,-0.313510069794,0.490569409817,-0.777014000035,0.974328708089,-2.897371539139451,3.9143707252917395,-0.48785283925699696,-0.25803206241563625,-0.9350422728870614,1.2632491382125095,0.44718943363006447,-1.5212812006281458,EID,0.8,1.0
1095,2.19,-0.321452252946,0.500530555225,-0.802481413163,1.00603277146,-2.1753807894103954,2.724350441399297,-0.28581985602644355,-0.5478513401567069,-0.7003411050203815,0.8770761458776493,0.41452124899393794,-1.4249274860343561,EID,0.8,1.0
1100,2.2,-0.32951111532,0.510615949084,-0.805705995731,1.00700586521,-1.402644447667873,1.6083942580408568,-0.07179989692697952,-0.8129547358731939,-0.4504327665733172,0.5165054312905433,0.3786328696463377,-1.3294601671637372,EID,0.8,1.0
1105,2.21,-0.337606819072,0.520724442795,-0.815561746557,1.0181898338,-1.265274664431173,1.486110632938253,-0.06177151579832452,-0.7968219002275427,-0.4052717364482726,0.47600624093417077,0.34350022064994806,-1.2728281411617135,EID,0.8,1.0
1110,2.22,-0.345899015229,0.531082737547,-0.838584181927,1.04794961001,-1.4988054513269642,1.8422795070054292,-0.16934893784703053,-0.6462813701157497,-0.47877412160368155,0.5884924904256783,0.309425183756651,-1.234773860541428,EID,0.8,1.0
1115,2.23,-0.354402401566,0.541710863115,-0.856908145561,1.07090977145,-1.6077873933405193,1.9819807653072719,-0.23817149390166503,-0.5566521410259622,-0.5121276524488569,0.6313192656814328,0.2739561585471919,-1.187971406707395,EID,0.8,1.0
1120,2.24,-0.363031949957,0.552487854064,-0.866033840769,1.08090802136,-1.2667119583104665,1.4797206755707393,-0.16558409787503048,-0.647020839259489,-0.40229461011242845,0.46994397451494496,0.23671051223739797,-1.116964813774434,EID,0.8,1.0
1125,2.25,-0.371737605621,0.563343863291,-0.874579698552,1.09006088995,-0.6963801070011097,0.6875581968493432,-0.021351173959645253,-0.8172427413980383,-0.2204901611083011,0.21769693888513553,0.19913898714865585,-1.0349396802831738,EID,0.8,1.0
1130,2.26,-0.380553140755,0.574323965473,-0.884979908527,1.10167220301,-0.0394848347555552,-0.16439897249158264,0.14902310936947716,-1.0017034464430745,-0.012462437556163608,-0.05188857802388469,0.16148554692564077,-0.9498148684191898,EID,0.8,1.0
1135,2.27,-0.389406503535,0.585332164135,-0.883940751922,1.09813233126,0.37911978304151184,-0.6155830432281224,0.24116521064839702,-1.073734613704469,0.11927335223195157,-0.19366610877946489,0.12189185841644545,-0.8800685049250041,EID,0.8,1.0
1140,2.28,-0.398188127406,0.596228190665,-0.873639386519,1.0832181256,0.1508939969256744,-0.2070111185269372,0.1284274263538081,-0.908166771674578,0.047316857892267805,-0.06491388575440293,0.0811105684615403,-0.8432528859201751,EID,0.8,1.0
1145,2.29,-0.406868145948,0.606986309947,-0.865670362209,1.07295935434,-0.36875373347264606,0.42670354964984725,-0.07406475522225242,-0.6850130349837924,-0.1152508899530561,0.133362619491745,0.04118613473080368,-0.8183756544755374,EID,0.8,1.0
1150,2.3,-0.415577525012,0.61779230177,-0.878380902642,1.09105370637,-0.3144559806074163,0.19051372558013568,-0.09323860119430738,-0.704817637618202,-0.09794766367281249,0.05934176949706149,0.0047090624785051105,-0.7641594071152635,EID,0.8,1.0
1155,2.31,-0.424476716864,0.628842337613,-0.893057193483,1.10728190748,0.7776452761686148,-1.413843282746159,0.20929254302731448,-1.106715423335082,0.24136616736033523,-0.43882981722196135,-0.032073624333020745,-0.6678856061131206,EID,0.8,1.0
1160,2.32,-0.433327119609,0.639765223336,-0.875809977095,1.07722792408,2.062296437144907,-2.9583710656318853,0.5635446352518039,-1.4898929298480912,0.6378108632529171,-0.9149417945973708,-0.07426622800111327,-0.5749511352507204,EID,0.8,1.0
1165,2.33,-0.441853542213,0.650215036436,-0.835905043154,1.02276816448,2.251620625472601,-2.7933285672433232,0.5749397320318599,-1.3923486128953861,0.6939354020507289,-0.8608864035267603,-0.11899567001886902,-0.5314622093686259,EID,0.8,1.0
1170,2.34,-0.450018541753,0.660200702777,-0.807222432097,0.987759622308,1.2663249990970762,-1.3138436495946433,0.22891130230165002,-0.9307068708202308,0.3889480707154256,-0.4035432871466007,-0.16003676841377557,-0.5271635836736301,EID,0.8,1.0
1175,2.35,-0.458085923926,0.67012272347,-0.811133486299,1.0029277094,0.376349268934014,-0.5275187211285495,-0.07978143801908733,-0.6726369194057371,0.11519736763250044,-0.16146907425380608,-0.19497880565158776,-0.511167845151931,EID,0.8,1.0
1180,2.36,-0.46630540933,0.680311455294,-0.825047404396,1.02061887951,1.1089615941442954,-2.1440063566456615,0.10953630736634379,-1.09614942292143,0.3382242277369085,-0.6539044256073181,-0.22868792037056473,-0.4422449973141118,EID,0.8,1.0
1185,2.37,-0.474457172811,0.690296560553,-0.804305131086,0.977257397503,2.832183911189029,-4.499859737314482,0.5925005413538891,-1.7242362754950342,0.8606961592142928,-1.3675001745503224,-0.2681956178604037,-0.35673610094471186,EID,0.8,1.0
1190,2.38,-0.482231141829,0.699628188063,-0.756552477459,0.90174602263,3.683517225138962,-4.918393919731573,0.8049596274335884,-1.7962221495197799,1.1155998585768565,-1.4895979103425576,-0.3106402311432681,-0.30662423917722226,EID,0.8,1.0
1195,2.39,-0.489456808862,0.708216510212,-0.703331935892,0.836411916573,3.147495740043242,-3.4204992442206894,0.5990518394980922,-1.3270705031526835,0.9502216780038375,-1.032640803958511,-0.35116983850574535,-0.2944296991941724,EID,0.8,1.0
1200,2.4,-0.496355895571,0.716512068561,-0.686384494598,0.83505495056,2.318349934941459,-2.322075484435567,0.31353331442635946,-0.9809616391185436,0.6977189313059808,-0.6988401539360849,-0.3841856168796214,-0.2821214851824587,EID,0.8,1.0
1205,2.41,-0.503231369498,0.724971475462,-0.685338737543,0.844381447138,2.862210790184565,-3.772963544287701,0.44411825779611114,-1.3702247119465416,0.8586144210917106,-1.1318247141293947,-0.41449616329559946,-0.23839999781714694,EID,0.8,1.0
1210,2.42,-0.509896280079,0.73309318244,-0.649231340537,0.782603594874,4.358012317818437,-6.128878841140442,0.8539340451883877,-2.0196148745843647,1.3032184107038889,-1.832777688601408,-0.4492843655155012,-0.18683718598295673,EID,0.8,1.0
1215,2.43,-0.516024619745,0.740352018018,-0.585839166874,0.686523373374,5.168625721890169,-6.519564941065366,1.055874982608407,-2.101448718472519,1.5412233596243308,-1.9440575352945402,-0.4853483770159237,-0.15739118317797862,EID,0.8,1.0
