cycle,t_rel,q_h,q_k,dq_h,dq_k,qdd_h,qdd_k,d_k_total,d_h_total,d_k_from_hip_acc,d_h_from_knee_acc,d_k_other_after_row2,d_h_other_after_row2,method,frequency_hz,reference_acceleration_gain
1805,3.61,-0.424850075925,0.651401540988,-1.0218982285,1.18623265708,3.0001836341200026,-3.475152110005963,0.9194648531154741,-1.531889576921972,0.9242672029452721,-1.0705908411725238,-0.004802349829797992,-0.46129873574944824,PD,0.8,1.0
1810,3.62,-0.434896060399,0.663074436581,-0.992376969661,1.15349611238,3.355679507957218,-3.9862387453185892,0.9747299006455707,-1.6328440804853037,1.0296667792727514,-1.223149469599698,-0.05493687862718066,-0.40969461088560566,PD,0.8,1.0
1815,3.63,-0.444610845311,0.674357937754,-0.956659101429,1.11006176692,3.745157896655382,-4.558599430562044,1.0398256691832544,-1.754787971075451,1.1446567244260635,-1.3932740984879803,-0.10483105524280911,-0.3615138725874707,PD,0.8,1.0
1820,3.64,-0.453932806651,0.685148235244,-0.915352793983,1.05759332246,3.9865096268958737,-4.821663803697403,1.0597528303469066,-1.790121195816298,1.2137490460464824,-1.4680235067315035,-0.15399621569957578,-0.3220976890847944,PD,0.8,1.0
1825,3.65,-0.462830149528,0.695405908184,-0.872960886089,1.00551260421,4.0513714519531945,-4.739291834562804,1.0276193746170592,-1.727941605433116,1.2289144896947573,-1.4375834147664737,-0.20129511507769804,-0.29035819066664237,PD,0.8,1.0
1830,3.66,-0.471327726667,0.705205609939,-0.834629529717,0.963850159504,4.155746900910522,-4.769844199613644,1.0102060421002663,-1.7006330522446023,1.2560215889072386,-1.4416246786169946,-0.24581554680697226,-0.25900837362760765,PD,0.8,1.0
1835,3.67,-0.479436880851,0.714586449473,-0.794372728328,0.919568653719,4.474978165716416,-5.257672049091438,1.059006541980492,-1.8089318962511203,1.3477503193881337,-1.5834779346385082,-0.2887437774076418,-0.2254539616126121,PD,0.8,1.0
1840,3.68,-0.487104343392,0.723452571795,-0.747362026691,0.862886684849,4.852838672991091,-5.8572310892416155,1.1259913959573469,-1.9529498124183253,1.4566196377909835,-1.7580963231177398,-0.3306282418336366,-0.19485348930058555,PD,0.8,1.0
1845,3.69,-0.494263962768,0.731685933104,-0.694523456889,0.796226132719,5.05641479537224,-6.09217142872655,1.142064010283023,-1.9942226958154268,1.512898456291611,-1.8228007635804993,-0.37083444600858795,-0.17142193223492752,PD,0.8,1.0
1850,3.7,-0.500887832561,0.739250831059,-0.64147796609,0.731330649753,5.035272981639159,-5.885256068138752,1.0939285586604919,-1.9097120615890582,1.5021120330411475,-1.7556771975849887,-0.4081834743806556,-0.1540348640040694,PD,0.8,1.0
1855,3.71,-0.507016424494,0.746249075881,-0.594314750627,0.680040343833,5.048567926266177,-5.787376862539593,1.0599460738330138,-1.8586156747137532,1.5019025525158725,-1.7216914200554303,-0.4419564786828587,-0.13692425465832292,PD,0.8,1.0
1860,3.72,-0.512673289416,0.752738393399,-0.545872703497,0.626772640352,5.3103396234607105,-6.220243322118727,1.1023197346859193,-1.9641140957473318,1.5756702755753937,-1.8456545540342564,-0.4733505408894745,-0.11845954171307538,PD,0.8,1.0
1865,3.73,-0.517806083644,0.758618040113,-0.490567364156,0.560221495182,5.651109722524778,-6.806700035392897,1.1700416377930167,-2.1171139549690965,1.6727926870300571,-2.014860549712596,-0.5027510492370404,-0.1022534052565005,PD,0.8,1.0
1870,3.74,-0.522348436191,0.763763388707,-0.429570749996,0.48338650357,5.802379800286395,-6.995898802615542,1.1844828344112872,-2.1574685935126263,1.7139611635270664,-2.066513958816812,-0.5294783291157792,-0.09095463469581411,PD,0.8,1.0
1875,3.75,-0.526278150277,0.768144754966,-0.369266178202,0.409589667163,5.695348954613583,-6.67532839164702,1.1267067028696185,-2.051942276801711,1.6793115222232227,-1.9682649776245755,-0.5526048193536042,-0.08367729917713529,PD,0.8,1.0
1880,3.76,-0.529648922433,0.7718849502,-0.316315954036,0.351767119901,5.61609681773272,-6.4535993671263565,1.0815190991120809,-1.9766955619258852,1.6533773038049904,-1.8999378158449653,-0.5718582046929095,-0.0767577460809199,PD,0.8,1.0
1885,3.77,-0.532495190586,0.775057050595,-0.262822958898,0.292760334459,5.803877331272556,-6.803084352957216,1.1182321563204194,-2.0694259713945273,1.7064014612145848,-2.0001789179970366,-0.5881693048941654,-0.06924705339749071,PD,0.8,1.0
1890,3.78,-0.534768803828,0.777561847655,-0.202780704761,0.220421820294,6.085791478559901,-7.337224696795279,1.1858019959388917,-2.218154828717421,1.7874110761947,-2.1549599156960495,-0.6016090802558083,-0.06319491302137159,PD,0.8,1.0
1895,3.79,-0.536407252956,0.779275959036,-0.137534602424,0.138145442469,6.174202698526174,-7.464662466938291,1.2005022991697345,-2.2510122480408743,1.812071902581477,-2.1908100169471734,-0.6115696034117426,-0.06020223109370093,PD,0.8,1.0
1900,3.8,-0.537395500484,0.780177894589,-0.0738523972884,0.0600433520176,5.986736823477728,-7.045704847761347,1.1387756266946414,-2.1271532089109533,1.7563851699891857,-2.067064558141084,-0.6176095432945443,-0.06008865076986947,PD,0.8,1.0
1905,3.81,-0.537797421389,0.780404633456,-0.0185722604029,-0.000619534163752,5.81959370774727,-6.710658746207574,1.0871426464581198,-2.0294485473030988,1.7071856691427136,-1.9685808008867793,-0.6200430226845939,-0.060867746416319424,PD,0.8,1.0
1910,3.82,-0.5376563098,0.780040550449,0.0364889352388,-0.0615860636708,5.922711257622222,-6.953782075583138,1.1183697209111543,-2.1016153653661713,1.7377019485918752,-2.04021437770972,-0.6193322276807209,-0.06140098765645119,PD,0.8,1.0
1915,3.83,-0.536930945003,0.778993963628,0.097409609817,-0.135130839895,6.129275141208767,-7.400718346022054,1.1839290467751094,-2.2349471144383224,1.7990995055521921,-2.1723007060886337,-0.6151704587770828,-0.06264640834968871,PD,0.8,1.0
1920,3.84,-0.535566310822,0.777150278092,0.16274087049,-0.217645459492,6.149414591319229,-7.454621392206057,1.1992881637634891,-2.256067234446712,1.8064092075324982,-2.189817668263749,-0.6071210437690091,-0.06624956618296318,PD,0.8,1.0
1925,3.85,-0.53355547835,0.774497971389,0.225718102713,-0.295036836444,5.892596160146497,-6.9581067904064575,1.13756118842474,-2.1194109942004036,1.732890477324105,-2.0462350837563203,-0.5953292888993649,-0.07317591044408323,PD,0.8,1.0
1930,3.86,-0.530968841744,0.771180708403,0.279734303586,-0.354500478441,5.648255719523665,-6.527118118492451,1.0826620800654005,-2.004162538493403,1.6633317041306293,-1.9221442941343208,-0.5806696240652287,-0.08201824435908245,PD,0.8,1.0
1935,3.87,-0.527855883054,0.767289360318,0.332806173967,-0.413374478321,5.662101147051625,-6.648261888877825,1.1070290637205864,-2.0514182589888006,1.670098281322526,-1.9609771118586607,-0.5630692176019396,-0.09044114713013984,PD,0.8,1.0
1940,3.88,-0.52418446725,0.762745057573,0.390728050753,-0.483339642712,5.782554691983446,-6.980142592962766,1.166925034479278,-2.1617154379514685,1.7088186695847027,-2.062721169892966,-0.5418936351054247,-0.09899426805850231,PD,0.8,1.0
1945,3.89,-0.519910152235,0.757448859571,0.452016361359,-0.560752722043,5.734338953692709,-6.955274733662094,1.1813034991431859,-2.170284205799979,1.6982369011776743,-2.0598196768482575,-0.5169334020344885,-0.11046452895172143,PD,0.8,1.0
1950,3.9,-0.515034514501,0.751400291622,0.510297115934,-0.632349601523,5.424371027286809,-6.408607070382283,1.121517884893604,-2.029732323808836,1.6103731664937433,-1.9025706038231212,-0.48885528160013925,-0.12716171998571468,PD,0.8,1.0
1955,3.91,-0.509630293241,0.74474158865,0.559595671303,-0.686567323003,5.118710733288317,-5.906404360413923,1.0647789803289325,-1.9052138035457955,1.5236844814168986,-1.7581569136950277,-0.45890550108796613,-0.1470568898507678,PD,0.8,1.0
1960,3.92,-0.50375000494,0.737564643072,0.607310305299,-0.739363768222,5.044140601946564,-5.898513414433866,1.0791923922041073,-1.926791254866575,1.5057571436558166,-1.7608011773712144,-0.42656475145170925,-0.16599007749536066,PD,0.8,1.0
1965,3.93,-0.497372227582,0.729807825932,0.658600901225,-0.801122849779,5.073105010191766,-6.096249752391447,1.1279794704663617,-2.010016790119437,1.5190013004254843,-1.825353759285007,-0.3910218299591226,-0.1846630308344297,PD,0.8,1.0
1970,3.94,-0.490465597676,0.721393743785,0.712021415758,-0.868352951642,4.961210378901024,-5.995080723332947,1.138031551549016,-2.0084330082498734,1.4903245506550187,-1.8008943993060171,-0.35229299910600265,-0.20753860894385623,PD,0.8,1.0
1975,3.95,-0.483040047031,0.712333147317,0.761967248076,-0.929409661152,4.618320035823576,-5.432167694156252,1.0807479205858057,-1.8755235798615284,1.3921055981062964,-1.6374246475403798,-0.3113576775204907,-0.23809893232114865,PD,0.8,1.0
1980,3.96,-0.475166132874,0.702758211436,0.803473218182,-0.97470695593,4.2711262749452015,-4.890287368136125,1.0225265513796709,-1.7523743434066956,1.292068149579661,-1.4793719838548913,-0.26954159819999024,-0.2730023595518043,PD,0.8,1.0
1985,3.97,-0.466895981265,0.692755933651,0.842874887326,-1.01787488066,4.113604071135349,-4.755030220090502,1.0229073698975453,-1.7501693096912962,1.2490001372506963,-1.4437542589958303,-0.22609276735315098,-0.30641505069546593,PD,0.8,1.0
1990,3.98,-0.458220049172,0.682285439322,0.884367712022,-1.06734364402,4.050483909023731,-4.808758158310535,1.0542661520592413,-1.8049283111506114,1.2344938841433089,-1.4655983507386443,-0.1802277320840675,-0.33932996041196706,PD,0.8,1.0
1995,3.99,-0.44912195892,0.671295585701,0.926622603303,-1.11997123762,3.8834559726325644,-4.641047549756998,1.0560732939506827,-1.7974828152086282,1.18820496857507,-1.4200021313171147,-0.13213167462438724,-0.37748068389151346,PD,0.8,1.0
2000,4.0,-0.439619330824,0.659807556539,0.965162622429,-1.16647630807,3.5304553517544424,-4.100479447215573,1.0017026478499251,-1.6846065210084595,1.0845157048840262,-1.2596206197168103,-0.08281305703410102,-0.42498590129164926,PD,0.8,1.0
2005,4.01,-0.429775890495,0.647934691234,0.996363979886,-1.19989453066,3.1640316471161345,-3.5552334261364322,0.9425075850036622,-1.5740063713160763,0.9758840327900393,-1.0965426140949797,-0.03337644778637716,-0.4774637572210967,PD,0.8,1.0
2010,4.02,-0.419639919617,0.635753142029,1.02507786123,-1.2306370271,2.93295053120991,-3.3021122316936715,0.9251754401383345,-1.5510705744435467,0.9082807724059647,-1.0226033533326095,0.016894667732369806,-0.5284672211109371,PD,0.8,1.0
2015,4.03,-0.409214480478,0.623245377922,1.05424580544,-1.2646065604,2.781525844122278,-3.2105640687441728,0.933456718999637,-1.5771329983326212,0.8648917805602516,-0.9982975638664762,0.06856493843938538,-0.578835434466145,PD,0.8,1.0
2020,4.04,-0.398499413697,0.610389856983,1.0827445326,-1.29922045067,2.5708669541761466,-2.9914565087828855,0.9240230192451842,-1.5681393754608135,0.8026508876866387,-0.933963236934602,0.12137213155854543,-0.6341761385262115,PD,0.8,1.0
2025,4.05,-0.387518880442,0.597216520101,1.10754245309,-1.32821443108,2.231553841588939,-2.513007111463857,0.8740942839290793,-1.486269458732171,0.6995530647048236,-0.7877837378092645,0.1745412192242557,-0.6984857209229065,PD,0.8,1.0
2030,4.06,-0.376325307238,0.583811591487,1.12661870088,-1.34774800946,1.869314053864521,-2.0022015861229328,0.8157618686178625,-1.397887638055649,0.5883629688524286,-0.6301890616062886,0.22739889976543393,-0.7676985764493605,PD,0.8,1.0
2035,4.07,-0.364959906088,0.570234953773,1.14296774322,-1.36423091915,1.5775565396852134,-1.6470052854646866,0.7789014067237368,-1.3569794873507481,0.4985073693433284,-0.5204531511215382,0.28039403738040836,-0.8365263362292099,PD,0.8,1.0
2040,4.08,-0.353438574553,0.556494032915,1.15805325771,-1.38059578647,1.3457840272500263,-1.4162708441868936,0.7606860688525443,-1.3539676322272123,0.42693023788938733,-0.4492911464108049,0.333755830963157,-0.9046764858164074,PD,0.8,1.0
2045,4.09,-0.341777802706,0.542598716853,1.17105148985,-1.3950293329,1.1050127112702235,-1.1635109575656664,0.7391306664245119,-1.346077456532011,0.35189436286230746,-0.37052329165085895,0.3872363035622044,-0.9755541648811521,PD,0.8,1.0
2050,4.1,-0.330006725035,0.528585370982,1.18062584645,-1.40479279638,0.8023586016010267,-0.7836343793341882,0.6969187245991502,-1.3027511075835507,0.2564720403789391,-0.2504868867584724,0.44044668422021105,-1.0522642208250783,PD,0.8,1.0
2055,4.11,-0.318162567229,0.514506176592,1.18652223719,-1.40947802847,0.4673301914469796,-0.34272826443182325,0.6431290011713982,-1.2431586049253962,0.14992635699328627,-0.10995223733736603,0.4932026441781119,-1.1332063675880302,PD,0.8,1.0
2060,4.12,-0.306276731826,0.500400426828,1.18959507061,-1.41089925542,0.13090654107828392,0.0940384244882182,0.5877124274425118,-1.185989891353425,0.04214534304302986,0.03027565793608389,0.545567084399482,-1.216265549289509,PD,0.8,1.0
2065,4.13,-0.294377565841,0.486300986081,1.18969660436,-1.40875492059,-0.1691704451212157,0.45152750209175707,0.5427704052489335,-1.1529146169480593,-0.05465058688889202,0.14586615864318775,0.5974209921378255,-1.298780775591247,PD,0.8,1.0
2070,4.14,-0.282497693269,0.472249283926,1.18639035378,-1.40218913652,-0.42542661447896535,0.7201499932306454,0.5106985458177078,-1.1463594925724347,-0.13788633677028583,0.23341004326523995,0.6485848825879936,-1.3797695358376747,PD,0.8,1.0
2075,4.15,-0.270669341873,0.458285418138,1.18018418871,-1.39229017716,-0.6711442131793,0.9725709824225888,0.48084473567583097,-1.1446379700010976,-0.21821252727052398,0.316216943924855,0.699057262946355,-1.4608549139259526,PD,0.8,1.0
2080,4.16,-0.258911606437,0.44442280681,1.17263690548,-1.3821608844,-0.9578689316616273,1.3138356813055818,0.4366767306105577,-1.1167541502101428,-0.31237629296942576,0.4284627114747863,0.7490530235799835,-1.545216861684929,PD,0.8,1.0
2085,4.17,-0.247244042311,0.43067738659,1.16231053163,-1.36870008801,-1.3202847301978409,1.8080260991044081,0.3664705726241373,-1.0442856292555098,-0.43180578855055823,0.5913240663828478,0.7982763611746955,-1.6356096956383577,PD,0.8,1.0
2090,4.18,-0.235706311888,0.417106554244,1.1474225412,-1.34832594865,-1.6726752642685518,2.273874947710487,0.2977853103796533,-0.9801968056482759,-0.5485529803636385,0.7457161029318224,0.8463382907432918,-1.7259129085800984,PD,0.8,1.0
2095,4.19,-0.22434561323,0.403781494167,1.127990232,-1.3212756012,-1.9294463891498754,2.542044512888106,0.2587333485766853,-0.9732649025451918,-0.63439396294332,0.8358136829186287,0.8931273115200052,-1.8090785854638205,PD,0.8,1.0
2100,4.2,-0.213195208295,0.3907432589,1.10638936611,-1.29250806994,-2.102190660620245,2.6485448868123473,0.24603625875236557,-1.0119809568674203,-0.6928679545284907,0.8729426462493777,0.9389042132808563,-1.884923603116798,PD,0.8,1.0
2105,4.21,-0.202254432056,0.377964626576,1.08591054391,-1.26847147336,-2.322790665582703,2.8683090556650477,0.21678898282239156,-1.015633833184935,-0.7673229152482125,0.9475323364422175,0.9841118980706041,-1.9631661696271525,PD,0.8,1.0
2110,4.22,-0.191529789595,0.365437163425,1.0628367692,-1.24117634478,-2.6904794586673972,3.392678132165056,0.13754581209873384,-0.9292119345265206,-0.8906937278294098,1.1231593399193385,1.0282395399281437,-2.052371274445859,PD,0.8,1.0
2115,4.23,-0.181070288696,0.353240253071,1.03384495685,-1.20394725672,-3.0755172430202613,3.9423264546793746,0.05055234660935848,-0.8346490420365424,-1.0202000038898325,1.3077349748327816,1.070752350499191,-2.142384016869324,PD,0.8,1.0
2120,4.24,-0.170935088145,0.341471059096,0.999437123318,-1.1581680653,-3.3179651712490585,4.1954114747024445,0.008903218500916132,-0.8250854878155356,-1.10266061144375,1.3942626710008552,1.1115638299446662,-2.219348158816391,PD,0.8,1.0
2125,4.25,-0.16115638116,0.330168924802,0.963742606668,-1.11243176581,-3.406829638926247,4.148910127782067,0.016903081652103413,-0.900037860078899,-1.134120230456173,1.381155915898738,1.1510233121082765,-2.281193775977637,PD,0.8,1.0
2130,4.26,-0.151713568337,0.319267187054,0.931581684728,-1.07613431368,-3.5476606746980544,4.234012581775001,0.006776488742912923,-0.9331486579734145,-1.1828596936682763,1.4117028895082429,1.1896361824111892,-2.3448515474816576,PD,0.8,1.0
2135,4.27,-0.142599762583,0.308733735227,0.897149381093,-1.03679953284,-3.898679871413128,4.758686055084684,-0.07492488197694946,-0.8357699791102502,-1.30178790592513,1.588948094976165,1.2268630239481806,-2.424718074086415,PD,0.8,1.0
2140,4.28,-0.133870531471,0.298665669074,0.855787199696,-0.985066313064,-4.29361555522172,5.361388921990342,-0.17342524508059753,-0.7141547297808621,-1.4355681023010995,1.792577565795213,1.262142857220502,-2.506732295576075,PD,0.8,1.0
2145,4.29,-0.125593438831,0.289180460251,0.808469449229,-0.923421059423,-4.507356707308672,5.585958760539249,-0.21348092873269042,-0.7006280731580938,-1.5088436452607976,1.8699071153747362,1.2953627165281072,-2.57053518853283,PD,0.8,1.0
2150,4.3,-0.11779757546,0.280313303667,0.760833339569,-0.863583901984,-4.506796461123829,5.390168864041186,-0.18346094523812695,-0.8059447662867183,-1.5102814783822534,1.8063101519974412,1.3268205331441263,-2.6122549182841595,PD,0.8,1.0
2155,4.31,-0.110443644862,0.271962194527,0.718923504295,-0.817303125711,-4.558907684100765,5.336079474864166,-0.1722492818988559,-0.8655573632368982,-1.5292324345881574,1.7899256514802602,1.3569831526893015,-2.6554830147171584,PD,0.8,1.0
2160,4.32,-0.103511838693,0.26407354786,0.675201521324,-0.768367093106,-4.871244218954813,5.829614435418717,-0.25001001581562643,-0.7624465532319227,-1.6354460283786458,1.9572042268556198,1.3854360125630194,-2.7196507800875427,PD,0.8,1.0
2165,4.33,-0.0970608432524,0.256756368246,0.623970907615,-0.70532309583,-5.251393470847494,6.449395052238341,-0.3527882130860105,-0.6205827286144472,-1.7644649961428045,2.1669927951779693,1.411676783056794,-2.7875755237924165,PD,0.8,1.0
2170,4.34,-0.0911623642226,0.250141193826,0.566623239807,-0.631619696817,-5.4229831729968225,6.63289157014424,-0.3878307342939382,-0.6034063778708418,-1.8233699654825506,2.230177540200619,1.4355392311886124,-2.833583918071461,PD,0.8,1.0
2175,4.35,-0.085840523394,0.244256920381,0.509948373564,-0.561369064959,-5.33270536878487,6.300937278904752,-0.336866948617505,-0.7323751737829207,-1.7940735596333004,2.1198142764760806,1.4572066110157955,-2.8521894502590013,PD,0.8,1.0
2180,4.36,-0.081039796964,0.238972735359,0.460831526917,-0.507925160932,-5.292174962963488,6.111319121566705,-0.30427526497943114,-0.8150129384561473,-1.781351511138976,2.0570762736384,1.4770762461595448,-2.872089212094547,PD,0.8,1.0
2185,4.37,-0.0767286634706,0.234217039091,0.410483790332,-0.452372528419,-5.545257955003393,6.542532102113009,-0.37243632785429615,-0.7131726013741058,-1.8673763066258813,2.2032102982335613,1.4949399787715851,-2.916382899607667,PD,0.8,1.0
2190,4.38,-0.0729651117808,0.230103827776,0.352535112842,-0.381899090804,-5.885768841421414,7.140368626121605,-0.4723892068148231,-0.5605585975882894,-1.9827921654875988,2.405440538359342,1.5104029586727759,-2.9659991359476314,PD,0.8,1.0
2195,4.39,-0.0698203477203,0.226768412542,0.288704205655,-0.300695073556,-6.003605975875606,7.27150812800565,-0.499838212052392,-0.541377358233035,-2.0230939336603466,2.4503513457484343,1.5232557216079545,-2.9917287039814693,PD,0.8,1.0
2200,4.4,-0.0673119318268,0.22423159314,0.226499438652,-0.224363040045,-5.828514715465786,6.824514413816414,-0.4309612879258795,-0.6865138507050981,-1.964530262400173,2.3002369808818615,1.5335689744742935,-2.9867508315869595,PD,0.8,1.0
2205,4.41,-0.065371590705,0.222342134235,0.173210583912,-0.167014618325,-5.696835655847119,6.510850355483539,-0.3787888226864138,-0.7878358571422668,-1.9204619754562158,2.194874714835424,1.541673152769802,-2.982710571977691,PD,0.8,1.0
2210,4.42,-0.0639579736358,0.221014909088,0.119365646796,-0.108252245798,-5.873330605879546,6.851311215085069,-0.43260218075109425,-0.6947800003509488,-1.9801858776089492,2.3099107851402128,1.547583696857855,-3.0046907854911615,PD,0.8,1.0
2215,4.43,-0.0631245257204,0.220361482227,0.0583258180898,-0.0347218971439,-6.151385105327046,7.388309369925886,-0.5230046778799431,-0.5420717483324999,-2.0740471967149605,2.4910978706059983,1.5510425188350174,-3.0331696189384982,PD,0.8,1.0
2220,4.44,-0.0629373053272,0.220513218529,-0.00797754895691,0.0489206163958,-6.206965981124298,7.45821776636811,-0.5409295253680771,-0.5228653386933146,-2.092760219302148,2.5146362161180242,1.551830693934071,-3.037501554811339,PD,0.8,1.0
2225,4.45,-0.0634061208579,0.221481488428,-0.0717984998764,0.126584207882,-5.957228531658682,6.92412699658826,-0.4584621494443063,-0.6755711465143293,-2.0083917247811276,2.334367279579501,1.5499295753368214,-3.0099384260938304,PD,0.8,1.0
2230,4.46,-0.0644542199072,0.223104283748,-0.125903906806,0.184295203276,-5.7416815407020145,6.505405395680972,-0.38985689769841136,-0.7897954245620014,-1.9354524644624465,2.1928946800937674,1.545595566764035,-2.982690104655769,PD,0.8,1.0
2235,4.47,-0.0660329229374,0.225288245036,-0.179840164575,0.242615500063,-5.82922721338023,6.732084592417053,-0.42553544159502044,-0.71212306115424,-1.9645885768318458,2.2688730434405047,1.5390531352368253,-2.9809961045947446,PD,0.8,1.0
2240,4.48,-0.0681875909506,0.228135189624,-0.240095193189,0.31459133962,-6.026199013744686,7.172937819389352,-0.5002555683693308,-0.5695020904282968,-2.0304600353099063,2.416840788831293,1.5302044669405754,-2.9863428792595896,PD,0.8,1.0
2245,4.49,-0.0709748436728,0.231764046842,-0.304653602891,0.395409521416,-6.015317429514041,7.176560691399049,-0.5072754221293896,-0.5516178628476496,-2.0261280283579945,2.4172674068225417,1.518852606228605,-2.9688852696701913,PD,0.8,1.0
2250,4.5,-0.0743960707084,0.236176022857,-0.366028029536,0.469524937131,-5.706283155978563,6.589008135612588,-0.4163551383830233,-0.7020500983177289,-1.9212500615896997,2.218454980296157,1.5048949232066764,-2.920505078613886,PD,0.8,1.0
2255,4.51,-0.0783708877288,0.241208684058,-0.417500762298,0.523990280506,-5.420009341427126,6.091229409459801,-0.33550760995929874,-0.82174492819217,-1.8239882475261777,2.049873008690253,1.4884806375668789,-2.871617936882423,PD,0.8,1.0
2260,4.52,-0.0828463105509,0.246766291647,-0.468081338437,0.578206038986,-5.412507665825359,6.1888009216555115,-0.3504457190036401,-0.7642079375360842,-1.8204677735427715,2.08156982499675,1.4700220545391314,-2.845777762532834,PD,0.8,1.0
2265,4.53,-0.0878566569898,0.252934271404,-0.523696836728,0.644081458683,-5.51559294833252,6.504858748305853,-0.40438045340756024,-0.6403406150597846,-1.8539764383359665,2.1865019712356744,1.4495959849284064,-2.826842586295459,PD,0.8,1.0
2270,4.54,-0.0934454813725,0.259811475305,-0.582381484374,0.716964529973,-5.438976416076958,6.4419447985939815,-0.3998614960226503,-0.6242027331811828,-1.8268983889752066,2.1637855497279723,1.4270368929525563,-2.787988282909155,PD,0.8,1.0
2275,4.55,-0.099605688353,0.267388915264,-0.637386716019,0.782856085784,-5.090504648001108,5.83863625911434,-0.3062900906554953,-0.7618819883800638,-1.7084323709319653,1.9595140122472747,1.40214228027647,-2.7213960006273386,PD,0.8,1.0
2280,4.56,-0.106258415677,0.275514168417,-0.68293743919,0.830658631013,-4.751913538138226,5.293662988480657,-0.21840305769432367,-0.8785375513113305,-1.5933218736110517,1.7749710644727081,1.374918815916728,-2.6535086157840384,PD,0.8,1.0
2285,4.57,-0.113349753312,0.284095198949,-0.72692917732,0.877362229374,-4.650076840476615,5.256003052468541,-0.21165328959140295,-0.8439358605801646,-1.557589440816421,1.7605504459975274,1.345936151225018,-2.6044863065776918,PD,0.8,1.0
2290,4.58,-0.120900793674,0.29319554247,-0.774352998677,0.932983841874,-4.653107868343108,5.427421151166357,-0.2414206956193936,-0.7457996213039344,-1.5568519477621545,1.8159242015439558,1.315431252142761,-2.56172382284789,PD,0.8,1.0
2295,4.59,-0.128939296362,0.302887713852,-0.823422536448,0.993340219183,-4.516197745711535,5.302542943466605,-0.22589814796738694,-0.7314785939056136,-1.5091564333988337,1.7719256877325746,1.2832582854314467,-2.503404281638188,PD,0.8,1.0
2300,4.6,-0.137450212377,0.313153225106,-0.868560046711,1.04687498058,-4.151139441440909,4.722677952287128,-0.13613795895918201,-0.8466931346397342,-1.3852506480341282,1.5759751716727195,1.2491126890749462,-2.4226683063124534,PD,0.8,1.0
2305,4.61,-0.146361296125,0.323859466455,-0.90529819516,1.08503938935,-3.782504176161103,4.166117874917344,-0.047468700648738205,-0.9520019580482941,-1.2603369619798364,1.3881577127701183,1.2128682613310982,-2.3401596708184123,PD,0.8,1.0
2310,4.62,-0.155621191192,0.334923989106,-0.939914450232,1.12132787896,-3.5936140253446016,3.996758041661524,-0.020269057289384662,-0.9417348462658452,-1.1954549317456038,1.329565189305493,1.1751858744562191,-2.271300035571338,PD,0.8,1.0
2315,4.63,-0.165236488042,0.346384473557,-0.976149679325,1.16323746244,-3.4970946589903136,4.013556706029378,-0.02490616712452698,-0.8750322244543689,-1.161305344259964,1.332810606147005,1.136399177135437,-2.2078428306013738,PD,0.8,1.0
2320,4.64,-0.175217482506,0.358282650339,-1.01251264696,1.20732564986,-3.309086116302261,3.8351165525716215,-0.0004128255548687676,-0.8632716596942718,-1.0967829519153716,1.2711335715159104,1.0963701263605028,-2.134405231210182,PD,0.8,1.0
2325,4.65,-0.185542210724,0.370591837168,-1.04494678037,1.24520280524,-2.9510771634083923,3.3158912705766603,0.07863475709661838,-0.9487846474478454,-0.9761152649702357,1.096783278432869,1.054750022066854,-2.0455679258807145,PD,0.8,1.0
2330,4.66,-0.196149635568,0.383207589934,-1.07056749715,1.27139009845,-2.576493518124799,2.7840578367786755,0.16102168227648916,-1.036110278357841,-0.8503466856684911,0.9188512750217073,1.0113683679449803,-1.9549615533795484,PD,0.8,1.0
2335,4.67,-0.206994232355,0.396062251757,-1.09364489862,1.29505360837,-2.3135495647879214,2.4956068178611623,0.2050651067476903,-1.0508378397442488,-0.7617862884028381,0.8217325809769478,0.9668513951505284,-1.8725704207211966,PD,0.8,1.0
2340,4.68,-0.218067801391,0.409165519333,-1.11644099574,1.32071772489,-2.1242143132769744,2.357868840141471,0.22380212202550664,-1.020344220017464,-0.6977145075891641,0.7744601316715798,0.9215166296146707,-1.7948043516890437,PD,0.8,1.0
2345,4.69,-0.229362662481,0.422525996642,-1.13785006968,1.34589062789,-1.8968246371650146,2.1366278063914663,0.2538550237398256,-1.0132748785881622,-0.6213925643084204,0.6999511739633557,0.875247588048246,-1.713226052551518,PD,0.8,1.0
2350,4.7,-0.240851343776,0.436110520691,-1.15557545778,1.36583967045,-1.5679548146970124,1.7095381109049264,0.3155553485877107,-1.065528730056951,-0.5122317404883696,0.5584852788944965,0.8277870890760803,-1.6240140089514474,PD,0.8,1.0
2355,4.71,-0.252487676716,0.449848951374,-1.16847928358,1.37846086512,-1.2111516088030605,1.2360705187500223,0.3845594439889395,-1.1308550215463429,-0.39451568583752383,0.4026326719989548,0.7790751298264633,-1.5334876935452977,PD,0.8,1.0
2360,4.72,-0.264234763238,0.46369250714,-1.1785863373,1.38808605146,-0.8917204435934476,0.848855445021055,0.4399456888382225,-1.170697838286173,-0.2895803144537094,0.27566018976123274,0.729526003291932,-1.4463580280474058,PD,0.8,1.0
2365,4.73,-0.276070348246,0.477622777654,-1.18655581672,1.39602434804,-0.6219478917121322,0.566369652684358,0.47797788918950146,-1.179986920124663,-0.2013312320011894,0.18333995735418496,0.6793091211906909,-1.363326877478848,PD,0.8,1.0
