experiment_id,condition_id,repeat_id,disturbance_target,disturbance_method,config_path,log_path,cycle,t,dt,lowstate_age,joint_id,q,dq,tau_est,q_cmd,dq_cmd,kp_cmd,kd_cmd,tau_cmd,flags,debug_0,debug_1,debug_2,debug_3,debug_4,debug_5,debug_6,debug_7,debug_8,debug_9,debug_10,debug_11,debug_12,debug_13,debug_14,debug_15,debug_16,debug_17,debug_18,debug_19,debug_20,debug_21,debug_22,debug_23,debug_24,debug_25,debug_26,debug_27,debug_28,debug_29,debug_30,debug_31,debug_32,tau_dist,disturbance_scale
P4,P4D_EID_Ku_u3_anti_phase_hip_knee_software_disturbance,r03,hip_knee,software_load_torque_pulse,config/h1_real_p4_ku_u3_hip_knee_eid.yaml,data/20260623_192257/h1_real_p4_ku_u3_hip_knee_eid_log.csv,0,1629.922962522,2.0700008462881669e-07,0.001695172,1,-0.2145480215549469,-0.00042895445949397981,0.17578125,-0.2145480215549469,0,0,0,-0.20000000298023224,4,-0.21454802159175365,-0.00043284564173183548,-0.2145480215549469,-0.00042895445949397981,-0.30853205826406449,-0.0037902432822350292,-0.71241819301490306,-1.9460327999529237e-05,-0.20000000000000001,0,0,-0.2145480215549469,-0.00042895445949397981,-8.4595665703068867e-07,0.00021148916425835825,-0.2145480215549469,-0.21454844057345543,-0.00084395834366380218,-0.00042895445949397981,-0.22047455075374939,-0.00067978435681499087,-0.0059265291988024882,-0.00025082989732101105,0.41000992594803826,-0.20000000000000001,-0.71243765334290365,-0.52308007981901139,-0.004219197741729009,-0.30853205826406449,-0.0037902432822350292,-3.6806752090612349e-11,-3.8911822378556726e-06,0,0,0
P4,P4D_EID_Ku_u3_anti_phase_hip_knee_software_disturbance,r03,hip_knee,software_load_torque_pulse,config/h1_real_p4_ku_u3_hip_knee_eid.yaml,data/20260623_192257/h1_real_p4_ku_u3_hip_knee_eid_log.csv,0,1629.922962522,2.0700008462881669e-07,0.001695172,2,0.64052426815032959,0.00018610269762575626,0.1875,0.64052426815032959,0,0,0,0.20000000298023224,4,0.64052426816683139,0.00018784725262208424,0.64052426815032959,0.00018610269762575626,0.13832583162326439,0.0050878854841640451,0.80781977161720642,8.7247551976310674e-06,0.20000000000000001,0,0,0.64052426815032959,0.00018610269762575626,3.7100038430271098e-07,-9.2750096074009538e-05,0.64052426815032959,0.64052445602018859,0.00037217696682355752,0.00018610269762575626,0.64724443264475617,0.00046785410586894954,0.0067201644944265837,0.00028175140824319327,-2.3840399519372251,0.20000000000000001,0.80782849637240606,0.77885009977359398,0.0052739881817898014,0.13832583162326439,0.0050878854841640451,1.6501799926516014e-11,1.7445549963279771e-06,0,0,0
P4,P4D_EID_Ku_u3_anti_phase_hip_knee_software_disturbance,r03,hip_knee,software_load_torque_pulse,config/h1_real_p4_ku_u3_hip_knee_eid.yaml,data/20260623_192257/h1_real_p4_ku_u3_hip_knee_eid_log.csv,1,1629.9249839640001,0.0020208769999499054,0.0018022580000000002,1,-0.21457357704639435,-0.001031914260238409,-0.05859375,-0.21457357704639435,0,0,0,-0.40000000596046448,4,-0.2145484495192046,-0.00084836307395694515,-0.21457357704639435,-0.001031914260238409,-0.30851489694971679,-0.0029933745286965562,-0.71262014002200202,-0.0063423537368955864,-0.40000000000000002,0,0,-0.2145472394241621,0.00039106539240209672,-8.4560274302147853e-07,0.00021140068575388991,-0.2145472394241621,-0.21454969901256962,-0.0012589487397737819,0.00039106539240209672,-0.2204766586563027,-0.0010953717880026997,-0.0059294192321406036,-0.0014864371804047963,0.21019356482921914,-0.40000000000000002,-0.71896249375889643,-0.52308847399611114,-0.0040252887889349652,-0.30851489694971679,-0.0029933745286965562,2.5127527189749976e-05,0.00018355118628146389,0,0,0
P4,P4D_EID_Ku_u3_anti_phase_hip_knee_software_disturbance,r03,hip_knee,software_load_torque_pulse,config/h1_real_p4_ku_u3_hip_knee_eid.yaml,data/20260623_192257/h1_real_p4_ku_u3_hip_knee_eid_log.csv,1,1629.9249839640001,0.0020208769999499054,0.0018022580000000002,2,0.64054024219512939,0.00015073207032401115,-0.28125,0.64054024219512939,0,0,0,0.40000000596046448,4,0.64052446003117336,0.00037415204185189786,0.64054024219512939,0.00015073207032401115,0.13832035028194278,0.0048808703338889909,0.80798476864135815,0.025903346471258627,0.40000000000000002,0,0,0.64051510419591706,-0.0045819772062486936,3.708561810977784e-07,-9.2714045284523182e-05,0.64051510419591706,0.64052502028356473,0.00055826833153775277,-0.0045819772062486936,0.6472459971013268,0.00065421608644162339,0.0067308929054097355,0.0052361932926903165,-1.5652860716577781,0.40000000000000002,0.83388811511261984,0.77886059247707218,0.0050316024042130021,0.13832035028194278,0.0048808703338889909,-1.5782163956035156e-05,0.00022341997152788671,0,0,0
P4,P4D_EID_Ku_u3_anti_phase_hip_knee_software_disturbance,r03,hip_knee,software_load_torque_pulse,config/h1_real_p4_ku_u3_hip_knee_eid.yaml,data/20260623_192257/h1_real_p4_ku_u3_hip_knee_eid_log.csv,2,1629.9270039720002,0.0020197250000819622,0.0016888090000000001,1,-0.2145480215549469,-0.00050636794185265899,-0.234375,-0.2145480215549469,0,0,0,-0.60000002384185791,4,-0.21454971566020689,-0.001263053568491399,-0.2145480215549469,-0.00050636794185265899,-0.30854811339712607,-0.0030081892394433251,-0.71283001068509955,-0.0075057447045352738,-0.60000000000000009,-1.7909583117932115e-05,-0.00024190654094888601,-0.21454561651911797,0.00081145252206053504,-8.4523888410625858e-07,0.00021130972102713949,-0.21456352610223589,-0.21455179400293778,-0.0016731005285253778,0.00056954598111164903,-0.2204758704399371,-0.001509976684313491,-0.0059123443377012141,-0.0020795226654251398,0.011286289244517564,-0.60000000000000009,-0.71987893385127144,-0.52309613495207297,-0.0035145571812959841,-0.30854811339712607,-0.0030081892394433251,-1.6941052599916961e-06,-0.00075668562663874003,-0.00045682153836407136,0,0
P4,P4D_EID_Ku_u3_anti_phase_hip_knee_software_disturbance,r03,hip_knee,software_load_torque_pulse,config/h1_real_p4_ku_u3_hip_knee_eid.yaml,data/20260623_192257/h1_real_p4_ku_u3_hip_knee_eid_log.csv,2,1629.9270039720002,0.0020197250000819622,0.0016888090000000001,2,0.64052426815032959,-0.00011639227159321308,-0.28125,0.64052426815032959,0,0,0,0.60000002384185791,4,0.64052502774829034,0.00056010911919771706,0.64052426815032959,-0.00011639227159321308,0.13834590050536166,0.0045095812551421994,0.80814962773886156,0.0383310668516883,0.60000000000000009,1.7093839464386029e-05,0.00080456057701735985,0.64049967909721794,-0.0077125493495642499,3.707006021036463e-07,-9.2675150530091501e-05,0.6405167729366823,0.64052595969154735,0.00074399708009520156,-0.0069079887725468896,0.64723953679027246,0.00083988032928030689,0.0067227638535901635,0.007747869101827197,-0.75649263995051919,0.60000000000000009,0.84547100793995555,0.77887016865569125,0.0043931889835489863,0.13834590050536166,0.0045095812551421994,7.5959796075331099e-07,0.00067650139079093014,0.0010096866505899921,0,0
P4,P4D_EID_Ku_u3_anti_phase_hip_knee_software_disturbance,r03,hip_knee,software_load_torque_pulse,config/h1_real_p4_ku_u3_hip_knee_eid.yaml,data/20260623_192257/h1_real_p4_ku_u3_hip_knee_eid_log.csv,3,1629.9290381200001,0.0020339739999144513,0.0016288980000000002,1,-0.2145480215549469,3.6068524877919117e-06,-0.17578125,-0.2145480215549469,0,0,0,-0.7228701114654541,4,-0.21455183660767507,-0.0016800969498649489,-0.2145480215549469,3.6068524877919117e-06,-0.30855453656773912,-0.0027727527186608954,-0.71304774036076302,-0.0099472884767625065,-0.72287011734574547,7.8566546888243499e-06,-0.00021919134804626527,-0.21456234186511669,0.00059211855960068414,-8.4485984791493607e-07,0.00021121496197713222,-0.21455448521042786,-0.21455474848839073,-0.0020895852437620953,0.00037292721155441884,-0.220482563780242,-0.0019272105820552375,-0.0059280785698141436,-0.0023001377936096561,-0.11090996304692322,-0.72287011734574547,-0.72287011734574547,-0.52310255812268602,-0.0027691458661731035,-0.30855453656773912,-0.0027727527186608954,-3.8150527281732849e-06,-0.0016837038023527408,-0.00012491149178037305,0,0
P4,P4D_EID_Ku_u3_anti_phase_hip_knee_software_disturbance,r03,hip_knee,software_load_torque_pulse,config/h1_real_p4_ku_u3_hip_knee_eid.yaml,data/20260623_192257/h1_real_p4_ku_u3_hip_knee_eid_log.csv,3,1629.9290381200001,0.0020339739999144513,0.0016288980000000002,2,0.64052426815032959,-0.00039875926449894905,0,0.64052426815032959,0,0,0,0.80000001192092896,4,0.6405259787961749,0.00074713470859695422,0.64052426815032959,-0.00039875926449894905,0.13835392945493374,0.0038601856933684446,0.80831506434305189,0.041670704714370815,0.80000000000000004,7.6608211998154826e-06,0.0012752554917147291,0.64049993098857738,-0.0084209740524479274,3.7052942425397362e-07,-9.2632356072928457e-05,0.64050759180977723,0.64052728454704722,0.00093077250437667027,-0.0071457185607331983,0.64723889009458968,0.0010268393460309022,0.0067312982848124481,0.0081725579067641,0.04415090439885571,0.80000000000000004,0.84861858371131427,0.77887819760526333,0.0034614264288694956,0.13835392945493374,0.0038601856933684446,1.7106458453097773e-06,0.0011458939730959032,0.0013671853461125149,0,0
P4,P4D_EID_Ku_u3_anti_phase_hip_knee_software_disturbance,r03,hip_knee,software_load_torque_pulse,config/h1_real_p4_ku_u3_hip_knee_eid.yaml,data/20260623_192257/h1_real_p4_ku_u3_hip_knee_eid_log.csv,4,1629.9310625210001,0.0020243540000137727,0.0016789730000000001,1,-0.21452245116233826,0.00051676243310794234,0.29296875,-0.21452245116233826,0,0,0,-0.72473317384719849,4,-0.21455478907058248,-0.0020945777432514971,-0.21452245116233826,0.00051676243310794234,-0.3085848292822273,-0.0023944198942198397,-0.71327027190124326,-0.011491692366029319,-0.72473318651118823,5.5737839303760418e-06,-9.5663163248266368e-05,-0.21455418299585693,0.0001511072854605724,-8.4446962794748615e-07,0.00021111740698941638,-0.21454860921192656,-0.21455852935183237,-0.0025034928459115331,5.5444122212306037e-05,-0.22048816718478831,-0.0023418018313434066,-0.0059395579728617476,-0.0023972459535557128,-0.11254095028537497,-0.72473318651118823,-0.72473318651118823,-0.52310728044456556,-0.0018776574611118974,-0.3085848292822273,-0.0023944198942198397,-3.2337908244223224e-05,-0.0026113401763594394,-2.8777756083753859e-05,0,0
P4,P4D_EID_Ku_u3_anti_phase_hip_knee_software_disturbance,r03,hip_knee,software_load_torque_pulse,config/h1_real_p4_ku_u3_hip_knee_eid.yaml,data/20260623_192257/h1_real_p4_ku_u3_hip_knee_eid_log.csv,4,1629.9310625210001,0.0020243540000137727,0.0016789730000000001,2,0.64054024219512939,-0.00015838537365198135,0.1875,0.64054024219512939,0,0,0,0.84281200170516968,4,0.6405273027451498,0.00093301137008728577,0.64054024219512939,-0.00015838537365198135,0.13834385830241525,0.0025054531968568424,0.80847895980728712,0.035821191684031674,0.84281201167012876,1.2489034755575313e-05,0.0013382714041170318,0.64049347697627335,-0.0070574167519354865,3.7034408817415709e-07,-9.258602205280725e-05,0.64050596601102894,0.64052897998640879,0.0011163786956536646,-0.0057191453478184547,0.64724057126496481,0.0012127308917462471,0.0067346052539358769,0.0069318762395647014,0.20962416288333471,0.84281201167012876,0.84281201167012876,0.77888410049754464,0.002347067823204861,0.13834385830241525,0.0025054531968568424,-1.2939449979598727e-05,0.0010913967437392671,0.0014881398211839356,0,0
