experiment_id,condition_id,repeat_id,disturbance_target,disturbance_method,config_path,log_path,cycle,t,dt,lowstate_age,joint_id,q,dq,tau_est,q_cmd,dq_cmd,kp_cmd,kd_cmd,tau_cmd,flags,debug_0,debug_1,debug_2,debug_3,debug_4,debug_5,debug_6,debug_7,debug_8,debug_9,debug_10,debug_11,debug_12,debug_13,debug_14,debug_15,debug_16,debug_17,debug_18,debug_19,debug_20,debug_21,debug_22,debug_23,debug_24,debug_25,debug_26,debug_27,debug_28,debug_29,debug_30,debug_31,debug_32
P4,P4_EID_Ku_u2_anti_phase_no_disturbance,r02,none,none,config/h1_real_p4_ku_u2_hip_knee_eid.yaml,data/20260623_170719/h1_real_p4_ku_u2_hip_knee_eid_log.csv,0,6984.4945656920008,3.0499995773425326e-07,0.0017685420000000001,1,-0.092213049530982971,-0.00030687192338518798,-0.05859375,-0.092213049530982971,0,0,0,0.20000000298023224,4,-0.092213049613103462,-0.00031374046466029295,-0.092213049530982971,-0.00030687192338518798,-0.43086705135867565,-0.0039123150027880202,1.1493768907684765,-3.4352560834440384e-05,0.20000000000000001,0,0,-0.092213049530982971,-0.00030687192338518798,-7.9182310354364294e-07,0.00019795577588690462,-0.092213049530982971,-0.092213637586436734,-0.00088785399429642837,-0.00030687192338518798,-0.082651508754024286,8.465707113467294e-05,0.0095615407769586852,0.00039152899451986092,-1.1326591445632737,0.20000000000000001,1.1493425382076414,-0.52308010088965862,-0.0042191869261732082,-0.43086705135867565,-0.0039123150027880202,-8.2120490962900305e-11,-6.8685412751049672e-06,0
P4,P4_EID_Ku_u2_anti_phase_no_disturbance,r02,none,none,config/h1_real_p4_ku_u2_hip_knee_eid.yaml,data/20260623_170719/h1_real_p4_ku_u2_hip_knee_eid_log.csv,0,6984.4945656920008,3.0499995773425326e-07,0.0017685420000000001,2,0.27150601148605347,-0.00014122805441729724,0.1875,0.27150601148605347,0,0,0,-0.20000000298023224,4,0.27150601158275001,-0.00013314037621727651,0.27150601148605347,-0.00014122805441729724,0.50734411462580475,0.0054152027167854054,-0.83014862206384732,4.0449994584863407e-05,-0.20000000000000001,0,0,0.27150601148605347,-0.00014122805441729724,2.6227906024800518e-07,-6.5569765066558739e-05,0.27150601148605347,0.27150670391966325,0.00054287775182161645,-0.00014122805441729724,0.26460009583594502,-0.00042088686566748353,-0.0069059156501084518,-0.00027965881125018629,2.8243556657655366,-0.20000000000000001,-0.83010817206926513,0.77885012611185822,0.0052739746623681081,0.50734411462580475,0.0054152027167854054,9.6696539664264947e-11,8.087678200020739e-06,0
P4,P4_EID_Ku_u2_anti_phase_no_disturbance,r02,none,none,config/h1_real_p4_ku_u2_hip_knee_eid.yaml,data/20260623_170719/h1_real_p4_ku_u2_hip_knee_eid_log.csv,1,6984.4965873990004,0.0020212700001138728,5.2637000000000004e-05,1,-0.092161908745765686,0.0015313002513721585,-0.5859375,-0.092161908745765686,0,0,0,0.40000000596046448,4,-0.09221365026540955,-0.00089408109992593473,-0.092161908745765686,0.0015313002513721585,-0.43092658641681802,-0.0055556308105933422,1.1490994171080648,0.0089357830827423938,0.40000000000000002,0,0,-0.092218193911407995,-0.0025721902125117354,-7.9132322373942632e-07,0.00019783080593621812,-0.092218193911407995,-0.09221539817654445,-0.0014674479852586672,-0.0025721902125117354,-0.082654417679415254,-0.0004957797421761722,0.0095637762319927405,0.0020764104703355634,-0.93133581954728772,0.40000000000000002,1.1580352001908067,-0.52308849516258371,-0.0040243305592211837,-0.43092658641681802,-0.0055556308105933422,-5.1741519643863643e-05,-0.0024253813512980934,0
P4,P4_EID_Ku_u2_anti_phase_no_disturbance,r02,none,none,config/h1_real_p4_ku_u2_hip_knee_eid.yaml,data/20260623_170719/h1_real_p4_ku_u2_hip_knee_eid_log.csv,1,6984.4965873990004,0.0020212700001138728,5.2637000000000004e-05,2,0.27150601148605347,-0.00016351394879166037,0.46875,0.27150601148605347,0,0,0,-0.40000000596046448,4,0.27150671884912619,0.00055021018245515058,0.27150601148605347,-0.00016351394879166037,0.50735460744906447,0.005193918567905389,-0.82955330836151686,-0.026023277891070031,-0.40000000000000002,0,0,0.27151702645260767,0.005507483277113776,2.6169449635071729e-07,-6.5423624089292181e-05,0.27151702645260767,0.27150877701249737,0.0012253525578563404,0.005507483277113776,0.26460575545201132,0.0002626700409086976,-0.0069112710005963529,-0.0052448132362050781,2.0020484272829031,-0.40000000000000002,-0.8555765862525877,0.77886061893511793,0.0050304046191137286,0.50735460744906447,0.005193918567905389,7.0736307272722954e-07,0.00071372413124681094,0
P4,P4_EID_Ku_u2_anti_phase_no_disturbance,r02,none,none,config/h1_real_p4_ku_u2_hip_knee_eid.yaml,data/20260623_170719/h1_real_p4_ku_u2_hip_knee_eid_log.csv,2,6984.4986173530006,0.0020297829996707151,0.0020825730000000003,1,-0.092161908745765686,0.0015313002513721585,-0.5859375,-0.092161908745765686,0,0,0,0.60000002384185791,4,-0.092215433069018193,-0.0014760296327736404,-0.092161908745765686,0.0015313002513721585,-0.43093427960853858,-0.0050410399072321407,1.1488076853663767,0.0081089926146126531,0.60000000000000009,3.8273912636769824e-05,0.00069759337886026211,-0.092227063635111212,-0.0044348618516063107,-7.9081146460435736e-07,0.00019770286615140549,-0.092188789722474448,-0.092218344121165308,-0.0020486346720113603,-0.0037372684727460487,-0.082665845338396354,-0.0010781301439977302,0.0095229443840780942,0.0026591383287483186,-0.73165374102673864,0.60000000000000009,1.1560490177331131,-0.52309618835430427,-0.0035097396558599822,-0.43093427960853858,-0.0050410399072321407,-5.3524323252507333e-05,-0.0030073298841457987,0.00086766024787612503
P4,P4_EID_Ku_u2_anti_phase_no_disturbance,r02,none,none,config/h1_real_p4_ku_u2_hip_knee_eid.yaml,data/20260623_170719/h1_real_p4_ku_u2_hip_knee_eid_log.csv,2,6984.4986173530006,0.0020297829996707151,0.0020825730000000003,2,0.27150601148605347,-0.00016351394879166037,0.46875,0.27150601148605347,0,0,0,-0.60000002384185791,4,0.27150881809837235,0.0012354575125338777,0.27150601148605347,-0.00016351394879166037,0.50736422392231317,0.0045506810358166552,-0.8289517112458844,-0.03892922592272581,-0.60000000000000009,-7.4901772568569673e-06,-0.00096406952840392426,0.27153604961287103,0.0095115801316795826,2.6109716089184332e-07,-6.5274290216805596e-05,0.27152855943561416,0.27151224586336292,0.001909705365936007,0.0085475106032756581,0.26461943510353614,0.00094839988774903547,-0.0069091243320780205,-0.0075991107155266224,1.1901603096695246,-0.60000000000000009,-0.86709047342699552,0.77887023540836664,0.0043871670870249948,0.50736422392231317,0.0045506810358166552,2.8066123188841274e-06,0.001398971461325538,-0.0007904637416146559
P4,P4_EID_Ku_u2_anti_phase_no_disturbance,r02,none,none,config/h1_real_p4_ku_u2_hip_knee_eid.yaml,data/20260623_170719/h1_real_p4_ku_u2_hip_knee_eid_log.csv,3,6984.5006533900005,0.0020360609996714629,0.0019292170000000002,1,-0.092187479138374329,-0.00027246962417848408,0.234375,-0.092187479138374329,0,0,0,0.80000001192092896,4,-0.092218407074986616,-0.0020589451768156797,-0.092187479138374329,-0.00027246962417848408,-0.43091512626018613,-0.0024896657253058213,1.1485036367960313,0.0055183132410691789,0.80000000000000004,2.4020151057473933e-05,0.0010002956899291347,-0.092199190874384052,-0.0052005759547995257,-7.9028593315266793e-07,0.00019757148328727794,-0.09217517072332658,-0.092222483185728787,-0.0026307698209473676,-0.0042002802648703911,-0.082672170122453648,-0.0016611853037934727,0.0095030006008729323,0.0025390949610769181,-0.53242044795987864,0.80000000000000004,1.1530555469101365,-0.52310260539856046,-0.0027621353494843054,-0.43091512626018613,-0.0024896657253058213,-3.0927936612287765e-05,-0.0017864755526371956,0.00096640312696411642
P4,P4_EID_Ku_u2_anti_phase_no_disturbance,r02,none,none,config/h1_real_p4_ku_u2_hip_knee_eid.yaml,data/20260623_170719/h1_real_p4_ku_u2_hip_knee_eid_log.csv,3,6984.5006533900005,0.0020360609996714629,0.0019292170000000002,2,0.27150601148605347,-0.00013977901835460216,0.375,0.27150601148605347,0,0,0,-0.80000001192092896,4,0.27151231999154624,0.0019218460991688128,0.27150601148605347,-0.00013977901835460216,0.50737224521395208,0.0035924423163095887,-0.82834499387819049,-0.039499179508472405,-0.80000000000000004,-1.645613228979892e-05,-0.0016254846031120329,0.27155041509805938,0.010927831222614707,2.6048466011951987e-07,-6.512116502612169e-05,0.2715339589657696,0.27151711961738723,0.0025951764155733243,0.0093023466195026744,0.26463278217329805,0.0016351986900751392,-0.0069011767924715417,-0.007667147929427535,0.38751912082306539,-0.80000000000000004,-0.86647695474372266,0.77887825670000554,0.0034526632979549866,0.50737224521395208,0.0035924423163095887,6.3085054927691786e-06,0.0020616251175234147,-0.001367218642942215
P4,P4_EID_Ku_u2_anti_phase_no_disturbance,r02,none,none,config/h1_real_p4_ku_u2_hip_knee_eid.yaml,data/20260623_170719/h1_real_p4_ku_u2_hip_knee_eid_log.csv,4,6984.502697889,0.0020440759999473812,0.0019470540000000001,1,-0.092187479138374329,-0.00010382032633060589,-0.05859375,-0.092187479138374329,0,0,0,1,4,-0.092222586880041701,-0.0026434837843791843,-0.092187479138374329,-0.00010382032633060589,-0.4309198708182651,-0.0017565301901815743,1.1481873218843284,0.0051650202916557475,1,-4.7666995738480338e-06,0.00081777216240699435,-0.092185700965648154,-0.0052651211607901479,-7.8974547414178975e-07,0.00019743636853488756,-0.092190467665222001,-0.092227831276486039,-0.0032145073277732449,-0.0044473489983831533,-0.082675687249744126,-0.0022456962997834517,0.0095147804154778748,0.0022016526985997016,-0.3329445436221502,1,1.1527819133503434,-0.52310734995663943,-0.0018603505165121802,-0.4309198708182651,-0.0017565301901815743,-3.5107741667372849e-05,-0.0025396634580485784,0.00057042882564061338
P4,P4_EID_Ku_u2_anti_phase_no_disturbance,r02,none,none,config/h1_real_p4_ku_u2_hip_knee_eid.yaml,data/20260623_170719/h1_real_p4_ku_u2_hip_knee_eid_log.csv,4,6984.502697889,0.0020440759999473812,0.0019470540000000001,2,0.27150601148605347,-0.00017408218991477042,0.84375,0.27150601148605347,0,0,0,-0.85609179735183716,4,0.27151724171760577,0.0026101472646437181,0.27150601148605347,-0.00017408218991477042,0.50737817590143552,0.0024995163692685574,-0.82773259243347075,-0.029939185158289514,-0.85609178520062623,-2.1472706050437097e-05,-0.0018489840489025421,0.27155411373549188,0.010077384861148805,2.5985561991070938e-07,-6.4963904983175117e-05,0.27153264102944141,0.27152341700297783,0.0032825344009777616,0.0082284008122462636,0.26464456844169032,0.0023237858781472399,-0.0068880725877510929,-0.0059046149340990237,0.16760229748735803,-0.85609178520062623,-0.85609178520062623,0.77888418738748899,0.002325434179353787,0.50737817590143552,0.0024995163692685574,1.1230231552306069e-05,0.0027842294545584885,-0.0015799923911308405
