joint_id,joint,duration_s,q_rmse_all_rad,q_rmse_window_rad,q_peak_abs_err_window_rad,dq_rmse_all_rad_s,tau_cmd_rms_nm,tau_est_rms_nm,eta_u_rms_nm,flags_unique
1,RightHipPitch,9.999415817001136,0.00856229032217119,0.008269580571636154,0.015228457306242116,0.05550458838883257,2.7044921181365313,2.6596930177583387,0.03160232449310931,4
2,RightKnee,9.999415817001136,0.016952870742969774,0.01618468777633727,0.03240054790188579,0.08971437763621781,2.0755274644507247,2.040015764313487,0.07556655239548034,4
