log_label,log_path,condition_id,repeat_id,joint_id,joint_name,duration_s,cycles,dt_max_s,q0_rad,dq0_rad_s,tau_est0_nm,tau_cmd0_nm,eta_u0_nm,u_raw0_nm,u_t0_nm,max_abs_q_err_0_05_rad,max_abs_dq_0_05_rad_s,max_abs_tau_cmd_0_05_nm,max_abs_tau_est_0_05_nm,max_abs_eta_u_0_05_nm,max_abs_q_err_0_5_rad,max_abs_dq_0_5_rad_s,max_abs_tau_cmd_0_5_nm,max_abs_tau_est_0_5_nm,max_abs_eta_u_0_5_nm,q_rmse_after3_rad,tau_cmd_rms_after3_nm,flags_seen
latest_121918,data/20260623_121918/h1_real_p1_lite_hip_knee_eid_log.csv,P1_EID_same_phase_x1p3_smoke,smoke01,1,RightHipPitch,5.998341076000031,2925,0.0021769120000385,-0.1549528539180755,0.000279193453025,0.05859375,0.2000000029802322,-1.8591550535638817,1.9878328299947936,0.2,0.0002869017385386,0.0010444435756653,0.2000000029802322,0.5859375,1.8591550535638817,0.0061938935232768,0.0040282411500811,0.3900956511497497,1.11328125,1.8591550535638817,0.009353117066780206,3.0395175803638046,4
latest_121918,data/20260623_121918/h1_real_p1_lite_hip_knee_eid_log.csv,P1_EID_same_phase_x1p3_smoke,smoke01,2,RightKnee,5.998341076000031,2925,0.0021769120000385,0.5905580520629882,0.0001105469782487,0.0,-0.2000000029802322,7.086807171734108,-6.562869932943825,-0.2,0.0002698054528831,0.004142596386373,0.5618922114372253,1.21875,7.086807171734108,0.0046478367450016,0.004142596386373,0.9530475735664368,1.6875,7.086807171734108,0.016585395245548428,2.3108139765730504,4
prev_121900,data/20260623_121900/h1_real_p1_lite_hip_knee_eid_log.csv,P1_EID_same_phase_x1p3_smoke,smoke01,1,RightHipPitch,5.998226890000069,2928,0.0021937719999982,-0.1006755083799362,-2.5905683287419375e-05,0.05859375,0.2000000029802322,-1.208132006242522,2.2223129346765624,0.2,0.0012716642001361,0.0343567728996276,1.0214927196502686,1.11328125,1.208132006242522,0.0111656682748878,0.0343567728996276,1.0214927196502686,1.11328125,1.208132006242522,0.009178359443643293,3.0274371361513617,4
prev_121900,data/20260623_121900/h1_real_p1_lite_hip_knee_eid_log.csv,P1_EID_same_phase_x1p3_smoke,smoke01,2,RightKnee,5.998226890000069,2928,0.0021937719999982,0.3052056729793548,0.0003498766454868,-0.65625,-0.2000000029802322,3.6628179523977447,-4.428335518493711,-0.2,0.0005822635998671,0.0191046111285686,0.7970463633537292,1.125,3.6628179523977447,0.0213887666754679,0.0191046111285686,2.2395761013031006,2.34375,3.6628179523977447,0.01670190208555287,2.317542594919394,4
