experiment_id,condition_id,repeat_id,disturbance_target,disturbance_method,config_path,log_path,cycle,t,dt,lowstate_age,joint_id,q,dq,tau_est,q_cmd,dq_cmd,kp_cmd,kd_cmd,tau_cmd,flags,debug_0,debug_1,debug_2,debug_3,debug_4,debug_5,debug_6,debug_7,debug_8,debug_9,debug_10,debug_11,debug_12,debug_13,debug_14,debug_15,debug_16,debug_17,debug_18,debug_19,debug_20,debug_21,debug_22,debug_23,debug_24,debug_25,debug_26,debug_27,debug_28,debug_29,debug_30,debug_31,debug_32,tau_dist,disturbance_scale
,,,,,C:/Users/twx/Documents/BaiduSyncdisk/whole_joint_control/config/h1_full_body_mujoco_fit.yaml,data\20260706_014228\h1_mock_log.csv,0,0,0.002,0,0,0,0,0,0,0,0,0,-6.1597204208374023,0,0,0,0,0,0,0,-6.1597201999999998,0,-6.1597201999999998,0,0,0,0,0,0,0,0,0,0,-0.099887354594594593,-0.016647892432432431,-0.099887354594594593,-0.016647892432432431,0,-6.1597201999999998,-6.1597201999999998,0,0,0,0,0,0,0,0,0
,,,,,C:/Users/twx/Documents/BaiduSyncdisk/whole_joint_control/config/h1_full_body_mujoco_fit.yaml,data\20260706_014228\h1_mock_log.csv,0,0,0.002,0,1,-0.89999999999999991,0,0,-0.89999997615814209,0,0,0,-10.565837860107422,0,-0.89999999999999991,-0.00023495892722991127,-0.89999999999999991,0,0,-0.00023495892722991127,-10.563488426649508,-0.0023495892722991125,-10.565838015921809,0,0,-0.89999999999999991,0,9.1419197767450555e-09,-2.2854799440518499e-06,-0.89999999999999991,-0.90000046284307189,-0.00022456509615782712,0,-1.071299812324046,-0.02878492764790426,-0.17129981232404612,-0.02878492764790426,0.0014827041196508136,-10.565838015921809,-10.565838015921809,-0.89999999999999991,-0.00023495892722991127,0,-0.00023495892722991127,0,-0.00023495892722991127,0,0,0
,,,,,C:/Users/twx/Documents/BaiduSyncdisk/whole_joint_control/config/h1_full_body_mujoco_fit.yaml,data\20260706_014228\h1_mock_log.csv,0,0,0.002,0,2,0.65000000000000002,0,0,0.64999997615814209,0,0,0,0.83945655822753906,0,0.65000000000000002,-4.86846346940221e-07,0.65000000000000002,0,0,-4.86846346940221e-07,0.83946140458299845,-4.8684634694022098e-06,0.83945653611953175,0,0,0.65000000000000002,0,1.8942403201549496e-11,-4.7356087267848986e-09,0.65000000000000002,0.64999999904096672,-4.6530982242715402e-07,0,0.66361288764188653,0.0022683277606341369,0.013612887641886506,0.0022683277606341369,-1.3008073257183668e-05,0.83945653611953175,0.83945653611953175,0.65000000000000002,-4.86846346940221e-07,0,-4.86846346940221e-07,0,-4.86846346940221e-07,0,0,0
,,,,,C:/Users/twx/Documents/BaiduSyncdisk/whole_joint_control/config/h1_full_body_mujoco_fit.yaml,data\20260706_014228\h1_mock_log.csv,0,0,0.002,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,C:/Users/twx/Documents/BaiduSyncdisk/whole_joint_control/config/h1_full_body_mujoco_fit.yaml,data\20260706_014228\h1_mock_log.csv,0,0,0.002,0,11,-0.029999999999999999,0,0,-0.029999999329447746,0,0,0,-0.15601968765258789,0,-0.029999999999999999,-1.4605390313837671e-07,-0.029999999999999999,0,0,-1.4605390313837671e-07,-0.15601880440939481,-8.7632341883026022e-07,-0.15601968073281355,0,0,-0.029999999999999999,0,5.6827528793768067e-12,-1.4206884669060571e-09,-0.029999999999999999,-0.030000000287710021,-1.3959294583602494e-07,0,-0.033814640694606227,-0.00057234215809407287,-0.0038146406946062278,-0.00057234215809407287,-7.1183573862320765e-06,-0.15601968073281355,-0.15601968073281355,-0.029999999999999999,-1.4605390313837671e-07,0,-1.4605390313837671e-07,0,-1.4605390313837671e-07,0,0,0
,,,,,C:/Users/twx/Documents/BaiduSyncdisk/whole_joint_control/config/h1_full_body_mujoco_fit.yaml,data\20260706_014228\h1_mock_log.csv,1,0.002,0.002,0,0,-8.5970365057352833e-13,-4.2985182528676416e-10,-6.1597204208374023,-8.5970363857337806e-13,0,0,0,-6.1597204208374023,0,0,0,-8.5970365057352833e-13,-4.2985182528676416e-10,8.5970365057352833e-13,4.2985182528676416e-10,-6.1597201999999998,0,-6.1597201999999998,0,0,0,0,0,0,0,0,0,0,-0.099887354594594593,-0.016647892432432431,-0.099887354594594593,-0.016647892432432431,0,-6.1597201999999998,-6.1597201999999998,0,0,8.5970365057352833e-13,4.2985182528676416e-10,8.5970365057352833e-13,4.2985182528676416e-10,0,0,0
,,,,,C:/Users/twx/Documents/BaiduSyncdisk/whole_joint_control/config/h1_full_body_mujoco_fit.yaml,data\20260706_014228\h1_mock_log.csv,1,0.002,0.002,0,1,-0.89999999406856335,2.9657182913620246e-06,-10.565837860107422,-0.89999997615814209,0,0,0,-10.558432579040527,0,-0.90000046284307189,-0.00022456509615782712,-0.89999999406856335,2.9657182913620246e-06,-4.6877450854410085e-07,-0.00022753081444918915,-10.556129171761793,-0.0023034314772803601,-10.558432603239076,0,0,-0.89999999406918341,2.9654082393016271e-06,2.0185365268154953e-08,-5.0463413246838544e-06,-0.89999999406918341,-0.90000088667318767,-0.00019677603391649108,2.9654082393016271e-06,-1.0711809358986686,-0.02875464393875727,-0.17118094182948518,-0.02875760934699657,0.0088476274891719775,-10.558432603239076,-10.558432603239076,-0.90000046284307189,-0.00022456509615782712,-4.6877450854410085e-07,-0.00022753081444918915,-4.6877450854410085e-07,-0.00022753081444918915,0,0,0
,,,,,C:/Users/twx/Documents/BaiduSyncdisk/whole_joint_control/config/h1_full_body_mujoco_fit.yaml,data\20260706_014228\h1_mock_log.csv,1,0.002,0.002,0,2,0.64999999994832125,-2.5839387380079643e-08,0.83945655822753906,0.64999997615814209,0,0,0,0.83946079015731812,0,0.64999999904096672,-4.6530982242715402e-07,0.64999999994832125,-2.5839387380079643e-08,-9.0735452484835832e-10,-4.3947043504707438e-07,0.83946521437971999,-4.4473568209181063e-06,0.83946076702289607,0,0,0.64999999994796775,-2.6016146514367338e-08,4.1825098939796135e-11,-1.0456279193787643e-08,0.64999999994796775,0.64999999816276999,-4.0772953119430137e-07,-2.6016146514367338e-08,0.66361294846334051,0.0022683595939065461,0.013612948515372758,0.0022683856100530605,4.0104524390639297e-06,0.83946076702289607,0.83946076702289607,0.64999999904096672,-4.6530982242715402e-07,-9.0735452484835832e-10,-4.3947043504707438e-07,-9.0735452484835832e-10,-4.3947043504707438e-07,0,0,0
,,,,,C:/Users/twx/Documents/BaiduSyncdisk/whole_joint_control/config/h1_full_body_mujoco_fit.yaml,data\20260706_014228\h1_mock_log.csv,1,0.002,0.002,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,C:/Users/twx/Documents/BaiduSyncdisk/whole_joint_control/config/h1_full_body_mujoco_fit.yaml,data\20260706_014228\h1_mock_log.csv,1,0.002,0.002,0,11,-0.030000000028734375,-1.4367187518295625e-08,-0.15601968765258789,-0.029999999329447746,0,0,0,-0.15601907670497894,0,-0.030000000287710021,-1.3959294583602494e-07,-0.030000000028734375,-1.4367187518295625e-08,-2.5897564648325044e-10,-1.2522575831772932e-07,-0.15601831557532445,-7.6250685014123869e-07,-0.15601907808217469,0,0,-0.030000000028473427,-1.4236714772464154e-08,1.2547515110261642e-11,-3.1368789206377192e-09,-0.030000000028473427,-0.030000000551169012,-1.223188586040429e-07,-1.4236714772464154e-08,-0.033814629030382994,-0.00057233390434678144,-0.0038146290019095662,-0.00057231966763200898,-1.30254658741757e-06,-0.15601907808217469,-0.15601907808217469,-0.030000000287710021,-1.3959294583602494e-07,-2.5897564648325044e-10,-1.2522575831772932e-07,-2.5897564648325044e-10,-1.2522575831772932e-07,0,0,0
