joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,5000,,0.523507,2.042935,18.0000,8.2800,,0,
2,RightKnee,5000,,0.344873,0.918629,18.0000,2.9980,,0,
