joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,4000,,0.020807,0.038834,3.0311,0.5282,,0,
2,RightKnee,4000,,0.003609,0.010210,0.7958,0.3119,,0,
