joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,2000,,0.068034,0.152000,10.4267,0.9542,,0,
2,RightKnee,2000,,0.117072,0.153397,2.3215,0.3370,,0,
