batch_time,method,repeat,config,duration_s,pause_s,command,start_time,end_time,returncode,status,log_path
2026-06-23T16:54:07,pd,r01,config/h1_real_p1_lite_hip_knee_pd.yaml,8.0,5.0,sudo -n /home/unitree/projects/whole_joint_control-1/build-h1/h1_direct config/h1_real_p1_lite_hip_knee_pd.yaml --duration 8 --condition P1_PD_same_phase_no_disturbance --repeat r01 --disturbance-target none --disturbance-method none,2026-06-23T16:54:07,2026-06-23T16:54:16,0,ok,data/20260623_165407/h1_real_p1_lite_hip_knee_pd_log.csv
2026-06-23T16:54:07,eid,r01,config/h1_real_p1_lite_hip_knee_eid.yaml,8.0,5.0,sudo -n /home/unitree/projects/whole_joint_control-1/build-h1/h1_direct config/h1_real_p1_lite_hip_knee_eid.yaml --duration 8 --condition P1_EID_same_phase_no_disturbance --repeat r01 --disturbance-target none --disturbance-method none,2026-06-23T16:54:21,2026-06-23T16:54:29,0,ok,data/20260623_165421/h1_real_p1_lite_hip_knee_eid_log.csv
2026-06-23T16:54:07,pd,r02,config/h1_real_p1_lite_hip_knee_pd.yaml,8.0,5.0,sudo -n /home/unitree/projects/whole_joint_control-1/build-h1/h1_direct config/h1_real_p1_lite_hip_knee_pd.yaml --duration 8 --condition P1_PD_same_phase_no_disturbance --repeat r02 --disturbance-target none --disturbance-method none,2026-06-23T16:54:34,2026-06-23T16:54:42,0,ok,data/20260623_165434/h1_real_p1_lite_hip_knee_pd_log.csv
2026-06-23T16:54:07,eid,r02,config/h1_real_p1_lite_hip_knee_eid.yaml,8.0,5.0,sudo -n /home/unitree/projects/whole_joint_control-1/build-h1/h1_direct config/h1_real_p1_lite_hip_knee_eid.yaml --duration 8 --condition P1_EID_same_phase_no_disturbance --repeat r02 --disturbance-target none --disturbance-method none,2026-06-23T16:54:47,2026-06-23T16:54:56,0,ok,data/20260623_165447/h1_real_p1_lite_hip_knee_eid_log.csv
2026-06-23T16:54:07,pd,r03,config/h1_real_p1_lite_hip_knee_pd.yaml,8.0,5.0,sudo -n /home/unitree/projects/whole_joint_control-1/build-h1/h1_direct config/h1_real_p1_lite_hip_knee_pd.yaml --duration 8 --condition P1_PD_same_phase_no_disturbance --repeat r03 --disturbance-target none --disturbance-method none,2026-06-23T16:55:01,2026-06-23T16:55:09,0,ok,data/20260623_165501/h1_real_p1_lite_hip_knee_pd_log.csv
2026-06-23T16:54:07,eid,r03,config/h1_real_p1_lite_hip_knee_eid.yaml,8.0,5.0,sudo -n /home/unitree/projects/whole_joint_control-1/build-h1/h1_direct config/h1_real_p1_lite_hip_knee_eid.yaml --duration 8 --condition P1_EID_same_phase_no_disturbance --repeat r03 --disturbance-target none --disturbance-method none,2026-06-23T16:55:14,2026-06-23T16:55:23,0,ok,data/20260623_165514/h1_real_p1_lite_hip_knee_eid_log.csv
2026-06-23T16:54:07,pd,r04,config/h1_real_p1_lite_hip_knee_pd.yaml,8.0,5.0,sudo -n /home/unitree/projects/whole_joint_control-1/build-h1/h1_direct config/h1_real_p1_lite_hip_knee_pd.yaml --duration 8 --condition P1_PD_same_phase_no_disturbance --repeat r04 --disturbance-target none --disturbance-method none,2026-06-23T16:55:28,2026-06-23T16:55:36,0,ok,data/20260623_165528/h1_real_p1_lite_hip_knee_pd_log.csv
2026-06-23T16:54:07,eid,r04,config/h1_real_p1_lite_hip_knee_eid.yaml,8.0,5.0,sudo -n /home/unitree/projects/whole_joint_control-1/build-h1/h1_direct config/h1_real_p1_lite_hip_knee_eid.yaml --duration 8 --condition P1_EID_same_phase_no_disturbance --repeat r04 --disturbance-target none --disturbance-method none,2026-06-23T16:55:41,2026-06-23T16:55:49,0,ok,data/20260623_165541/h1_real_p1_lite_hip_knee_eid_log.csv
2026-06-23T16:54:07,pd,r05,config/h1_real_p1_lite_hip_knee_pd.yaml,8.0,5.0,sudo -n /home/unitree/projects/whole_joint_control-1/build-h1/h1_direct config/h1_real_p1_lite_hip_knee_pd.yaml --duration 8 --condition P1_PD_same_phase_no_disturbance --repeat r05 --disturbance-target none --disturbance-method none,2026-06-23T16:55:54,2026-06-23T16:56:03,0,ok,data/20260623_165554/h1_real_p1_lite_hip_knee_pd_log.csv
2026-06-23T16:54:07,eid,r05,config/h1_real_p1_lite_hip_knee_eid.yaml,8.0,5.0,sudo -n /home/unitree/projects/whole_joint_control-1/build-h1/h1_direct config/h1_real_p1_lite_hip_knee_eid.yaml --duration 8 --condition P1_EID_same_phase_no_disturbance --repeat r05 --disturbance-target none --disturbance-method none,2026-06-23T16:56:08,2026-06-23T16:56:16,0,ok,data/20260623_165608/h1_real_p1_lite_hip_knee_eid_log.csv
