joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,2000,,0.076942,0.124769,3.5560,0.2880,,0,
2,RightKnee,2000,,0.124547,0.160896,1.4144,0.1613,,0,
