joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,2000,,0.036192,0.138510,8.6117,0.7773,,0,
2,RightKnee,2000,,0.006863,0.023325,2.9049,0.2921,,0,
