joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,4000,,0.028061,0.056766,10.0056,2.0454,,0,
2,RightKnee,4000,,0.015800,0.044334,6.4138,1.3063,,0,
