joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,2000,,0.001444,0.002398,0.2954,0.1542,,0,
2,RightKnee,2000,,0.001550,0.002270,0.1626,0.0974,,0,
