case_id,case_label,joint_id,joint_name,window,samples,q_rmse,q_p95_abs,q_peak_abs,dq_rmse,eta_u_rms,eta_u_peak_abs,tau_rms,tau_peak_abs,q_rmse_delta_pct,eta_u_rms_delta_pct,tau_rms_delta_pct,flags,joint_flags,log_path
original_ku,original_ku,1,right_hip_pitch,after_3s,2500,0.01780389402929357,0.023789008160205,0.0245466627563,0.03236650015454911,0.005829223659190178,0.0114158392855,1.8035969295009338,3.67404031754,,,,4,0,analysis_artifacts/eid_input_inverse_mujoco/runs/original_ku/mujoco_closed_loop_log.csv
original_ku,original_ku,2,right_knee,after_3s,2500,0.0027164157356027448,0.00516760348362,0.00562276709,0.025696351272004408,0.003956968719536843,0.0091706799783,1.1686247137643677,2.17544412613,,,,4,0,analysis_artifacts/eid_input_inverse_mujoco/runs/original_ku/mujoco_closed_loop_log.csv
input_inverse_equiv_ku,input_inverse_equiv_ku,1,right_hip_pitch,after_3s,2500,0.014617960151805283,0.022025014792915,0.022805474387,0.04332049525008957,0.5039458483964718,1.03260101036,1.8208665832407689,3.81702399254,-17.89459020732388,8545.162338246639,0.9575118174887098,4,0,analysis_artifacts/eid_input_inverse_mujoco/runs/input_inverse_equiv_ku/mujoco_closed_loop_log.csv
input_inverse_equiv_ku,input_inverse_equiv_ku,2,right_knee,after_3s,2500,0.0029336359648948606,0.005374753463182999,0.00581615345259,0.026405870616723347,0.0873998479303058,0.219884474499,1.173403863359238,2.24665021896,7.996575282830065,2108.7576153631007,0.4089550339454906,4,0,analysis_artifacts/eid_input_inverse_mujoco/runs/input_inverse_equiv_ku/mujoco_closed_loop_log.csv
