joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,2000,,0.020117,0.040376,4.8833,0.7745,,0,
2,RightKnee,2000,,0.061995,0.208274,7.4577,0.8137,,0,
