method,repeat,log_path,window,n,dt_median,d_k_total_rms,d_k_total_peak_abs,d_k_total_mean,d_k_config_rms,d_k_config_peak_abs,d_k_config_mean,d_k_from_hip_acc_rms,d_k_from_hip_acc_peak_abs,d_k_from_hip_acc_mean,d_k_from_hip_vel_rms,d_k_from_hip_vel_peak_abs,d_k_from_hip_vel_mean,d_k_from_hip_dynamic_rms,d_k_from_hip_dynamic_peak_abs,d_k_from_hip_dynamic_mean,d_k_self_acc_err_rms,d_k_self_acc_err_peak_abs,d_k_self_acc_err_mean,d_k_vel_residual_rms,d_k_vel_residual_peak_abs,d_k_vel_residual_mean,d_k_recon_err_rms,d_k_recon_err_peak_abs,d_k_recon_err_mean,d_h_total_rms,d_h_total_peak_abs,d_h_total_mean,d_h_config_rms,d_h_config_peak_abs,d_h_config_mean,d_h_from_knee_acc_rms,d_h_from_knee_acc_peak_abs,d_h_from_knee_acc_mean,d_h_from_knee_vel_rms,d_h_from_knee_vel_peak_abs,d_h_from_knee_vel_mean,d_h_from_knee_dynamic_rms,d_h_from_knee_dynamic_peak_abs,d_h_from_knee_dynamic_mean,d_h_self_acc_err_rms,d_h_self_acc_err_peak_abs,d_h_self_acc_err_mean,d_h_vel_residual_rms,d_h_vel_residual_peak_abs,d_h_vel_residual_mean,d_h_recon_err_rms,d_h_recon_err_peak_abs,d_h_recon_err_mean
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,early_3_4,489,0.0020266300000457704,0.9042099051403063,1.9673146634628034,0.5183674021816209,0.9800418665911738,1.5829616923394636,0.5712363659236092,1.47279050221136,2.623805167486896,-0.09287937220192208,0.055669251561667146,0.12178728204178091,0.04001040845437663,1.4823817615876096,2.6191708920707844,-0.05286896374754546,1.9120092735627506e-09,3.924624181195213e-09,5.557231020223789e-12,0.05566925156166705,0.12178728204178091,0.040010408454376506,2.034321765686832e-16,6.661338147750939e-16,-3.0366529559021408e-18,1.6595156395041606,3.796340185475684,-1.3807089292855828,1.6166702810780693,2.431833678173242,-1.352436006543608,1.880557518338229,3.695916788104902,0.08121396572337178,0.05351445138421387,0.11983314577903847,0.03838268653418988,1.8721832022219387,3.704503321524705,0.11959665225756155,0.3029557681370124,0.7122865071246984,-0.14786957499953654,0.05351445138421379,0.11983314577903714,0.0383826865341898,5.681050279686216e-16,2.6645352591003757e-15,-4.858644729443425e-17
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,middle_4_5p4,682,0.0020266300000457704,1.0533049248292845,2.2644017506866834,0.696729225144073,1.0065279848115958,1.827115472211632,0.70642156302263,1.4197130701425096,2.8345358563307226,-0.06367998987630236,0.06825267564069726,0.1364817760122774,0.05398765199957837,1.432828859822781,2.8240467160415257,-0.009692337876724086,1.8064519491963189e-09,4.2592329663193595e-09,-1.8328595723693133e-12,0.06825267564069719,0.13648177601227696,0.053987651999578286,2.1863030235208294e-16,8.881784197001252e-16,1.2616170734376778e-17,1.7173833522823687,4.20966976048361,-1.4142162059937253,1.6165902994784251,2.501423194388784,-1.422165986674758,1.7896541967927346,3.9740314914237906,0.06716077948962865,0.0643266306273363,0.13045397929816183,0.05082136439886687,1.786787028267445,3.9560083358018083,0.11798214388849557,0.31466115736316763,0.7783538405643924,-0.11003236320746286,0.06432663062733626,0.13045397929816227,0.05082136439886681,4.801105494466793e-16,2.6645352591003757e-15,-3.418575295766611e-18
pd,r02,data\20260623_191407\h1_real_p2_anti_hip_knee_pd_log.csv,late_5p4_7p4,985,0.0020266300000457704,0.8054381820341456,1.8567989577853505,0.4522259013358741,1.0112775489951862,1.5750890418052048,0.7409716992313149,1.3147879340676678,2.4033004046438897,-0.33826508261438215,0.06523519920567117,0.13190746861785207,0.04951928507465522,1.3216036218890546,2.399179228522412,-0.28874579753972696,1.7409671911550106e-09,3.87810228374974e-09,-3.557138138169512e-10,0.06523519920567108,0.13190746861785163,0.04951928507465512,2.11692584202836e-16,8.881784197001252e-16,-5.551115123125783e-18,1.5239548993737801,3.759173331140674,-1.245933857306707,1.7308460651136874,2.455129361314019,-1.5503676435416476,1.7448958053365502,3.9499130681438084,0.41872830856225485,0.06248708180952608,0.1312352787851836,0.04699745814236351,1.7385319324453101,3.9553448133305644,0.46572576670461835,0.29279015387683266,0.6521518378999325,-0.1612919804696777,0.06248708180952602,0.1312352787851836,0.04699745814236345,5.574846837552164e-16,3.774758283725532e-15,-1.6005245634190075e-17
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,steady_3_7p4,2147,0.0020323209998878156,0.913113519019993,2.2731331461627824,0.5414477589877633,1.002014563561452,1.828372475477815,0.6893944242435771,1.3883373621317259,2.8705667659729714,-0.19669632521491878,0.06410443463651082,0.13802490317185745,0.04874966012102832,1.3978451620335106,2.865069502941824,-0.14794666509389046,1.8007444215071795e-09,4.107530759966949e-09,-1.6192325609648916e-10,0.06410443463651073,0.1380249031718579,0.04874966012102823,2.1304356864463614e-16,1.3322676295501878e-15,4.870476531526872e-18,1.6140412718273662,4.080731848739056,-1.327188516961282,1.6677972402904249,2.5016297459350354,-1.4621962513927673,1.7906752486835242,4.25247336330369,0.23115039639179258,0.06106756314580445,0.13306123980492357,0.04623186576802008,1.7850876022764839,4.25765962423049,0.27738226215981265,0.3037403355818521,0.7898968181339239,-0.14237452772832704,0.06106756314580441,0.13306123980492401,0.046231865768020027,5.249954476616593e-16,2.1094237467877974e-15,-3.671440835975134e-18
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,early_3_4,487,0.0020323209998878156,0.9002334783042878,1.8787730275264818,0.5096175461002264,0.9785922326313345,1.583505594538757,0.5682366742712333,1.475760167831083,2.5135211909682678,-0.09882519269817794,0.055843013472867804,0.12101111961324706,0.04020606452329441,1.4851398362573065,2.5092387789528927,-0.05861912817488351,1.9158758566745097e-09,3.7242826600447643e-09,3.876826401329833e-12,0.05584301347286772,0.12101111961324662,0.040206064523294296,2.2500651734249743e-16,8.881784197001252e-16,-1.2324729418644256e-17,1.657818891903965,3.5780947607555054,-1.3756415722232382,1.6133923997914927,2.432983516039495,-1.34785777975954,1.8855223010134388,3.867821624483892,0.08304596705238732,0.053678618321915846,0.11828568289752894,0.03859413074426093,1.8770402668877273,3.8779863344237047,0.12164009779664829,0.3046658633638493,0.6827178946062276,-0.14942389026034622,0.053678618321915825,0.11828568289752983,0.038594130744260886,5.715776355612994e-16,1.7763568394002505e-15,-4.1034937255139256e-18
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,middle_4_5p4,683,0.0020323209998878156,1.0539883162657444,2.2731331461627824,0.7004796211553426,1.0064445900503876,1.828372475477815,0.7062832008030853,1.4168471772641467,2.8705667659729714,-0.0599027038809659,0.06837125564710574,0.13802490317185745,0.054099124233218145,1.4301486263373382,2.865069502941824,-0.005803579647747809,1.7941356173235075e-09,4.107530759966949e-09,5.1288315524595625e-15,0.06837125564710567,0.1380249031718579,0.05409912423321807,2.092537481394984e-16,1.3322676295501878e-15,1.483277467013844e-17,1.7112450807584096,4.080731848739056,-1.4156152283616092,1.6165997990432892,2.5016297459350354,-1.4226778702132687,1.7784283560670182,3.835014672709728,0.06503759119998445,0.06442093704162566,0.13306123980492357,0.0509193763618832,1.7758237446563436,3.816725399294027,0.11595696756186773,0.31413741346223295,0.7898968181339239,-0.10889432571020806,0.06442093704162562,0.13306123980492401,0.050919376361883116,4.693965841172006e-16,2.1094237467877974e-15,1.4629585976026953e-18
pd,r03,data\20260623_191438\h1_real_p2_anti_hip_knee_pd_log.csv,late_5p4_7p4,977,0.0020323209998878156,0.8072751425705703,1.7722768989196638,0.4461381907336938,1.0104143224065403,1.572838801420103,0.737980698395458,1.3216513535839687,2.5341677875673176,-0.3411111511174188,0.06487041696046218,0.12953953064755908,0.04926864381342419,1.3284047675394137,2.5306996639063493,-0.2918425073039947,1.7452782395469706e-09,4.093199112986667e-09,-3.5776944553588555e-10,0.0648704169604621,0.1295395306475582,0.04926864381342409,2.0950954588627328e-16,8.881784197001252e-16,6.477247943053626e-18,1.5191341011279587,3.6440183481015658,-1.241219139480221,1.7286069155890773,2.4543425517046904,-1.5468164049556938,1.7502205453481663,4.25247336330369,0.42110116715360957,0.06211032839391223,0.1285863493035624,0.04676206763185038,1.7440598039505681,4.25765962423049,0.46786323478545977,0.2957812354348558,0.6886731896605394,-0.16226596930998718,0.062110328393912194,0.12858634930356194,0.04676206763185032,5.374088530809153e-16,1.9984014443252818e-15,-7.045427587181136e-18
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,steady_3_7p4,2147,0.0020324905000279614,0.9192759199111844,2.115580797281522,0.5403638618731241,1.0019584012561342,1.827914290911428,0.687932570685057,1.3947450467048075,2.9933528941303416,-0.19639237320736738,0.06435688586440752,0.1373126026789353,0.04882366455701452,1.4043222509780218,2.9880003301952884,-0.14756870865035288,1.7989382735354346e-09,3.98010868707388e-09,-1.615799770392495e-10,0.06435688586440744,0.13731260267893486,0.04882366455701444,2.101286691748323e-16,8.881784197001252e-16,4.767055662907854e-19,1.6139678081590452,3.9049531955480066,-1.3291439906999782,1.6688068752324934,2.501996399499934,-1.4637157975290551,1.7881137304582846,3.9597835024539005,0.23071776179036166,0.06139425999354939,0.1316053107640709,0.04632794984959218,1.7825484851100575,3.9651204293396187,0.27704571163995384,0.3046196098061689,0.823466376284637,-0.14247390481087685,0.061394259993549354,0.13160531076407134,0.046327949849592126,5.313460190666259e-16,2.220446049250313e-15,-5.326174733879419e-18
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,early_3_4,489,0.0020324905000279614,0.917405583384598,1.9842045886689634,0.5130083023377389,0.9780645249505373,1.5824965200952046,0.5645960355962087,1.488243675348261,2.7438627501319672,-0.0920618041371143,0.05645347492842764,0.1237169502165143,0.04047407086937879,1.4980202205644975,2.739534238337371,-0.05158773326773563,1.9061457993135596e-09,3.7463712132534965e-09,9.265724381945993e-12,0.056453474928427574,0.1237169502165143,0.04047407086937871,2.182085579347404e-16,8.881784197001252e-16,1.1579013140262368e-17,1.6553617125117723,3.6495278031751863,-1.3810492045462597,1.6126639123897566,2.425144143715407,-1.3489517850628978,1.87349850350593,3.630604280228318,0.07731317940639226,0.054409874070410646,0.12185230828254401,0.03889918515905791,1.8652886265246875,3.641336580973622,0.11621236456545034,0.30653118205768737,0.7447332573827481,-0.14830978404881204,0.05440987407041061,0.12185230828254312,0.03889918515905787,5.686372107813086e-16,2.220446049250313e-15,1.362236840030867e-18
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,middle_4_5p4,683,0.0020324905000279614,1.052528113990227,2.115580797281522,0.6938711022203545,1.007083677986139,1.827914290911428,0.7055242590381052,1.4161774729089789,2.9933528941303416,-0.06541246341067836,0.06794030636484293,0.1373126026789353,0.053759306596421495,1.4291638362491157,2.9880003301952884,-0.011653156814256794,1.7851206299695257e-09,3.913148471923478e-09,-3.4938501458785078e-12,0.06794030636484284,0.13731260267893486,0.05375930659642141,2.101546706461537e-16,8.881784197001252e-16,-6.908415599790506e-18,1.7013436487540508,3.9049531955480066,-1.4133484295885417,1.617079941889118,2.501996399499934,-1.4229116942916715,1.769321344018698,3.652688387795285,0.06836814515021383,0.06393334207260487,0.1300616000618855,0.05051253749076379,1.7668138990703506,3.633846099076388,0.1188806826409775,0.3156725917079965,0.823466376284637,-0.10931741793784762,0.06393334207260482,0.1300616000618855,0.05051253749076374,4.974781760865329e-16,1.9984014443252818e-15,-2.2594582785197184e-17
pd,r04,data\20260623_191505\h1_real_p2_anti_hip_knee_pd_log.csv,late_5p4_7p4,975,0.0020324905000279614,0.8140843422482154,1.9220592448302924,0.4465499372122474,1.0101660885525658,1.573595802545239,0.7374673835192261,1.3296311447748832,2.453252466390538,-0.34047127235248775,0.06548731190325287,0.1322348036504808,0.04955382640351597,1.3365713279064464,2.4414636056533663,-0.29091744594897173,1.752613202493155e-09,3.98010868707388e-09,-3.580070259245182e-10,0.06548731190325278,0.13223480365048035,0.04955382640351587,2.0593838727673276e-16,8.881784197001252e-16,8.184336399480321e-20,1.527774684926121,3.859085643931945,-1.244125240616162,1.7310057549021294,2.45737176712913,-1.5498581612286284,1.7570936014377077,3.9597835024539005,0.4213840478939329,0.06286489279048135,0.1316053107640709,0.047122403772413765,1.7507785535235685,3.9651204293396187,0.46850645166634686,0.2956423667842076,0.6625441766647642,-0.1627735310538806,0.06286489279048132,0.13160531076407134,0.04712240377241371,5.349433149125209e-16,2.220446049250313e-15,3.416070845000482e-18
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,steady_3_7p4,2147,0.002032590999988315,0.9138098712104052,2.2573527103591675,0.539203771995676,1.0004517132675788,1.827775816889792,0.6864619485501957,1.3898607707664616,3.0355325240574955,-0.19602451313910862,0.06430186526038409,0.1387069062902806,0.04876633674654958,1.3994207827408816,3.029425859846141,-0.14725817639255903,1.8031285946793017e-09,4.303780443137839e-09,-1.6196054258263554e-10,0.06430186526038399,0.1387069062902806,0.04876633674654948,2.1305930503698245e-16,1.1102230246251565e-15,-9.889620561693581e-19,1.616613888316206,4.261339311119478,-1.3274058674148705,1.6683367814231815,2.502041817952316,-1.4625668718389968,1.7928687462073398,4.118512808051963,0.23115322288341317,0.06134255582108042,0.13389106929805905,0.04627511647468742,1.7873151351407084,4.123886528044972,0.2774283393581005,0.3037066346312729,0.8350975488470453,-0.14226733493397414,0.06134255582108039,0.13389106929805727,0.04627511647468737,5.392489292008017e-16,2.6645352591003757e-15,-7.756565146426338e-20
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,early_3_4,489,0.002032590999988315,0.9085594935774023,1.8674881796277734,0.5117319680523625,0.977068114827526,1.5807784192193215,0.5628847747192555,1.4787972594440226,2.647783040894276,-0.09131407844362038,0.056079478506648336,0.12348962431752053,0.04016127176876515,1.4885247705933238,2.6435210730520438,-0.05115280667485525,1.907005705879362e-09,3.753386490501498e-09,7.962586879082274e-12,0.056079478506648225,0.12348962431752053,0.04016127176876503,2.277882068874605e-16,1.1102230246251565e-15,-9.081578933539113e-18,1.6509257007546854,3.608399339394534,-1.3774687842575517,1.612677633845962,2.4335657015504726,-1.3470890207627966,1.8763885433927978,3.8994274865228955,0.07867173393458299,0.054044456627861906,0.12139060487993536,0.0385948911322149,1.8679911355635448,3.907682743419146,0.11726662506679801,0.3050377299457122,0.7187957997769301,-0.14764638856155318,0.05404445662786185,0.12139060487993536,0.038594891132214815,5.852394174574039e-16,2.6645352591003757e-15,-3.1785526267386895e-18
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,middle_4_5p4,683,0.002032590999988315,1.0492399866444253,2.2573527103591675,0.695586526803369,1.0052106402090073,1.827775816889792,0.704613968597502,1.4147757850469171,3.0355325240574955,-0.06323477897480763,0.06858920549191164,0.1387069062902806,0.054207337185087245,1.4279456575652327,3.029425859846141,-0.009027441789720429,1.7959448816656305e-09,4.303780443137839e-09,-4.4124199348569865e-12,0.06858920549191157,0.1387069062902806,0.054207337185087155,2.07627668885815e-16,7.771561172376096e-16,5.608007957476999e-18,1.7107618599247512,4.261339311119478,-1.4119359924363108,1.6168791923822299,2.502041817952316,-1.4229232989552956,1.7794679907849624,4.018718138649504,0.06929915550039994,0.06471945110993514,0.13389106929805905,0.05105860537719896,1.7768427895221126,4.000197107910569,0.12035776087759895,0.31405246257266,0.8350975488470453,-0.10937045435861432,0.06471945110993513,0.13389106929805727,0.051058605377198904,5.095345992353159e-16,2.6645352591003757e-15,-1.53610652748283e-17
pd,r05,data\20260623_191536\h1_real_p2_anti_hip_knee_pd_log.csv,late_5p4_7p4,975,0.002032590999988315,0.8084625408462055,1.9820054236850972,0.4434338136311897,1.0086670813416887,1.573672413812901,0.7357249314332925,1.3246909617649005,2.580786921977484,-0.34156173467788936,0.06505418525549245,0.13060132084231046,0.04927061723333458,1.3314737531163936,2.5765409163985615,-0.2922911174445548,1.7538792286672222e-09,3.964512718113156e-09,-3.5754800727516144e-10,0.06505418525549234,0.13060132084231046,0.04927061723333447,2.091371867106015e-16,7.771561172376096e-16,-1.5514655087710521e-18,1.528974739133616,3.8409268922964794,-1.2430829528243938,1.7301326532653822,2.4583557742417463,-1.5482542866654894,1.7590378097099908,4.118512808051963,0.42100940351785016,0.06234621551056443,0.1296854008060624,0.046776149574229674,1.7529234633677147,4.123886528044972,0.4677855530920797,0.2955574171615646,0.7002998931469921,-0.16261421925098402,0.062346215510564386,0.1296854008060624,0.04677614957422962,5.354275602158822e-16,2.6645352591003757e-15,1.2183986013835052e-17
