method,direction,t_rel,row2,row3
PD,knee_to_hip,7.019999999999914,2.1432151005173634,-0.8826185447821991
PD,knee_to_hip,7.029999999999914,2.5427810855106765,-0.5215999453390692
PD,knee_to_hip,7.039999999999914,3.102728664107709,0.0715417844301414
PD,knee_to_hip,7.049999999999914,3.6513025283291816,0.6643666151785721
PD,knee_to_hip,7.0599999999999135,3.708690332972618,0.745655741939608
PD,knee_to_hip,7.069999999999913,3.441611506583194,0.5336928232083056
PD,knee_to_hip,7.079999999999913,3.2462031549238866,0.4411616518599081
PD,knee_to_hip,7.089999999999913,2.966026542837211,0.2504282203712157
PD,knee_to_hip,7.099999999999913,2.6672651723577614,0.01369022256165266
PD,knee_to_hip,7.109999999999912,2.444237761964416,-0.07675595631697575
PD,knee_to_hip,7.119999999999912,2.1493406336954286,-0.29821152035124104
PD,knee_to_hip,7.129999999999912,1.8969928203111146,-0.47724303585684485
PD,knee_to_hip,7.139999999999912,1.6212178733665958,-0.6558840397035238
PD,knee_to_hip,7.1499999999999115,1.3075995694395592,-0.9052419116911515
PD,knee_to_hip,7.159999999999911,1.0106131578948685,-1.113302577187476
PD,knee_to_hip,7.169999999999911,0.787375628405271,-1.238813957347295
PD,knee_to_hip,7.179999999999911,0.7024135704780388,-1.2172908529788364
PD,knee_to_hip,7.189999999999911,0.6140377629330722,-1.2217487977873904
PD,knee_to_hip,7.1999999999999105,0.5553927303315479,-1.2128438791728389
PD,knee_to_hip,7.20999999999991,0.37014272547917,-1.3203791469247919
PD,knee_to_hip,7.21999999999991,0.1429084934366715,-1.441293525196893
PD,knee_to_hip,7.22999999999991,-0.030002023293525304,-1.5006036849609103
PD,knee_to_hip,7.23999999999991,-0.08366928489606926,-1.4589734401009422
PD,knee_to_hip,7.249999999999909,-0.1346173784898309,-1.407162403931944
PD,knee_to_hip,7.259999999999909,-0.19473962376569293,-1.3810416564930912
PD,knee_to_hip,7.269999999999909,-0.20469859851174435,-1.3430595358843795
PD,knee_to_hip,7.279999999999909,-0.30967583294562784,-1.4287425467749895
PD,knee_to_hip,7.2899999999999086,-0.43682561457987623,-1.5051058529824481
PD,knee_to_hip,7.299999999999908,-0.4970864374855937,-1.4836767152246444
PD,knee_to_hip,7.309999999999908,-0.527528123807225,-1.4133663850297027
PD,knee_to_hip,7.319999999999908,-0.5933863628215093,-1.3944490605555653
PD,knee_to_hip,7.329999999999908,-0.5826269005090221,-1.295590040231636
PD,knee_to_hip,7.3399999999999075,-0.7521801333854535,-1.4055750121787995
PD,knee_to_hip,7.349999999999907,-0.9618100018168059,-1.562927694059026
PD,knee_to_hip,7.359999999999907,-1.1075957299077515,-1.6796639511892224
PD,knee_to_hip,7.369999999999907,-1.1738812350265067,-1.7137616968553484
PD,knee_to_hip,7.379999999999907,-1.1980179924675096,-1.6928239978729578
PD,knee_to_hip,7.389999999999906,-1.2639098558017854,-1.6915604635034582
PD,knee_to_hip,7.399999999999906,-1.4126062877116798,-1.7823119200322517
EID,knee_to_hip,3.0,3.6109336919006063,1.1373903916776955
EID,knee_to_hip,3.01,3.4016477737389943,0.9303739015884487
EID,knee_to_hip,3.0199999999999996,2.703373972092017,0.11406050588635663
EID,knee_to_hip,3.0299999999999994,2.027147413500528,-0.6340835808358992
EID,knee_to_hip,3.039999999999999,1.5764991026157824,-1.070350107561901
EID,knee_to_hip,3.049999999999999,1.3168886129328297,-1.2425330243734398
EID,knee_to_hip,3.0599999999999987,1.054471925841763,-1.3671000188527154
EID,knee_to_hip,3.0699999999999985,0.790588453632916,-1.6357385675671972
EID,knee_to_hip,3.0799999999999983,0.7424888892511874,-1.8171170349345913
EID,knee_to_hip,3.089999999999998,0.8377091028791275,-1.797340209202695
EID,knee_to_hip,3.099999999999998,0.8542579580391191,-1.8042164295220466
EID,knee_to_hip,3.1099999999999977,0.9246082405578475,-1.773921437929244
EID,knee_to_hip,3.1199999999999974,1.2095680320922908,-1.5811610833636323
EID,knee_to_hip,3.1299999999999972,1.6453875713368913,-1.2488178939744101
EID,knee_to_hip,3.139999999999997,2.2389870518442345,-0.703199892239812
EID,knee_to_hip,3.149999999999997,2.701307427534388,-0.20817798900504686
