method,direction,scale,scale_percent_of_original_row2,extra_gain_from_original_percent,row2_rms,row3_rms_before,remaining_rms_after,remaining_rms_at_raw_row2,rms_reduction_percent,energy_explained_percent,corr
PD,hip_to_knee,0.44265590553220097,44.26559055322009,-55.7344094467799,1.387573450940798,0.9131554503381288,0.6757141688095877,1.0269707577665945,26.002284872813263,45.24338155955721,0.9495284174802959
EID,hip_to_knee,0.6950611202257998,69.50611202257998,-30.49388797742002,1.8090625005844239,1.480980565297198,0.7824487336870972,0.9573649233663512,47.166846613542276,72.08657903243032,0.9377021042522693
PD,knee_to_hip,0.35169175510425305,35.169175510425305,-64.8308244895747,1.7884775534913657,1.6138095866236655,1.486186202048319,1.884981246093258,7.908205877147745,15.191014552341953,0.8804124381863024
EID,knee_to_hip,0.7080014977611345,70.80014977611346,-29.199850223886546,3.0944243391999353,2.777746464798235,1.7076360078423185,1.9319561462206525,38.52441072348355,62.207519231050554,0.9486777442831253
