candidate,scan,group,repeat,joint,signal,freq_hz,amp
O4,ko,o4,r01,Hip,tau_est,76.26987447698745,0.047913228877636625
O4,ko,o4,r01,Hip,tau_est,76.68619246861925,0.043317463808928744
O4,ko,o4,r01,Hip,tau_est,77.10251046025104,0.03388847661541998
O4,ko,o4,r01,Hip,tau_est,77.51882845188284,0.019957346082224915
O4,ko,o4,r01,Hip,tau_est,77.93514644351464,0.014229941256243203
O4,ko,o4,r01,Hip,tau_est,78.35146443514644,0.02751116275371062
O4,ko,o4,r01,Hip,tau_est,78.76778242677824,0.02466399643867681
O4,ko,o4,r01,Hip,tau_est,79.18410041841004,0.009695367984476483
O4,ko,o4,r01,Hip,tau_est,79.60041841004184,0.014155076878704015
O4,ko,o4,r01,Hip,tau_est,80.01673640167364,0.02124177101136194
O4,ko,o4,r01,Hip,tau_est,80.43305439330544,0.019707523992090914
O4,ko,o4,r01,Hip,tau_est,80.84937238493724,0.016764695558656485
O4,ko,o4,r01,Hip,tau_est,81.26569037656904,0.011516478417200469
O4,ko,o4,r01,Hip,tau_est,81.68200836820084,0.014276934625243137
O4,ko,o4,r01,Hip,tau_est,82.09832635983264,0.021374170078174836
O4,ko,o4,r01,Hip,tau_est,82.51464435146444,0.027149292879022187
O4,ko,o4,r01,Hip,tau_est,82.93096234309624,0.0345125648659197
O4,ko,o4,r01,Hip,tau_est,83.34728033472804,0.049263032712122234
O4,ko,o4,r01,Hip,tau_est,83.76359832635984,0.05774091635330757
O4,ko,o4,r01,Hip,tau_est,84.17991631799163,0.058767640024614126
O4,ko,o4,r01,Hip,tau_est,84.59623430962343,0.05327494961606261
O4,ko,o4,r01,Hip,tau_est,85.01255230125523,0.045328061215216535
O4,ko,o4,r01,Hip,tau_est,85.42887029288703,0.04506587268346816
O4,ko,o4,r01,Hip,tau_est,85.84518828451883,0.047925346906021724
O4,ko,o4,r01,Hip,tau_est,86.26150627615063,0.05933863827463612
O4,ko,o4,r01,Hip,tau_est,86.67782426778243,0.06973511668330865
O4,ko,o4,r01,Hip,tau_est,87.09414225941423,0.07924731042240829
O4,ko,o4,r01,Hip,tau_est,87.51046025104603,0.06897300700167136
O4,ko,o4,r01,Hip,tau_est,87.92677824267783,0.053148971001652535
O4,ko,o4,r01,Hip,tau_est,88.34309623430963,0.028088302392652545
O4,ko,o4,r01,Hip,tau_est,88.75941422594143,0.016615052669257203
O4,ko,o4,r01,Hip,tau_est,89.17573221757323,0.03114453502176027
O4,ko,o4,r01,Hip,tau_est,89.59205020920503,0.033263534844911354
O4,ko,o4,r01,Hip,tau_est,90.00836820083683,0.027535990720305208
O4,ko,o4,r01,Hip,tau_est,90.42468619246861,0.029726056451074068
O4,ko,o4,r01,Hip,tau_est,90.84100418410041,0.032529442460403214
O4,ko,o4,r01,Hip,tau_est,91.25732217573221,0.03284181109362617
O4,ko,o4,r01,Hip,tau_est,91.67364016736401,0.030256286045025595
O4,ko,o4,r01,Hip,tau_est,92.08995815899581,0.023685248054559377
O4,ko,o4,r01,Hip,tau_est,92.50627615062761,0.023279466673327916
O4,ko,o4,r01,Hip,tau_est,92.92259414225941,0.025637814330740277
O4,ko,o4,r01,Hip,tau_est,93.33891213389121,0.023237966483690246
O4,ko,o4,r01,Hip,tau_est,93.75523012552301,0.024690788393910472
O4,ko,o4,r01,Hip,tau_est,94.17154811715481,0.039757675428346566
O4,ko,o4,r01,Hip,tau_est,94.58786610878661,0.045715513853900186
O4,ko,o4,r01,Hip,tau_est,95.00418410041841,0.042520183773152295
O4,ko,o4,r01,Hip,tau_est,95.42050209205021,0.03773405718259609
O4,ko,o4,r01,Hip,tau_est,95.83682008368201,0.03206673924171197
O4,ko,o4,r01,Hip,tau_est,96.25313807531381,0.01615352874395857
O4,ko,o4,r01,Hip,tau_est,96.66945606694561,0.007245048489667925
O4,ko,o4,r01,Hip,tau_est,97.08577405857741,0.014138273955872051
O4,ko,o4,r01,Hip,tau_est,97.5020920502092,0.014844207546834727
O4,ko,o4,r01,Hip,tau_est,97.918410041841,0.01100654392344413
