method,repeat,joint,signal,freq_hz,amp
pd,r01,Knee,delta_tau_est,71.27405857740585,0.039327898629486116
pd,r01,Knee,delta_tau_est,71.69037656903765,0.0386938892991313
pd,r01,Knee,delta_tau_est,72.10669456066945,0.02737987477065417
pd,r01,Knee,delta_tau_est,72.52301255230125,0.02156839657753204
pd,r01,Knee,delta_tau_est,72.93933054393305,0.018531396758700677
pd,r01,Knee,delta_tau_est,73.35564853556485,0.02568478062039814
pd,r01,Knee,delta_tau_est,73.77196652719665,0.03434086481841139
pd,r01,Knee,delta_tau_est,74.18828451882845,0.04602436134387274
pd,r01,Knee,delta_tau_est,74.60460251046025,0.05016612245161087
pd,r01,Knee,delta_tau_est,75.02092050209205,0.04540847036934114
pd,r01,Knee,delta_tau_est,75.43723849372385,0.03088705148919914
pd,r01,Knee,delta_tau_est,75.85355648535565,0.012631394848547757
pd,r01,Knee,delta_tau_est,76.26987447698745,0.010693370138008872
pd,r01,Knee,delta_tau_est,76.68619246861925,0.010401347269356194
pd,r01,Knee,delta_tau_est,77.10251046025104,0.014391938272073948
pd,r01,Knee,delta_tau_est,77.51882845188284,0.01913495028795813
pd,r01,Knee,delta_tau_est,77.93514644351464,0.024580162042976465
pd,r01,Knee,delta_tau_est,78.35146443514644,0.019629734382280696
pd,r01,Knee,delta_tau_est,78.76778242677824,0.01245074532363598
pd,r01,Knee,delta_tau_est,79.18410041841004,0.019021910187463936
pd,r01,Knee,delta_tau_est,79.60041841004184,0.026354938879799582
pd,r01,Knee,delta_tau_est,80.01673640167364,0.03537443768776628
pd,r01,Knee,delta_tau_est,80.43305439330544,0.041910015778916364
pd,r01,Knee,delta_tau_est,80.84937238493724,0.04661576192185615
pd,r01,Knee,delta_tau_est,81.26569037656904,0.038935093281911026
pd,r01,Knee,delta_tau_est,81.68200836820084,0.029603722073016737
pd,r01,Knee,delta_tau_est,82.09832635983264,0.026239080101553115
pd,r01,Knee,delta_tau_est,82.51464435146444,0.03127952331244518
pd,r01,Knee,delta_tau_est,82.93096234309624,0.05064803218097054
pd,r01,Knee,delta_tau_est,83.34728033472804,0.05178431907006331
pd,r01,Knee,delta_tau_est,83.76359832635984,0.04241197376556221
pd,r01,Knee,delta_tau_est,84.17991631799163,0.040166065412825
pd,r01,Knee,delta_tau_est,84.59623430962343,0.04072742063315358
pd,r01,Knee,delta_tau_est,85.01255230125523,0.05154464636399457
pd,r01,Knee,delta_tau_est,85.42887029288703,0.05216877085154551
pd,r01,Knee,delta_tau_est,85.84518828451883,0.03918589908031138
pd,r01,Knee,delta_tau_est,86.26150627615063,0.042586498135028836
pd,r01,Knee,delta_tau_est,86.67782426778243,0.05324780526762997
pd,r01,Knee,delta_tau_est,87.09414225941423,0.06457035342066994
pd,r01,Knee,delta_tau_est,87.51046025104603,0.0704711225488026
pd,r01,Knee,delta_tau_est,87.92677824267783,0.05728991763415357
pd,r01,Knee,delta_tau_est,88.34309623430963,0.04376277029051585
pd,r01,Knee,delta_tau_est,88.75941422594143,0.029870965444559767
pd,r01,Knee,delta_tau_est,89.17573221757323,0.04550678361055514
pd,r01,Knee,delta_tau_est,89.59205020920503,0.07063101821586763
pd,r01,Knee,delta_tau_est,90.00836820083683,0.07882655423902998
pd,r01,Knee,delta_tau_est,90.42468619246861,0.08408758902243217
pd,r01,Knee,delta_tau_est,90.84100418410041,0.08183058454130941
pd,r01,Knee,delta_tau_est,91.25732217573221,0.07550933417345575
pd,r01,Knee,delta_tau_est,91.67364016736401,0.06580023730243026
pd,r01,Knee,delta_tau_est,92.08995815899581,0.061611108172190523
pd,r01,Knee,delta_tau_est,92.50627615062761,0.05693301385274291
pd,r01,Knee,delta_tau_est,92.92259414225941,0.0301486396784821
pd,r01,Knee,delta_tau_est,93.33891213389121,0.014174711882945626
pd,r01,Knee,delta_tau_est,93.75523012552301,0.01925165074915513
pd,r01,Knee,delta_tau_est,94.17154811715481,0.015124018922444738
pd,r01,Knee,delta_tau_est,94.58786610878661,0.0049599589634380485
pd,r01,Knee,delta_tau_est,95.00418410041841,0.010647443453266556
pd,r01,Knee,delta_tau_est,95.42050209205021,0.019410509169822128
pd,r01,Knee,delta_tau_est,95.83682008368201,0.03257888506374185
pd,r01,Knee,delta_tau_est,96.25313807531381,0.03920804191373638
pd,r01,Knee,delta_tau_est,96.66945606694561,0.0359399683538422
pd,r01,Knee,delta_tau_est,97.08577405857741,0.03975630262343201
pd,r01,Knee,delta_tau_est,97.5020920502092,0.0471818917705905
pd,r01,Knee,delta_tau_est,97.918410041841,0.028213504967016197
pd,r01,Knee,delta_tau_est,98.3347280334728,0.013453175316473397
pd,r01,Knee,delta_tau_est,98.7510460251046,0.025173187010356844
pd,r01,Knee,delta_tau_est,99.1673640167364,0.035387039012398
pd,r01,Knee,delta_tau_est,99.5836820083682,0.04380696610027737
pd,r01,Knee,delta_tau_est,100.0,0.06082177050113158
pd,r01,Knee,eta_u,0.5,0.0
pd,r01,Knee,eta_u,0.9163179916317992,0.0
pd,r01,Knee,eta_u,1.3326359832635983,0.0
pd,r01,Knee,eta_u,1.7489539748953975,0.0
pd,r01,Knee,eta_u,2.1652719665271967,0.0
pd,r01,Knee,eta_u,2.581589958158996,0.0
pd,r01,Knee,eta_u,2.997907949790795,0.0
pd,r01,Knee,eta_u,3.414225941422594,0.0
pd,r01,Knee,eta_u,3.8305439330543933,0.0
pd,r01,Knee,eta_u,4.2468619246861925,0.0
pd,r01,Knee,eta_u,4.663179916317992,0.0
pd,r01,Knee,eta_u,5.079497907949791,0.0
pd,r01,Knee,eta_u,5.49581589958159,0.0
pd,r01,Knee,eta_u,5.912133891213389,0.0
pd,r01,Knee,eta_u,6.328451882845188,0.0
pd,r01,Knee,eta_u,6.7447698744769875,0.0
pd,r01,Knee,eta_u,7.161087866108787,0.0
pd,r01,Knee,eta_u,7.577405857740586,0.0
pd,r01,Knee,eta_u,7.993723849372385,0.0
pd,r01,Knee,eta_u,8.410041841004183,0.0
pd,r01,Knee,eta_u,8.826359832635983,0.0
pd,r01,Knee,eta_u,9.242677824267783,0.0
pd,r01,Knee,eta_u,9.658995815899582,0.0
pd,r01,Knee,eta_u,10.07531380753138,0.0
pd,r01,Knee,eta_u,10.49163179916318,0.0
pd,r01,Knee,eta_u,10.90794979079498,0.0
pd,r01,Knee,eta_u,11.324267782426778,0.0
pd,r01,Knee,eta_u,11.740585774058577,0.0
pd,r01,Knee,eta_u,12.156903765690377,0.0
pd,r01,Knee,eta_u,12.573221757322177,0.0
pd,r01,Knee,eta_u,12.989539748953975,0.0
pd,r01,Knee,eta_u,13.405857740585773,0.0
pd,r01,Knee,eta_u,13.822175732217573,0.0
pd,r01,Knee,eta_u,14.238493723849373,0.0
pd,r01,Knee,eta_u,14.654811715481172,0.0
pd,r01,Knee,eta_u,15.07112970711297,0.0
pd,r01,Knee,eta_u,15.48744769874477,0.0
pd,r01,Knee,eta_u,15.90376569037657,0.0
pd,r01,Knee,eta_u,16.320083682008367,0.0
pd,r01,Knee,eta_u,16.736401673640167,0.0
pd,r01,Knee,eta_u,17.152719665271967,0.0
pd,r01,Knee,eta_u,17.569037656903767,0.0
pd,r01,Knee,eta_u,17.985355648535567,0.0
pd,r01,Knee,eta_u,18.401673640167363,0.0
pd,r01,Knee,eta_u,18.817991631799163,0.0
pd,r01,Knee,eta_u,19.234309623430963,0.0
pd,r01,Knee,eta_u,19.65062761506276,0.0
pd,r01,Knee,eta_u,20.06694560669456,0.0
pd,r01,Knee,eta_u,20.48326359832636,0.0
pd,r01,Knee,eta_u,20.89958158995816,0.0
pd,r01,Knee,eta_u,21.31589958158996,0.0
pd,r01,Knee,eta_u,21.732217573221757,0.0
pd,r01,Knee,eta_u,22.148535564853557,0.0
pd,r01,Knee,eta_u,22.564853556485357,0.0
pd,r01,Knee,eta_u,22.981171548117153,0.0
pd,r01,Knee,eta_u,23.397489539748953,0.0
pd,r01,Knee,eta_u,23.813807531380753,0.0
pd,r01,Knee,eta_u,24.230125523012553,0.0
pd,r01,Knee,eta_u,24.646443514644353,0.0
pd,r01,Knee,eta_u,25.06276150627615,0.0
pd,r01,Knee,eta_u,25.47907949790795,0.0
pd,r01,Knee,eta_u,25.89539748953975,0.0
pd,r01,Knee,eta_u,26.311715481171547,0.0
pd,r01,Knee,eta_u,26.728033472803347,0.0
pd,r01,Knee,eta_u,27.144351464435147,0.0
pd,r01,Knee,eta_u,27.560669456066947,0.0
pd,r01,Knee,eta_u,27.976987447698747,0.0
pd,r01,Knee,eta_u,28.393305439330543,0.0
pd,r01,Knee,eta_u,28.809623430962343,0.0
pd,r01,Knee,eta_u,29.225941422594143,0.0
pd,r01,Knee,eta_u,29.64225941422594,0.0
pd,r01,Knee,eta_u,30.05857740585774,0.0
pd,r01,Knee,eta_u,30.47489539748954,0.0
pd,r01,Knee,eta_u,30.89121338912134,0.0
pd,r01,Knee,eta_u,31.30753138075314,0.0
pd,r01,Knee,eta_u,31.723849372384937,0.0
pd,r01,Knee,eta_u,32.14016736401673,0.0
pd,r01,Knee,eta_u,32.55648535564853,0.0
pd,r01,Knee,eta_u,32.97280334728033,0.0
pd,r01,Knee,eta_u,33.38912133891213,0.0
pd,r01,Knee,eta_u,33.80543933054393,0.0
pd,r01,Knee,eta_u,34.22175732217573,0.0
pd,r01,Knee,eta_u,34.63807531380753,0.0
pd,r01,Knee,eta_u,35.05439330543933,0.0
pd,r01,Knee,eta_u,35.470711297071134,0.0
pd,r01,Knee,eta_u,35.88702928870293,0.0
pd,r01,Knee,eta_u,36.30334728033473,0.0
pd,r01,Knee,eta_u,36.71966527196653,0.0
pd,r01,Knee,eta_u,37.13598326359833,0.0
pd,r01,Knee,eta_u,37.55230125523013,0.0
pd,r01,Knee,eta_u,37.96861924686193,0.0
pd,r01,Knee,eta_u,38.38493723849373,0.0
pd,r01,Knee,eta_u,38.80125523012552,0.0
pd,r01,Knee,eta_u,39.21757322175732,0.0
pd,r01,Knee,eta_u,39.63389121338912,0.0
pd,r01,Knee,eta_u,40.05020920502092,0.0
pd,r01,Knee,eta_u,40.46652719665272,0.0
pd,r01,Knee,eta_u,40.88284518828452,0.0
pd,r01,Knee,eta_u,41.29916317991632,0.0
pd,r01,Knee,eta_u,41.71548117154812,0.0
pd,r01,Knee,eta_u,42.13179916317992,0.0
pd,r01,Knee,eta_u,42.54811715481171,0.0
pd,r01,Knee,eta_u,42.96443514644351,0.0
pd,r01,Knee,eta_u,43.38075313807531,0.0
pd,r01,Knee,eta_u,43.79707112970711,0.0
pd,r01,Knee,eta_u,44.21338912133891,0.0
pd,r01,Knee,eta_u,44.62970711297071,0.0
pd,r01,Knee,eta_u,45.04602510460251,0.0
pd,r01,Knee,eta_u,45.46234309623431,0.0
pd,r01,Knee,eta_u,45.87866108786611,0.0
pd,r01,Knee,eta_u,46.29497907949791,0.0
pd,r01,Knee,eta_u,46.71129707112971,0.0
pd,r01,Knee,eta_u,47.12761506276151,0.0
pd,r01,Knee,eta_u,47.54393305439331,0.0
pd,r01,Knee,eta_u,47.96025104602511,0.0
pd,r01,Knee,eta_u,48.37656903765691,0.0
pd,r01,Knee,eta_u,48.79288702928871,0.0
pd,r01,Knee,eta_u,49.2092050209205,0.0
pd,r01,Knee,eta_u,49.6255230125523,0.0
pd,r01,Knee,eta_u,50.0418410041841,0.0
pd,r01,Knee,eta_u,50.4581589958159,0.0
pd,r01,Knee,eta_u,50.8744769874477,0.0
pd,r01,Knee,eta_u,51.2907949790795,0.0
pd,r01,Knee,eta_u,51.7071129707113,0.0
pd,r01,Knee,eta_u,52.12343096234309,0.0
pd,r01,Knee,eta_u,52.53974895397489,0.0
pd,r01,Knee,eta_u,52.95606694560669,0.0
pd,r01,Knee,eta_u,53.37238493723849,0.0
pd,r01,Knee,eta_u,53.78870292887029,0.0
pd,r01,Knee,eta_u,54.20502092050209,0.0
pd,r01,Knee,eta_u,54.62133891213389,0.0
pd,r01,Knee,eta_u,55.03765690376569,0.0
pd,r01,Knee,eta_u,55.453974895397494,0.0
pd,r01,Knee,eta_u,55.87029288702929,0.0
pd,r01,Knee,eta_u,56.28661087866109,0.0
pd,r01,Knee,eta_u,56.70292887029289,0.0
pd,r01,Knee,eta_u,57.11924686192469,0.0
pd,r01,Knee,eta_u,57.53556485355649,0.0
pd,r01,Knee,eta_u,57.95188284518829,0.0
pd,r01,Knee,eta_u,58.36820083682009,0.0
pd,r01,Knee,eta_u,58.78451882845188,0.0
pd,r01,Knee,eta_u,59.20083682008368,0.0
pd,r01,Knee,eta_u,59.61715481171548,0.0
pd,r01,Knee,eta_u,60.03347280334728,0.0
pd,r01,Knee,eta_u,60.44979079497908,0.0
pd,r01,Knee,eta_u,60.86610878661088,0.0
pd,r01,Knee,eta_u,61.28242677824268,0.0
pd,r01,Knee,eta_u,61.69874476987448,0.0
pd,r01,Knee,eta_u,62.11506276150628,0.0
pd,r01,Knee,eta_u,62.53138075313807,0.0
pd,r01,Knee,eta_u,62.94769874476987,0.0
pd,r01,Knee,eta_u,63.36401673640167,0.0
pd,r01,Knee,eta_u,63.78033472803347,0.0
pd,r01,Knee,eta_u,64.19665271966528,0.0
pd,r01,Knee,eta_u,64.61297071129707,0.0
pd,r01,Knee,eta_u,65.02928870292887,0.0
pd,r01,Knee,eta_u,65.44560669456067,0.0
pd,r01,Knee,eta_u,65.86192468619247,0.0
pd,r01,Knee,eta_u,66.27824267782427,0.0
pd,r01,Knee,eta_u,66.69456066945607,0.0
pd,r01,Knee,eta_u,67.11087866108787,0.0
pd,r01,Knee,eta_u,67.52719665271967,0.0
pd,r01,Knee,eta_u,67.94351464435147,0.0
pd,r01,Knee,eta_u,68.35983263598327,0.0
pd,r01,Knee,eta_u,68.77615062761507,0.0
pd,r01,Knee,eta_u,69.19246861924687,0.0
pd,r01,Knee,eta_u,69.60878661087867,0.0
pd,r01,Knee,eta_u,70.02510460251047,0.0
pd,r01,Knee,eta_u,70.44142259414227,0.0
pd,r01,Knee,eta_u,70.85774058577405,0.0
pd,r01,Knee,eta_u,71.27405857740585,0.0
pd,r01,Knee,eta_u,71.69037656903765,0.0
pd,r01,Knee,eta_u,72.10669456066945,0.0
pd,r01,Knee,eta_u,72.52301255230125,0.0
pd,r01,Knee,eta_u,72.93933054393305,0.0
pd,r01,Knee,eta_u,73.35564853556485,0.0
pd,r01,Knee,eta_u,73.77196652719665,0.0
pd,r01,Knee,eta_u,74.18828451882845,0.0
pd,r01,Knee,eta_u,74.60460251046025,0.0
pd,r01,Knee,eta_u,75.02092050209205,0.0
pd,r01,Knee,eta_u,75.43723849372385,0.0
pd,r01,Knee,eta_u,75.85355648535565,0.0
pd,r01,Knee,eta_u,76.26987447698745,0.0
pd,r01,Knee,eta_u,76.68619246861925,0.0
pd,r01,Knee,eta_u,77.10251046025104,0.0
pd,r01,Knee,eta_u,77.51882845188284,0.0
pd,r01,Knee,eta_u,77.93514644351464,0.0
pd,r01,Knee,eta_u,78.35146443514644,0.0
pd,r01,Knee,eta_u,78.76778242677824,0.0
pd,r01,Knee,eta_u,79.18410041841004,0.0
pd,r01,Knee,eta_u,79.60041841004184,0.0
pd,r01,Knee,eta_u,80.01673640167364,0.0
pd,r01,Knee,eta_u,80.43305439330544,0.0
pd,r01,Knee,eta_u,80.84937238493724,0.0
pd,r01,Knee,eta_u,81.26569037656904,0.0
pd,r01,Knee,eta_u,81.68200836820084,0.0
pd,r01,Knee,eta_u,82.09832635983264,0.0
pd,r01,Knee,eta_u,82.51464435146444,0.0
pd,r01,Knee,eta_u,82.93096234309624,0.0
pd,r01,Knee,eta_u,83.34728033472804,0.0
pd,r01,Knee,eta_u,83.76359832635984,0.0
pd,r01,Knee,eta_u,84.17991631799163,0.0
pd,r01,Knee,eta_u,84.59623430962343,0.0
pd,r01,Knee,eta_u,85.01255230125523,0.0
pd,r01,Knee,eta_u,85.42887029288703,0.0
pd,r01,Knee,eta_u,85.84518828451883,0.0
pd,r01,Knee,eta_u,86.26150627615063,0.0
pd,r01,Knee,eta_u,86.67782426778243,0.0
pd,r01,Knee,eta_u,87.09414225941423,0.0
pd,r01,Knee,eta_u,87.51046025104603,0.0
pd,r01,Knee,eta_u,87.92677824267783,0.0
pd,r01,Knee,eta_u,88.34309623430963,0.0
pd,r01,Knee,eta_u,88.75941422594143,0.0
pd,r01,Knee,eta_u,89.17573221757323,0.0
pd,r01,Knee,eta_u,89.59205020920503,0.0
pd,r01,Knee,eta_u,90.00836820083683,0.0
pd,r01,Knee,eta_u,90.42468619246861,0.0
pd,r01,Knee,eta_u,90.84100418410041,0.0
pd,r01,Knee,eta_u,91.25732217573221,0.0
pd,r01,Knee,eta_u,91.67364016736401,0.0
pd,r01,Knee,eta_u,92.08995815899581,0.0
pd,r01,Knee,eta_u,92.50627615062761,0.0
pd,r01,Knee,eta_u,92.92259414225941,0.0
pd,r01,Knee,eta_u,93.33891213389121,0.0
pd,r01,Knee,eta_u,93.75523012552301,0.0
pd,r01,Knee,eta_u,94.17154811715481,0.0
pd,r01,Knee,eta_u,94.58786610878661,0.0
pd,r01,Knee,eta_u,95.00418410041841,0.0
pd,r01,Knee,eta_u,95.42050209205021,0.0
pd,r01,Knee,eta_u,95.83682008368201,0.0
pd,r01,Knee,eta_u,96.25313807531381,0.0
pd,r01,Knee,eta_u,96.66945606694561,0.0
pd,r01,Knee,eta_u,97.08577405857741,0.0
pd,r01,Knee,eta_u,97.5020920502092,0.0
pd,r01,Knee,eta_u,97.918410041841,0.0
pd,r01,Knee,eta_u,98.3347280334728,0.0
pd,r01,Knee,eta_u,98.7510460251046,0.0
pd,r01,Knee,eta_u,99.1673640167364,0.0
pd,r01,Knee,eta_u,99.5836820083682,0.0
pd,r01,Knee,eta_u,100.0,0.0
eid,r01,Hip,tau_est,0.5,1.2872500728757554
eid,r01,Hip,tau_est,0.9163179916317992,1.2518849120683835
eid,r01,Hip,tau_est,1.3326359832635983,1.2507854870999628
eid,r01,Hip,tau_est,1.7489539748953975,1.3602310626200242
eid,r01,Hip,tau_est,2.1652719665271967,1.5003681386455487
eid,r01,Hip,tau_est,2.581589958158996,0.9343632319023278
eid,r01,Hip,tau_est,2.997907949790795,0.5496406142112277
eid,r01,Hip,tau_est,3.414225941422594,0.6284408499826462
eid,r01,Hip,tau_est,3.8305439330543933,0.5318370898133603
eid,r01,Hip,tau_est,4.2468619246861925,0.2924020954130733
eid,r01,Hip,tau_est,4.663179916317992,0.18774085377476668
eid,r01,Hip,tau_est,5.079497907949791,0.13677639824136806
eid,r01,Hip,tau_est,5.49581589958159,0.3283706125855582
eid,r01,Hip,tau_est,5.912133891213389,0.42152572704336283
eid,r01,Hip,tau_est,6.328451882845188,0.34064714431617293
eid,r01,Hip,tau_est,6.7447698744769875,0.2728424267719261
eid,r01,Hip,tau_est,7.161087866108787,0.2126727884972249
eid,r01,Hip,tau_est,7.577405857740586,0.15728187677668443
eid,r01,Hip,tau_est,7.993723849372385,0.10633709372579572
eid,r01,Hip,tau_est,8.410041841004183,0.07435998162575053
eid,r01,Hip,tau_est,8.826359832635983,0.04882485933968708
eid,r01,Hip,tau_est,9.242677824267783,0.031441594862140355
eid,r01,Hip,tau_est,9.658995815899582,0.026994232906064237
eid,r01,Hip,tau_est,10.07531380753138,0.027793349285871485
eid,r01,Hip,tau_est,10.49163179916318,0.021087381896159108
eid,r01,Hip,tau_est,10.90794979079498,0.01850243534860235
eid,r01,Hip,tau_est,11.324267782426778,0.028602097796277686
eid,r01,Hip,tau_est,11.740585774058577,0.0411280091703812
eid,r01,Hip,tau_est,12.156903765690377,0.05587961567148972
eid,r01,Hip,tau_est,12.573221757322177,0.04842869007446843
eid,r01,Hip,tau_est,12.989539748953975,0.036554919202152564
eid,r01,Hip,tau_est,13.405857740585773,0.046343883078277234
eid,r01,Hip,tau_est,13.822175732217573,0.0607614463526813
eid,r01,Hip,tau_est,14.238493723849373,0.08450630031553764
eid,r01,Hip,tau_est,14.654811715481172,0.09867073357099299
eid,r01,Hip,tau_est,15.07112970711297,0.10649316429817307
eid,r01,Hip,tau_est,15.48744769874477,0.11291898840157998
eid,r01,Hip,tau_est,15.90376569037657,0.11654998739260845
eid,r01,Hip,tau_est,16.320083682008367,0.10450511470243382
eid,r01,Hip,tau_est,16.736401673640167,0.11247226333697774
eid,r01,Hip,tau_est,17.152719665271967,0.14902421122358922
eid,r01,Hip,tau_est,17.569037656903767,0.19491071152776357
eid,r01,Hip,tau_est,17.985355648535567,0.245153071756939
eid,r01,Hip,tau_est,18.401673640167363,0.30581017359954676
eid,r01,Hip,tau_est,18.817991631799163,0.37619645424551434
eid,r01,Hip,tau_est,19.234309623430963,0.4788516593387148
eid,r01,Hip,tau_est,19.65062761506276,0.3916120130637958
eid,r01,Hip,tau_est,20.06694560669456,0.10825079869470461
eid,r01,Hip,tau_est,20.48326359832636,0.2622677019544022
eid,r01,Hip,tau_est,20.89958158995816,0.5414109125586811
eid,r01,Hip,tau_est,21.31589958158996,0.47254009436524264
eid,r01,Hip,tau_est,21.732217573221757,0.3902187538965337
eid,r01,Hip,tau_est,22.148535564853557,0.27681537695032143
eid,r01,Hip,tau_est,22.564853556485357,0.20410518916714834
eid,r01,Hip,tau_est,22.981171548117153,0.16183475154259894
eid,r01,Hip,tau_est,23.397489539748953,0.1200275140259593
eid,r01,Hip,tau_est,23.813807531380753,0.08149605442758984
eid,r01,Hip,tau_est,24.230125523012553,0.06821238704332477
eid,r01,Hip,tau_est,24.646443514644353,0.06021901318138477
eid,r01,Hip,tau_est,25.06276150627615,0.06077791627012913
eid,r01,Hip,tau_est,25.47907949790795,0.059371175718344514
eid,r01,Hip,tau_est,25.89539748953975,0.05691625907962904
eid,r01,Hip,tau_est,26.311715481171547,0.04887610993688348
eid,r01,Hip,tau_est,26.728033472803347,0.041167877009891635
eid,r01,Hip,tau_est,27.144351464435147,0.03683208467822771
eid,r01,Hip,tau_est,27.560669456066947,0.030316750932640114
eid,r01,Hip,tau_est,27.976987447698747,0.021266534372771116
eid,r01,Hip,tau_est,28.393305439330543,0.03856586970446803
eid,r01,Hip,tau_est,28.809623430962343,0.06547798834474429
eid,r01,Hip,tau_est,29.225941422594143,0.08517695518869611
eid,r01,Hip,tau_est,29.64225941422594,0.09326907258245007
eid,r01,Hip,tau_est,30.05857740585774,0.07036106804897582
eid,r01,Hip,tau_est,30.47489539748954,0.04424653743534536
eid,r01,Hip,tau_est,30.89121338912134,0.015427352979509555
eid,r01,Hip,tau_est,31.30753138075314,0.011122228484586352
eid,r01,Hip,tau_est,31.723849372384937,0.012566059038651467
eid,r01,Hip,tau_est,32.14016736401673,0.015025290402218
eid,r01,Hip,tau_est,32.55648535564853,0.017711101863235074
eid,r01,Hip,tau_est,32.97280334728033,0.02081301446924094
eid,r01,Hip,tau_est,33.38912133891213,0.02144546039132503
eid,r01,Hip,tau_est,33.80543933054393,0.020580924231016658
eid,r01,Hip,tau_est,34.22175732217573,0.028595434882448048
eid,r01,Hip,tau_est,34.63807531380753,0.036370810009905004
eid,r01,Hip,tau_est,35.05439330543933,0.0374167379318039
eid,r01,Hip,tau_est,35.470711297071134,0.0329588671075331
eid,r01,Hip,tau_est,35.88702928870293,0.021284899023241335
eid,r01,Hip,tau_est,36.30334728033473,0.023954553650434945
eid,r01,Hip,tau_est,36.71966527196653,0.032691971387083255
eid,r01,Hip,tau_est,37.13598326359833,0.035639895747815994
eid,r01,Hip,tau_est,37.55230125523013,0.04108228352132818
eid,r01,Hip,tau_est,37.96861924686193,0.0548097296434424
eid,r01,Hip,tau_est,38.38493723849373,0.05861840003709926
eid,r01,Hip,tau_est,38.80125523012552,0.053004585270623066
eid,r01,Hip,tau_est,39.21757322175732,0.06255632894553041
eid,r01,Hip,tau_est,39.63389121338912,0.07494131924132826
eid,r01,Hip,tau_est,40.05020920502092,0.06274256794624075
eid,r01,Hip,tau_est,40.46652719665272,0.047005559277873796
eid,r01,Hip,tau_est,40.88284518828452,0.023850182513863512
eid,r01,Hip,tau_est,41.29916317991632,0.011306633815585807
eid,r01,Hip,tau_est,41.71548117154812,0.006047392938976064
eid,r01,Hip,tau_est,42.13179916317992,0.01829348625371122
eid,r01,Hip,tau_est,42.54811715481171,0.03148989716973425
eid,r01,Hip,tau_est,42.96443514644351,0.03276991729257455
eid,r01,Hip,tau_est,43.38075313807531,0.03015184186564051
eid,r01,Hip,tau_est,43.79707112970711,0.021760868620646134
eid,r01,Hip,tau_est,44.21338912133891,0.019318403453849407
eid,r01,Hip,tau_est,44.62970711297071,0.019764841266148137
eid,r01,Hip,tau_est,45.04602510460251,0.021724526195057117
eid,r01,Hip,tau_est,45.46234309623431,0.024545249121996994
eid,r01,Hip,tau_est,45.87866108786611,0.030207329663043667
eid,r01,Hip,tau_est,46.29497907949791,0.02593339148595392
eid,r01,Hip,tau_est,46.71129707112971,0.011032884302256546
eid,r01,Hip,tau_est,47.12761506276151,0.008947795567078943
eid,r01,Hip,tau_est,47.54393305439331,0.010952854738720909
eid,r01,Hip,tau_est,47.96025104602511,0.008422406889718462
eid,r01,Hip,tau_est,48.37656903765691,0.00800652892778579
eid,r01,Hip,tau_est,48.79288702928871,0.01268536964612561
eid,r01,Hip,tau_est,49.2092050209205,0.016682088290852517
eid,r01,Hip,tau_est,49.6255230125523,0.020150089287565585
eid,r01,Hip,tau_est,50.0418410041841,0.025642306996314902
eid,r01,Hip,tau_est,50.4581589958159,0.029990395141080612
eid,r01,Hip,tau_est,50.8744769874477,0.02091045397641543
eid,r01,Hip,tau_est,51.2907949790795,0.012825192169742788
eid,r01,Hip,tau_est,51.7071129707113,0.006408741308650162
eid,r01,Hip,tau_est,52.12343096234309,0.014594378541147764
eid,r01,Hip,tau_est,52.53974895397489,0.030870158818397074
eid,r01,Hip,tau_est,52.95606694560669,0.031109843393265408
eid,r01,Hip,tau_est,53.37238493723849,0.028846372338209633
eid,r01,Hip,tau_est,53.78870292887029,0.022201421328397284
eid,r01,Hip,tau_est,54.20502092050209,0.020058991118961585
eid,r01,Hip,tau_est,54.62133891213389,0.02334051004503227
eid,r01,Hip,tau_est,55.03765690376569,0.02144585454992697
eid,r01,Hip,tau_est,55.453974895397494,0.017574224076888294
eid,r01,Hip,tau_est,55.87029288702929,0.020217669174713446
eid,r01,Hip,tau_est,56.28661087866109,0.024437107861476758
eid,r01,Hip,tau_est,56.70292887029289,0.03294108510347152
eid,r01,Hip,tau_est,57.11924686192469,0.043333556728088404
eid,r01,Hip,tau_est,57.53556485355649,0.05537586226321687
eid,r01,Hip,tau_est,57.95188284518829,0.05993581076178564
eid,r01,Hip,tau_est,58.36820083682009,0.06177983848192911
eid,r01,Hip,tau_est,58.78451882845188,0.05246481354713363
eid,r01,Hip,tau_est,59.20083682008368,0.04729083237094464
eid,r01,Hip,tau_est,59.61715481171548,0.050019735968900206
eid,r01,Hip,tau_est,60.03347280334728,0.05264995251849691
eid,r01,Hip,tau_est,60.44979079497908,0.0552180920895057
eid,r01,Hip,tau_est,60.86610878661088,0.045861450418353815
eid,r01,Hip,tau_est,61.28242677824268,0.0362630378361419
eid,r01,Hip,tau_est,61.69874476987448,0.03394508191888721
eid,r01,Hip,tau_est,62.11506276150628,0.033155222121861186
eid,r01,Hip,tau_est,62.53138075313807,0.03444155512354036
eid,r01,Hip,tau_est,62.94769874476987,0.024798388768976245
eid,r01,Hip,tau_est,63.36401673640167,0.01033617442408441
eid,r01,Hip,tau_est,63.78033472803347,0.02216980907015533
eid,r01,Hip,tau_est,64.19665271966528,0.03193336450760157
eid,r01,Hip,tau_est,64.61297071129707,0.03171301257140475
eid,r01,Hip,tau_est,65.02928870292887,0.029513879640131746
eid,r01,Hip,tau_est,65.44560669456067,0.02536818311688638
eid,r01,Hip,tau_est,65.86192468619247,0.017424531422947618
