joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,2000,,0.019416,0.039729,3.5560,0.2610,,0,
2,RightKnee,2000,,0.021903,0.028241,1.4144,0.1280,,0,
