joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,5000,,0.495305,1.636614,18.0000,8.5460,,0,
2,RightKnee,5000,,0.419294,1.445902,18.0000,4.6838,,0,
