joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,2000,,0.825856,2.247228,200.0000,121.6990,,0,
2,RightKnee,2000,,0.764381,1.516248,144.2686,46.0396,,0,
