joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,3000,,0.032697,0.131313,8.1212,0.6607,,0,
2,RightKnee,3000,,0.022494,0.043249,3.4999,0.3786,,0,
