joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,4000,,0.026600,0.054395,10.2924,2.0444,,0,
2,RightKnee,4000,,0.013113,0.037639,6.4327,1.2995,,0,
