joint_id,joint_name,q_rmse_window_o0,q_rmse_window_o5,q_rmse_window_ratio_o5_over_o0,tau_cmd_rms_window_o0,tau_cmd_rms_window_o5,tau_cmd_rms_window_ratio_o5_over_o0,eta_u_rms_window_o0,eta_u_rms_window_o5
1,RightHipPitch,0.09967329281049721,0.00880650268543961,0.08835368469448361,1.972477111293247,2.8480214726087194,1.4438806190969815,0.0,0.005142144517197593
2,RightKnee,0.1638546040926155,0.015134996427232136,0.09236845379503272,0.4330827961357608,1.9854713288030699,4.584507504150946,0.0,0.014889399889103662
