joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,2000,,0.051865,0.127337,11.7315,2.6120,,0,
2,RightKnee,2000,,0.162886,0.287246,7.1143,2.0561,,0,
